{:generation 0, :program (:string_parse_to_chars :string_butlast :string_concat :string_reverse :string_replace_char :boolean_not :string_nth :string_rest :string_indexof_char true :string_remove_char :in1 "" :string_occurencesof_char :exec_dup (:string_iterate (:integer_subtract :boolean_or :string_concat :string_drop :boolean_or :string_iterate (:string_contains_char :boolean_not :string_butlast :string_take :boolean_eq "G")))), :runtime (0.0031817599999999996 0.0031043079999999996 0.0031982760000000003 0.003253908000000002 0.031317096 0.0032623960000000016 0.0031380920000000003), :total-error 2, :amalgamated-error 2.050455836}
{:generation 101, :program (:string_contains_char false :in1 :string_contains "" :integer_quot "A" :boolean_not "" :integer_mult :string_reverse :string_reverse "C" :string_drop :boolean_eq "G" "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :exec_dup (:string_reverse :integer_subtract) :string_contains :string_length 1 :in1 :string_contains :string_nth :string_remove_char :integer_quot "G" :string_take "T" :integer_mult :integer_mult :string_occurencesof_char "A" :string_take :in1 :string_contains_char 0 "T" "T" :string_indexof_char 1 :string_rest :integer_subtract :integer_eq :integer_mult "T" :in1 :string_contains), :runtime (0.0032207439999999993 0.003124316 0.003166723999999999 0.0031597559999999992 0.0032463040000000015 0.0031163599999999986 0.0031683960000000004), :total-error 0, :amalgamated-error 0.0222026}
{:generation 102, :program (:string_length :string_concat :integer_quot :integer_add :boolean_and "A" :integer_subtract false 1 1 :string_occurencesof_char :string_reverse :string_contains :integer_quot false :string_take :exec_dup (:integer_eq :exec_dup (:string_drop "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_concat 1 :boolean_eq :boolean_eq :string_parse_to_chars :string_contains "C" :string_contains :boolean_or) :string_contains "G" :string_parse_to_chars :string_drop "G") :string_length :string_contains :string_concat :string_reverse :in1 :boolean_and :string_nth :string_concat "T" :in1 :string_contains "G"), :runtime (0.0032930079999999983 0.0032490359999999994 0.0032402439999999993 0.0032730240000000007 0.003236731999999998 0.001905332000000001 0.0025189599999999993), :total-error 0, :amalgamated-error 0.020716335999999995}
{:generation 103, :program (:string_butlast 0 :string_indexof_char :integer_add :string_length false :string_length :integer_subtract :string_rest :string_replace_char :string_indexof_char "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_contains true :string_length :string_contains :string_contains :string_eq :boolean_and :integer_add :string_contains :boolean_and false :integer_add :boolean_or :integer_eq :integer_add :integer_eq :string_parse_to_chars :string_indexof_char :integer_eq :exec_dup (:string_butlast "" "" :string_reverse "ABCDEFGHIJKLMNOPQRSTUVWXYZ") :boolean_eq :string_indexof_char "A" :string_take "G" "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_eq :integer_subtract :string_replace_char :exec_dup (:string_contains "A" "A" :string_contains "T" :in1 :string_contains)), :runtime (0.0032901280000000002 0.0032237040000000004 0.0032852520000000007 0.0032660519999999993 0.0032866440000000013 0.04412190400000001 0.003296336000000001), :total-error 0, :amalgamated-error 0.06377002000000001}
{:generation 104, :program (:string_butlast 0 :string_parse_to_chars :integer_quot "" :string_eq :string_nth :exec_dup (1 :boolean_or :boolean_or :string_reverse "C" "G" :integer_add :string_contains_char :string_concat :string_parse_to_chars "C" :string_remove_char :integer_eq false "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_contains false) :string_contains :string_occurencesof_char :string_take :string_contains_char :in1 :string_indexof_char :string_indexof_char :integer_eq "T" :string_take :boolean_and :string_length :string_length :boolean_not "G" :string_rest :in1 :in1 :in1 "T" :in1 :string_contains :in1), :runtime (0.003183032000000002 0.003176092 0.0031869399999999984 0.003213544 0.00321194 0.003198672 0.060821216), :total-error 0, :amalgamated-error 0.079991436}
{:generation 105, :program (:boolean_eq :string_parse_to_chars :string_parse_to_chars :string_parse_to_chars :string_eq :string_drop 1 :string_parse_to_chars :integer_subtract :string_drop "A" "G" "G" :string_contains :boolean_and "T" :string_nth :string_butlast :string_contains_char :string_butlast :string_reverse "A" false false :boolean_eq :string_contains :string_parse_to_chars :string_nth :exec_dup (:string_drop :string_remove_char :string_occurencesof_char "" :string_nth :string_take :string_nth) :string_take :in1 :boolean_not :boolean_and :string_reverse :string_contains :string_reverse :integer_eq :boolean_eq :string_replace_char :boolean_or "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_rest :exec_dup (:string_rest 0 "T" false "T" :in1 :string_contains)), :runtime (0.0031756719999999987 0.003265559999999997 0.0033328399999999997 0.003265835999999999 0.0018305839999999995 0.0018388679999999983 0.0018184559999999987), :total-error 0, :amalgamated-error 0.018527815999999992}
{:generation 106, :program ("C" :integer_quot :string_from_char :string_replace_char "C" :integer_add "A" "ABCDEFGHIJKLMNOPQRSTUVWXYZ" "C" :string_nth :integer_subtract :string_take :string_take :string_contains "G" :integer_subtract :string_butlast :string_occurencesof_char :string_eq :boolean_or "T" :string_concat 1 1 :string_concat "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_concat :exec_dup (:string_parse_to_chars "G" :integer_eq :string_contains_char "C" :string_contains_char "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_occurencesof_char 1 :string_reverse :string_butlast :integer_eq :string_butlast :string_contains true :string_occurencesof_char :in1 :string_contains :boolean_eq :string_indexof_char :string_rest "" :string_drop "C" :string_drop :boolean_or :string_reverse :string_take :string_eq :exec_dup ("T" 0 :in1 :string_contains))), :runtime (0.0031572920000000003 0.0032019200000000005 0.0032980519999999997 0.003301135999999999 0.003321304000000001 0.0032423959999999977 0.003167411999999997), :total-error 0, :amalgamated-error 0.022689511999999995}
{:generation 107, :program ("T" "C" false :integer_eq :integer_eq :string_reverse "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_contains "" :boolean_not :string_contains :integer_mult :string_iterate (false :integer_subtract :string_replace_char :boolean_or :string_parse_to_chars :string_indexof_char "C" "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_replace_char true) :string_from_char :in1 :string_contains :boolean_and false :string_length :string_indexof_char :boolean_eq :in1 :string_rest :string_contains :string_contains_char :integer_eq :string_indexof_char "" :exec_dup (:integer_eq) "A" "T" :string_remove_char :in1 :string_contains :string_replace_char :string_concat), :runtime (0.003298691999999999 0.0032158679999999993 0.0032219239999999997 0.00317336 0.0033224399999999977 0.0032925119999999996 0.0032266479999999986), :total-error 0, :amalgamated-error 0.022751443999999996}
{:generation 108, :program (:string_replace_char :string_nth true :boolean_and :boolean_eq "T" :string_contains_char "G" :in1 false :string_length :boolean_or :string_butlast :integer_subtract :string_contains "T" :string_parse_to_chars :string_nth "G" :string_length :string_length :in1 true :string_length 0 :string_length :boolean_or :string_occurencesof_char :string_eq "A" :string_occurencesof_char :string_contains :string_drop :integer_quot :string_concat :string_contains_char 1 :boolean_or :string_replace_char :string_contains :string_parse_to_chars :string_nth :integer_add :string_reverse :integer_add :integer_eq :string_from_char :integer_eq :integer_subtract :string_iterate (:string_indexof_char :string_nth :string_from_char :string_rest :boolean_and :in1 true :string_from_char "T" :integer_quot) :string_nth :string_take :boolean_eq :string_contains :string_reverse "A" :string_indexof_char :string_contains "T" :integer_mult :in1 :boolean_not true :string_contains), :runtime (0.003194783999999998 0.0032157680000000017 0.003305176 0.0032328400000000016 0.003159428000000001 0.034426303999999956 0.0032670520000000008), :total-error 0, :amalgamated-error 0.05380135199999996}
{:generation 109, :program (:string_contains "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_from_char :string_eq :string_nth :string_length :string_from_char :string_occurencesof_char false :string_parse_to_chars "G" :integer_mult :integer_subtract :integer_quot 1 :string_contains_char false :boolean_and :string_reverse :string_eq :string_remove_char :string_eq :string_replace_char :string_remove_char "" :string_eq :string_indexof_char :string_contains :string_from_char :string_take :string_contains :string_concat "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_butlast :string_length :string_butlast :integer_mult :string_remove_char :string_replace_char :string_remove_char :string_reverse :string_contains 0 :integer_eq :boolean_or "C" :boolean_eq :string_drop :boolean_and "" :string_contains :string_take :string_replace_char :string_length :string_rest :string_drop true :exec_if ("T" :string_parse_to_chars false :string_concat :in1 :integer_add :string_contains :string_occurencesof_char :string_contains_char "C" :string_parse_to_chars "A") ()), :runtime (0.003237543999999998 0.0032093160000000024 0.003228583999999999 0.0032091560000000003 0.0032124080000000012 0.07658156400000002 0.003265200000000002), :total-error 0, :amalgamated-error 0.09594377200000001}
{:generation 110, :program (:string_length :exec_dup (:string_eq :string_from_char :exec_if (:boolean_not "T" :string_contains :integer_add :boolean_or :string_reverse :string_nth :string_length :in1 :boolean_or :string_from_char :string_take false :string_contains :integer_eq true :boolean_eq :string_contains :string_butlast :exec_dup (:string_indexof_char :exec_dup (:integer_eq :string_contains :string_rest :string_concat :boolean_and :boolean_and :integer_eq 1) :in1 :in1 "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_remove_char :in1 :string_contains :string_reverse "T" :string_occurencesof_char 0 :string_eq :string_reverse :integer_mult :string_length :in1 :string_replace_char :integer_subtract "T" :in1 :string_contains)) ())), :runtime (0.0032256439999999976 0.07224187199999996 0.003234227999999999 0.003273751999999999 0.0032381560000000003 0.003269475999999998 0.0031952119999999976), :total-error 0, :amalgamated-error 0.09167833999999997}
{:generation 111, :program (:string_parse_to_chars :exec_if (:integer_add :boolean_or :string_nth :string_take :integer_mult :string_eq "A" :in1 :boolean_or :integer_mult :string_concat :string_parse_to_chars true 1 :boolean_eq :integer_subtract :integer_subtract false :boolean_or true :string_nth "ABCDEFGHIJKLMNOPQRSTUVWXYZ" "G" :string_from_char :string_iterate ("C" :string_take "" :string_remove_char :integer_eq :exec_dup (:string_nth :integer_add false "T" :string_nth :string_drop :string_contains :boolean_or :integer_subtract :string_contains :exec_dup (:string_length 0 "T" :in1 0) :in1 "T" :in1 :string_contains))) ()), :runtime (0.0032715400000000007 0.0033046040000000013 0.003320092000000001 0.003266135999999998 0.003418483999999999 0.003266912 0.003305723999999999), :total-error 0, :amalgamated-error 0.023153491999999998}
{:generation 112, :program (true :string_contains :string_concat :string_rest :boolean_or "A" :string_iterate (false :integer_add) :in1 :string_contains_char :boolean_and :integer_eq :string_parse_to_chars :string_remove_char :string_drop :string_contains_char :string_parse_to_chars :string_contains_char :boolean_and :string_reverse "" :string_butlast :string_iterate (:string_length :string_reverse) :integer_eq :string_contains "G" 1 :string_contains "A" "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :integer_eq :string_occurencesof_char :string_remove_char :boolean_and :integer_add :integer_quot true :in1 :string_nth 0 :string_occurencesof_char :string_parse_to_chars "T" :string_occurencesof_char :boolean_or :integer_add 1 :in1 "T" :in1 :string_contains :in1 :string_indexof_char), :runtime (0.0031992199999999983 0.0032297 0.003219532000000001 0.0031659919999999994 0.003089772 0.003194796000000001 0.003255244), :total-error 0, :amalgamated-error 0.022354256}
{:generation 113, :program (:string_eq :string_indexof_char :integer_add :boolean_or "A" :string_drop :string_length 0 :string_concat :in1 :integer_add :string_nth :string_occurencesof_char :integer_eq :string_remove_char :string_indexof_char :string_contains :string_take true "A" :in1 :integer_subtract :string_occurencesof_char "" :integer_quot 1 "" :string_concat 0 "" :string_length "T" 1 :string_concat :string_drop :boolean_eq :in1 :integer_add :string_drop :string_indexof_char :exec_dup (:in1 "T" :in1 :string_contains :string_rest :exec_dup (:string_reverse :string_replace_char :string_contains))), :runtime (0.002192956 0.0018910200000000002 0.0019265279999999998 0.001921888 0.0018307880000000003 0.0018569119999999998 0.0018308599999999997), :total-error 0, :amalgamated-error 0.013450952}
{:generation 114, :program (0 :string_from_char "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_drop "C" :string_concat "A" :string_contains "A" :integer_subtract :integer_mult "G" :string_butlast :string_remove_char :string_contains_char :string_indexof_char :integer_subtract :string_butlast :string_contains_char :string_contains :string_contains_char :string_contains_char :string_eq :string_contains :string_reverse :boolean_not :string_occurencesof_char :string_parse_to_chars 1 :string_reverse :string_occurencesof_char :integer_eq :exec_dup (:string_take :integer_quot :string_drop :exec_dup (:string_occurencesof_char) :in1 :string_contains :string_remove_char :string_contains :string_contains :string_contains :string_reverse "" :string_concat :string_occurencesof_char :exec_dup (:string_contains false :string_butlast "T") :string_contains :in1 :string_contains)), :runtime (0.0031501839999999994 0.0032652760000000023 0.003241364 0.0032203199999999987 0.003104816000000003 0.003237576000000001 0.00321926), :total-error 0, :amalgamated-error 0.022438796000000004}
{:generation 115, :program (:string_nth :string_iterate (:in1 :string_contains :string_from_char :string_occurencesof_char :string_butlast :string_length :boolean_eq "T" "G" 0 :integer_mult "C" :string_reverse :integer_subtract :integer_subtract "T" false :string_contains_char true :boolean_eq "C" true :string_indexof_char :string_take :integer_quot 0 "A" :integer_quot :string_butlast :string_contains :integer_quot :string_concat :string_nth :string_contains :string_from_char :string_take :string_nth :string_remove_char :string_contains false :string_length 0 :string_drop 0 "T" :in1 :string_drop :string_contains :string_replace_char :integer_add)), :runtime (0.0032156559999999977 0.0032443079999999983 0.003272579999999999 0.0032166759999999977 0.0032295239999999984 0.0032210279999999995 0.003297447999999998), :total-error 0, :amalgamated-error 0.02269721999999999}
{:generation 116, :program (:integer_add :string_butlast :integer_add :boolean_or :string_nth :string_contains "C" :string_length 0 :string_eq :string_concat true :string_nth "T" "G" true :boolean_or "T" :string_eq :string_nth :exec_if (:in1 "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_replace_char :string_contains :string_parse_to_chars "C" "A" "T" :string_rest) (:integer_add :exec_dup (:string_concat "C" :string_butlast :string_concat "ABCDEFGHIJKLMNOPQRSTUVWXYZ" 1 :string_contains "" :string_reverse :boolean_eq :string_from_char 1 :string_reverse "" :string_reverse "T" :integer_quot :string_rest :boolean_eq :string_indexof_char "T" :integer_eq :string_eq :exec_dup (:string_reverse false "T" :in1 :string_contains)))), :runtime (0.0032509800000000005 0.003228576000000001 0.0032543520000000016 0.003218327999999999 0.003290283999999996 0.0032409400000000007 0.04755751199999999), :total-error 0, :amalgamated-error 0.06704097199999999}
{:generation 117, :program ("A" :string_drop :string_indexof_char :string_concat :string_take :string_reverse :string_butlast "G" :string_occurencesof_char "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_indexof_char 1 :string_contains_char :integer_mult :string_take :in1 :string_contains :string_butlast :boolean_eq :integer_subtract :string_indexof_char "T" :string_contains_char :string_concat :string_butlast :string_contains_char :string_drop :boolean_eq "" :string_contains :string_occurencesof_char :string_contains :string_concat "T" :string_take :string_eq :integer_eq :in1 :string_take :string_remove_char :string_contains :string_length "T" :in1 :string_contains "C" :string_contains :string_from_char :in1), :runtime (0.0032010440000000005 0.003165828 0.003143151999999999 0.0031654519999999983 0.0031967399999999996 0.0032061119999999997 0.0032360159999999982), :total-error 0, :amalgamated-error 0.022314343999999996}
{:generation 118, :program (0 :boolean_or :string_from_char "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_remove_char :boolean_eq :string_contains :string_concat "C" :string_contains :string_from_char :integer_subtract "G" 1 :boolean_or :string_butlast :string_contains :integer_eq :in1 :string_take "T" :integer_add :in1 "T" :integer_quot :string_drop "G" "A" :integer_subtract :integer_add :string_occurencesof_char :string_parse_to_chars 1 :string_reverse :string_parse_to_chars :string_nth :in1 :integer_quot :exec_dup (:boolean_and :integer_quot :string_contains :string_iterate (:integer_quot :string_concat :string_nth :boolean_or :string_remove_char :string_indexof_char :string_rest :string_nth :integer_subtract true :string_remove_char false 0 :string_reverse :string_length 0) "T" "T" :string_drop :string_contains "T" "T" :in1 :string_contains)), :runtime (0.003175192000000003 0.0032715040000000015 0.0031639680000000035 0.0032533560000000007 0.0032119200000000027 0.0032467400000000014 0.0032557479999999997), :total-error 0, :amalgamated-error 0.02257842800000001}
{:generation 119, :program (true :string_contains :integer_mult :integer_eq :string_length :integer_add :string_contains :string_iterate (:string_indexof_char :integer_add) :string_replace_char :string_butlast :integer_add :string_reverse :exec_if (:integer_add :string_parse_to_chars :integer_mult "C" :boolean_and :boolean_or :string_parse_to_chars :exec_dup (:string_take 1 :string_contains_char :string_reverse "" :string_nth :integer_add :string_length :string_contains :boolean_and :in1 "T" :integer_eq "T" :string_iterate (:string_concat :string_contains :string_reverse :string_length :integer_add :string_remove_char "T" :in1 :string_contains :string_take 0 :string_eq :string_indexof_char "G" :string_iterate (:string_replace_char :in1 :string_contains 0 :integer_subtract :string_occurencesof_char 0 :in1 :string_contains)))) ()), :runtime (0.00315172 0.0032023039999999996 0.0033796719999999985 0.053448656 0.0032298479999999996 0.0032220320000000005 0.003282584), :total-error 0, :amalgamated-error 0.072916816}
{:generation 120, :program (:string_nth "" :string_concat :string_contains 0 0 :string_eq :string_occurencesof_char :in1 :string_take :boolean_not :string_contains :exec_dup (:string_length :exec_dup (:string_contains :string_contains_char :integer_subtract :string_rest :string_parse_to_chars :string_nth :in1 :in1 :string_contains :string_take :string_take :string_indexof_char :integer_subtract :boolean_eq :string_iterate (:string_contains :string_drop :integer_eq "T" 1 :in1 :string_contains "A") "T" "T"))), :runtime (0.0032443600000000004 0.003286344 0.0032746919999999996 0.003159224000000001 0.003149975999999998 0.003218711999999998 0.003184539999999998), :total-error 0, :amalgamated-error 0.022517847999999993}
{:generation 121, :program (:integer_add :exec_dup (:string_parse_to_chars :string_reverse :string_contains 1 :boolean_or :boolean_eq true :string_rest :string_take :string_concat :string_drop 0 :integer_mult :integer_eq :string_contains_char "G" 0 :boolean_eq :string_eq :integer_subtract "C" false :string_concat :boolean_not "" :string_concat 0 :string_contains :integer_eq :exec_dup (:string_contains :string_iterate (:integer_eq) "T" :in1 :boolean_and :string_contains :string_remove_char "T" :exec_dup (:string_drop "T")))), :runtime (0.003130708 0.05017482 0.0032263920000000002 0.003188768 0.0032581640000000018 0.0033024279999999996 0.0032672080000000006), :total-error 0, :amalgamated-error 0.06954848800000002}
{:generation 122, :program (false :string_rest true "" :boolean_and :string_replace_char false :string_take :string_from_char "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_length 0 :string_parse_to_chars :string_occurencesof_char :string_indexof_char :string_eq :in1 :string_concat :string_length :boolean_and :string_drop :string_nth :string_nth true :integer_subtract :string_eq :integer_eq :exec_dup (:integer_add :string_from_char :string_contains_char :in1 :boolean_eq) "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_take :string_take "T" :in1 :string_contains 0 :integer_add :string_contains "T" :string_indexof_char :in1 :string_contains), :runtime (0.003188383999999999 0.003170871999999999 0.0031684039999999984 0.003231159999999998 0.0032216599999999977 0.003239984000000002 0.0031642760000000023), :total-error 0, :amalgamated-error 0.022384739999999993}
{:generation 123, :program (:string_contains :string_parse_to_chars 0 :boolean_or :integer_eq "T" :string_contains_char "G" :string_contains :string_occurencesof_char :string_occurencesof_char :in1 "T" :string_reverse :in1 :integer_eq :integer_quot :string_remove_char "T" :string_indexof_char :string_concat "G" :integer_subtract :exec_dup (0 :integer_subtract :string_contains 1 :integer_subtract "T" :string_nth :string_nth :string_from_char :in1 :integer_eq "G" :string_drop :boolean_not 1 :string_contains :string_iterate (:string_contains :integer_subtract "T" :exec_dup ("T" :string_contains_char :string_occurencesof_char "G" 1 :string_from_char :string_from_char "T" :integer_add :string_nth "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_indexof_char :string_replace_char "T" :in1 :integer_quot :string_contains_char :boolean_eq :string_contains)))), :runtime (0.003185771999999998 0.08962748800000003 0.0033298760000000007 0.0032261599999999996 0.002099187999999999 0.0031776599999999997 0.003292876), :total-error 0, :amalgamated-error 0.10793902000000004}
{:generation 124, :program (:integer_add :exec_dup (:boolean_or :string_drop :string_remove_char :integer_subtract :boolean_or :string_contains_char :integer_add :string_rest 1 :string_indexof_char :integer_eq :integer_mult "A" :string_indexof_char :string_butlast :string_rest :string_contains false :string_take :string_contains :boolean_and :in1 false :integer_subtract "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_parse_to_chars 1 :string_from_char :boolean_eq :string_from_char :string_contains_char :integer_subtract true) :string_reverse "" true "" :string_length true "T" :in1 :string_contains "C"), :runtime (0.0033168120000000027 0.003291328000000001 0.0032542239999999996 0.003243976000000001 0.0031801000000000012 0.003317112000000003 0.003208252000000001), :total-error 0, :amalgamated-error 0.022811804000000012}
{:generation 125, :program (:boolean_or "C" :boolean_or :string_contains :integer_quot :integer_quot :string_replace_char :boolean_not :in1 :string_remove_char :string_reverse 1 :string_drop :string_reverse :string_contains :string_eq :integer_mult :integer_add :boolean_or :integer_mult :string_replace_char :string_occurencesof_char :string_concat :string_remove_char "G" :boolean_eq :string_occurencesof_char false :string_eq :string_nth :integer_add :string_indexof_char "T" :boolean_eq false :string_butlast :string_occurencesof_char :string_from_char :string_replace_char 1 :string_replace_char :in1 :integer_mult :string_contains :exec_dup (:string_length :integer_add "T" "T" false "C" :string_occurencesof_char :string_indexof_char true "T" :in1 :string_contains)), :runtime (0.0031923720000000015 0.003190076 0.003264236000000002 0.0032916079999999993 0.0032979120000000005 0.003217155999999998 0.0032070160000000005), :total-error 0, :amalgamated-error 0.022660376000000003}
{:generation 126, :program ("C" :string_contains :in1 :string_replace_char :string_reverse :integer_quot "C" 1 :integer_add :string_contains :string_take :exec_dup (:string_contains :string_contains :string_parse_to_chars :string_contains_char "T" :integer_subtract "T" "G" :string_reverse :string_reverse :exec_dup ("C" "" :string_from_char :in1 :string_indexof_char :string_indexof_char "C" :integer_quot :integer_eq :string_occurencesof_char :string_indexof_char :boolean_eq :string_butlast :string_contains_char :string_take) :string_concat :string_concat :string_contains :string_reverse :string_contains_char :integer_eq "T" "T" 0 false 1 :string_contains_char :in1 :string_contains)), :runtime (0.003217931999999999 0.0032822840000000003 0.0032566919999999994 0.0031949000000000005 0.003148192 0.003372343999999999 0.0032181999999999996), :total-error 0, :amalgamated-error 0.022690544}
{:generation 127, :program (:integer_add 0 "" :boolean_and :string_butlast :string_remove_char :boolean_and :integer_mult :string_take :string_drop :exec_dup (:string_indexof_char :string_length :string_butlast :string_reverse :string_parse_to_chars false) :boolean_eq :boolean_eq "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :integer_subtract :string_remove_char :boolean_not :string_indexof_char "A" :string_concat :string_eq :in1 1 :integer_subtract :string_contains :string_from_char "A" true :string_contains :in1 :string_length "T" :in1 :string_contains :string_rest :in1 "T" :in1 :string_contains_char :string_contains), :runtime (0.003252732000000001 0.003291428000000003 0.0032459399999999984 0.0032487800000000006 0.003312712000000001 0.0031859239999999984 0.003184904000000001), :total-error 0, :amalgamated-error 0.022722420000000007}
{:generation 128, :program (:integer_add "C" true :exec_dup (:integer_eq :string_drop :string_take :string_occurencesof_char :string_length "T" "T" true :string_reverse :boolean_not :integer_quot :string_indexof_char :boolean_eq :string_replace_char "G" "G" :integer_subtract :string_rest :string_butlast :integer_mult :exec_dup (:string_contains_char :string_contains_char :string_from_char :string_concat "G" :exec_dup (:string_from_char "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_contains :string_contains :boolean_eq :integer_subtract false :boolean_not :string_parse_to_chars :string_rest "T" :string_occurencesof_char "T" :integer_subtract "T" "T" :integer_add "T" :exec_dup (:exec_dup (:string_replace_char "T" :in1 :boolean_eq :string_contains)))))), :runtime (0.0032069199999999985 0.0031644480000000007 0.0031561480000000014 0.0032106679999999964 0.003184179999999999 0.003308792 0.0032167759999999993), :total-error 0, :amalgamated-error 0.022447931999999997}
{:generation 129, :program (:exec_dup (:string_indexof_char :string_replace_char :string_reverse :integer_subtract :string_iterate (1 :integer_mult "T" :string_from_char :string_reverse :integer_add :string_parse_to_chars "T") :string_nth :string_eq :string_contains :string_from_char :string_length :boolean_and :integer_add :string_indexof_char :string_contains_char :string_iterate ("C" :integer_quot :string_reverse) :string_reverse :integer_eq :string_from_char :string_parse_to_chars :integer_subtract true :boolean_and :string_remove_char :string_reverse "C" :string_remove_char :boolean_and :string_contains "" :integer_eq :string_concat "T" :string_concat true :integer_eq :integer_quot :string_remove_char "T" :string_replace_char :in1 :in1 :integer_eq :string_parse_to_chars "T" :in1 :string_remove_char :string_contains "" 0 :in1)), :runtime (0.0031710360000000003 0.0032675959999999985 0.003137336000000001 0.0031889999999999987 0.003252387999999998 0.0032818440000000008 0.003182951999999999), :total-error 0, :amalgamated-error 0.022482151999999995}
{:generation 130, :program (:boolean_and :string_remove_char :string_occurencesof_char :integer_quot "" :boolean_and :string_rest :integer_subtract :string_iterate (1 :boolean_and :integer_subtract true :string_occurencesof_char) :exec_if ("" :integer_add :string_contains_char :string_occurencesof_char :string_contains_char) (:string_parse_to_chars :string_take true :string_take :integer_eq :string_indexof_char "" "T" :string_concat 0 :string_reverse :string_remove_char :boolean_and :string_concat false :in1 :string_contains :string_drop :string_length 0 "T" :boolean_or :in1 :string_contains)), :runtime (0.003241852 0.003199060000000001 0.0031830839999999984 0.048240043999999975 0.0018983679999999995 0.0018968960000000003 0.0018455800000000007), :total-error 0, :amalgamated-error 0.06350488399999998}
{:generation 131, :program (:string_from_char "A" :integer_subtract :string_iterate (1 "T" :string_from_char :string_concat :integer_add :string_from_char :string_concat :string_contains "C" :string_nth :string_contains_char "G" :string_length :string_contains "T" :string_length :string_indexof_char :string_nth :string_iterate (:string_reverse :exec_dup (:integer_eq :boolean_and :boolean_and :integer_subtract :string_remove_char :string_indexof_char "C" :boolean_and "A" :string_contains :integer_eq :string_occurencesof_char :string_contains :integer_add :string_concat :string_contains :integer_eq :integer_quot :string_eq :string_remove_char "T" :in1 :in1 :integer_eq "T" :in1 :integer_add :string_remove_char :string_contains)))), :runtime (0.003182572 0.003226936000000002 0.0033157479999999994 0.0033210279999999976 0.0032637599999999984 0.003255991999999997 0.003269903999999998), :total-error 0, :amalgamated-error 0.02283593999999999}
{:generation 132, :program (:integer_eq :boolean_not :string_rest "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_length :string_take :string_rest :string_drop 0 :in1 :string_concat :integer_mult :string_from_char :string_remove_char :integer_mult "G" :boolean_or :string_nth :string_remove_char :string_contains_char :exec_dup (:exec_dup (:boolean_eq :string_reverse :integer_subtract :boolean_eq :string_length :string_contains :string_contains "" :string_remove_char :string_take "C" :string_parse_to_chars "C" :string_indexof_char :string_nth "A" :string_contains :boolean_and "T" "T" :string_indexof_char "T" :boolean_eq :string_eq :string_replace_char :in1 :string_contains "T" :boolean_and :string_nth :in1))), :runtime (0.0031639319999999995 0.0032259279999999973 0.0033174000000000016 0.0032624200000000003 0.003287772000000002 0.003375584000000003 0.0032007839999999978), :total-error 0, :amalgamated-error 0.022833820000000005}
{:generation 133, :program (:string_from_char :string_drop :string_take :integer_subtract :string_iterate (:integer_eq :integer_quot "ABCDEFGHIJKLMNOPQRSTUVWXYZ" 1 :in1 false :string_eq false :string_eq :string_length :string_butlast :string_parse_to_chars :string_contains :string_iterate (:string_contains :string_concat) 1 :string_contains 1 "T" :string_indexof_char "A" "C" :in1 :integer_quot :string_rest :string_contains :integer_mult :in1 :string_drop "G" :string_remove_char :string_take :integer_add :string_butlast "A" :string_reverse true "T" :boolean_or :integer_eq :boolean_and :string_reverse :string_reverse :in1 "" :string_occurencesof_char "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :boolean_not :string_reverse :integer_mult "" :string_eq "T" :in1 :string_contains :in1)), :runtime (0.0031375800000000014 0.003192612 0.0031449639999999992 0.003235291999999999 0.0031900999999999982 0.003216668 0.0018618239999999996), :total-error 0, :amalgamated-error 0.020979039999999997}
