{:generation 0, :program (:integer_mult :string_replace_char :exec_if (:boolean_not :string_contains :string_contains :boolean_and true :string_from_char :string_concat :integer_subtract "(" :string_eq true :string_take) (:string_replace_char :in1 :string_concat :string_remove_char :boolean_or :string_parse_to_chars :string_parse_to_chars "(" :boolean_eq :string_replace_char :string_rest :integer_quot :string_indexof_char :string_remove_char :string_contains :string_take :string_iterate (:integer_eq :boolean_and :string_occurencesof_char false :integer_quot :string_iterate (false :integer_subtract :string_remove_char :string_concat :integer_mult :string_drop :string_drop :exec_dup (:string_drop :exec_if (false :string_rest :integer_add 1 :in1) (:string_drop :integer_quot :string_reverse :string_reverse)))))), :runtime (0.0032428440000000017 0.003239211999999999 0.0031034320000000006 0.0019350280000000003 0.001873572 0.001903579999999999 0.0018570439999999989), :total-error 2, :amalgamated-error 2.017154712}
{:generation 85, :program (:string_parse_to_chars :boolean_eq :string_rest :integer_subtract "(" "(" :string_nth :string_reverse :string_parse_to_chars 0 :string_parse_to_chars :string_rest :integer_mult :string_butlast :string_contains :string_from_char :integer_subtract 0 :integer_add :string_length :boolean_eq :string_contains_char "(" :string_replace_char :in1 0 :string_butlast :string_occurencesof_char :string_eq :in1 :string_butlast "("), :runtime (0.0018566160000000004 0.0018138520000000008 0.0018144599999999993 0.001823292 0.0019674920000000004 0.0018816480000000003 0.0019019360000000001), :total-error 1, :amalgamated-error 1.013059296}
{:generation 86, :program (:string_remove_char :exec_dup (:string_contains_char :integer_mult :string_contains :string_take :in1 :string_remove_char :integer_add :string_replace_char :boolean_and :integer_quot :boolean_eq "(" :string_eq :string_length :boolean_eq :boolean_not :string_contains :boolean_not "(" :integer_mult :in1 :string_butlast :string_reverse "(" :string_replace_char :integer_eq :in1 :string_butlast :string_eq)), :runtime (0.0018480960000000005 0.0018312679999999994 0.001840616 0.0018350079999999995 0.0018224279999999994 0.001889075999999999 0.0018741399999999994), :total-error 1, :amalgamated-error 1.012940632}
{:generation 87, :program (:string_nth :string_replace_char :string_butlast false ")" :integer_subtract :string_occurencesof_char :string_remove_char :integer_mult :string_from_char :integer_mult :string_occurencesof_char :string_occurencesof_char :exec_dup (:string_contains_char :boolean_not :string_eq :string_concat "(" :string_butlast :integer_subtract "(" :in1 :string_butlast :string_eq)), :runtime (0.0019044 0.0018962799999999998 0.0018353879999999988 0.0018367439999999997 0.0018719319999999998 0.001885472000000001 0.0018620679999999995), :total-error 1, :amalgamated-error 1.013092284}
{:generation 88, :program (:string_contains :integer_quot ")" :string_indexof_char :integer_mult :string_replace_char :boolean_eq :string_indexof_char true false true :string_nth :string_length :string_eq false true :string_length :exec_dup (:string_parse_to_chars :integer_mult "(" :string_butlast :integer_eq :string_eq :string_indexof_char :integer_add :string_eq :string_rest :string_eq :string_reverse :string_contains "(" :in1 :string_butlast :string_eq :string_rest :string_indexof_char :string_butlast :string_indexof_char)), :runtime (0.0032084360000000037 0.002026800000000001 0.0018261279999999987 0.002039351999999999 0.001890239999999998 0.0019772559999999993 0.001819164), :total-error 1, :amalgamated-error 1.014787376}
{:generation 89, :program (:integer_add :string_take ")" :string_occurencesof_char :string_butlast :string_replace_char :in1 :string_nth :string_from_char :integer_quot :string_contains :integer_add :string_occurencesof_char :string_remove_char :string_take false :in1 :string_butlast 0 "(" :integer_mult :string_eq 0 :string_from_char :in1 :string_indexof_char), :runtime (0.0018601119999999986 0.001815976 0.0018804120000000006 0.0018819 0.0018978040000000008 0.0018386840000000002 0.001833199999999999), :total-error 1, :amalgamated-error 1.013008088}
{:generation 90, :program (:string_remove_char 1 :exec_dup (:string_contains_char :string_butlast :string_contains :string_take :in1 :string_contains :integer_add :string_length :string_length :string_contains) :boolean_eq :boolean_not :string_contains :boolean_not :integer_quot :string_contains_char "(" :string_replace_char :integer_subtract :in1 :string_butlast :string_replace_char 0 :integer_subtract :string_eq), :runtime (0.0019103279999999995 0.0018248679999999995 0.001834455999999999 0.001891276 0.0018890719999999999 0.0018939839999999998 0.001844580000000001), :total-error 1, :amalgamated-error 1.013088564}
{:generation 91, :program (:integer_add :in1 "(" :string_butlast :string_indexof_char "(" :string_occurencesof_char :string_remove_char :string_eq :string_length :integer_mult :string_nth "(" :string_iterate (:string_occurencesof_char :integer_eq :exec_dup (:string_contains_char :string_eq 0 "(" :string_butlast :integer_subtract "(" :in1 :string_butlast :string_eq))), :runtime (0.001897299999999999 0.0019134399999999991 0.00189612 0.0018240999999999993 0.001834200000000001 0.0018223679999999998 0.0018781319999999996), :total-error 1, :amalgamated-error 1.01306566}
{:generation 92, :program (:exec_if (:string_occurencesof_char :exec_dup (:string_take :string_from_char :string_reverse :string_contains :string_replace_char :string_rest :string_nth :integer_quot) :string_length 0 :string_butlast :string_drop :boolean_not "(" :integer_eq :exec_dup (:string_eq :in1 :string_butlast :string_eq :exec_if (:in1 :string_butlast "(" :string_eq) ())) ()), :runtime (0.0027890959999999983 0.0019206519999999997 0.0018456279999999991 0.0018546639999999998 0.0018520719999999997 0.0018989520000000008 0.0018929959999999994), :total-error 1, :amalgamated-error 1.01405406}
{:generation 93, :program (1 :exec_if () (true :exec_dup () :string_take :integer_subtract :string_replace_char :boolean_and :string_replace_char :boolean_or :integer_add :string_butlast :integer_quot :string_contains :string_rest :string_indexof_char :in1 :boolean_not :integer_eq :exec_dup (:string_parse_to_chars :boolean_or :boolean_or :integer_quot 0 :string_replace_char :string_eq :string_reverse "(" :string_drop "(" :string_contains :string_take :in1 :string_indexof_char "(" :in1 :string_occurencesof_char :string_butlast :string_eq :in1))), :runtime (0.0032410719999999985 0.0018340599999999991 0.0018426079999999988 0.0018485599999999993 0.0018765920000000007 0.001856895999999999 0.0018217599999999997), :total-error 1, :amalgamated-error 1.014321548}
{:generation 94, :program (:string_take :string_reverse :exec_dup (:string_take :string_length :string_reverse :string_contains :string_nth :string_rest 1 :integer_quot :integer_subtract :string_take :string_from_char :boolean_eq 0 :integer_eq :exec_dup (:string_nth :in1 :string_eq :string_from_char :exec_if (0 "(" :in1 0 :string_butlast "(" :string_eq) ()))), :runtime (0.0032644519999999984 0.003233875999999999 0.0018771399999999987 0.0018426559999999996 0.001841016 0.001847668 0.0018293840000000005), :total-error 1, :amalgamated-error 1.015736192}
{:generation 95, :program (:exec_if (:string_contains_char) (:string_occurencesof_char "(" :exec_dup (:boolean_not :boolean_or :string_length :boolean_and :string_parse_to_chars :string_rest :string_nth :string_drop ")" 0 :integer_subtract 1) :string_from_char :string_contains :string_eq :integer_subtract "(" :string_reverse :boolean_not :string_drop :string_nth :string_butlast :string_eq :string_butlast "(" :string_drop :in1 :integer_add :string_butlast "(" :integer_subtract :string_eq)), :runtime (0.0032141720000000004 0.0024553759999999983 0.0018450039999999995 0.0019555919999999995 0.0018899159999999993 0.0019107440000000002 0.0018728999999999987), :total-error 1, :amalgamated-error 1.015143704}
{:generation 96, :program (true :integer_subtract :string_parse_to_chars :string_from_char :string_length :string_occurencesof_char :string_contains_char "(" :integer_mult :string_concat :string_concat :string_occurencesof_char :string_occurencesof_char :string_take :in1 true :integer_eq :boolean_not :string_replace_char :integer_eq :string_contains_char :string_contains :in1 :string_replace_char :in1 :integer_add :integer_eq :string_butlast :string_butlast :in1 :in1 :string_occurencesof_char :string_butlast :string_from_char "(" :string_eq), :runtime (0.002737591999999998 0.0018633760000000008 0.0018855600000000005 0.0019422999999999995 0.001917619999999999 0.0019393080000000003 0.0018734319999999995), :total-error 1, :amalgamated-error 1.014159188}
{:generation 97, :program (:string_take 1 :string_occurencesof_char :string_remove_char :integer_quot :string_iterate (:string_length 1 :string_drop) :string_contains :string_from_char :string_take :string_from_char :boolean_eq 0 :string_drop :string_nth :integer_quot :string_eq :exec_if (:string_eq :string_contains_char :string_length :string_butlast :string_drop :in1 :in1 :string_indexof_char :string_butlast "(" :string_eq) ()), :runtime (0.0019332719999999991 0.0018761879999999987 0.001839215999999999 0.0018370399999999999 0.0018765559999999997 0.001887156000000001 0.00182188), :total-error 1, :amalgamated-error 1.013071308}
{:generation 98, :program (:exec_if (:string_contains_char :string_contains_char :string_remove_char :string_occurencesof_char "(" :boolean_not :exec_dup (:boolean_not :boolean_or :string_from_char true :string_length :boolean_and :string_rest :string_nth :string_drop ")" 0 1 :string_from_char :string_eq :boolean_not :integer_subtract "(" :string_reverse :boolean_not :string_drop :string_nth :string_butlast :string_nth :string_eq :string_butlast "(" :string_drop :in1 :integer_add :string_butlast "(" :integer_subtract :string_eq :integer_quot)) ()), :runtime (0.003163203999999998 0.0022358639999999984 0.0018856959999999999 0.001877764 0.0018921839999999997 0.0019109439999999993 0.001917587999999999), :total-error 1, :amalgamated-error 1.014883244}
{:generation 99, :program (:integer_eq false :string_contains_char :string_remove_char :string_contains 1 :integer_subtract :string_nth :string_rest :string_indexof_char :string_rest :integer_add :string_concat 1 :string_eq :boolean_not :string_rest :string_parse_to_chars 0 :string_reverse :boolean_or false 0 :string_butlast false :integer_quot :string_eq :string_length :string_replace_char :in1 :string_remove_char :string_butlast "(" :string_eq), :runtime (0.00202432 0.001885880000000001 0.0019703920000000005 0.0018304720000000007 0.001890999999999999 0.0018726679999999999 0.0018873559999999987), :total-error 1, :amalgamated-error 1.013362088}
{:generation 100, :program (:string_remove_char :string_length ")" :string_take :string_occurencesof_char :exec_dup (:string_rest 0 :string_indexof_char :string_length :string_contains :integer_add :string_butlast :exec_dup (:integer_mult :integer_add :string_concat :string_concat :string_take :string_iterate (:exec_dup (:string_drop :string_eq :string_butlast :string_reverse true :string_contains "(" "(" :in1 :string_butlast :string_from_char))))), :runtime (0.003189131999999999 0.0032640640000000023 0.0032700359999999974 0.0018332239999999998 0.0018604279999999982 0.001837908 0.0018750879999999994), :total-error 1, :amalgamated-error 1.01712988}
{:generation 101, :program (:integer_mult :string_iterate (:string_occurencesof_char :exec_dup (:string_iterate (:string_butlast :integer_subtract) :exec_dup (:string_occurencesof_char ")" :boolean_not :in1 :string_iterate (:in1 :integer_add) :string_occurencesof_char :boolean_not :string_contains_char) :string_concat :string_eq ")" :string_remove_char :string_drop :integer_subtract :boolean_or :string_from_char true :string_replace_char :boolean_not :in1 :string_butlast :integer_add "(" :string_eq :integer_add :string_butlast))), :runtime (0.0032352839999999984 0.0032717840000000007 0.003230811999999998 0.0031491200000000018 0.0028906879999999993 0.003194243999999999 0.0019031120000000013), :total-error 1, :amalgamated-error 1.020875044}
{:generation 102, :program (:integer_mult :string_iterate (:string_occurencesof_char :exec_dup (:string_iterate (:string_butlast :integer_subtract) :exec_dup (")" :boolean_not "(" :in1 :string_iterate (:in1 :integer_add) :string_occurencesof_char :boolean_not :string_contains_char) :string_concat :string_eq ")" :string_remove_char 1 :string_drop :integer_subtract :boolean_or true :boolean_not :string_parse_to_chars :boolean_not :in1 :string_butlast :integer_add "(" :string_eq :in1 :integer_add :string_butlast))), :runtime (0.0032643879999999996 0.0032378239999999985 0.003245403999999999 0.0032267759999999985 0.0031706480000000033 0.0032014680000000003 0.0032249080000000003), :total-error 0, :amalgamated-error 0.022571415999999997}
{:generation 103, :program (:string_nth :string_butlast :integer_subtract :exec_dup (:in1 :string_reverse :string_take :string_replace_char :string_concat :string_contains_char :integer_subtract :string_remove_char false :in1 :string_butlast 0 :integer_add 0 "(" :in1 :string_butlast :string_iterate (:string_eq))), :runtime (0.0019069879999999994 0.001917111999999999 0.0018415959999999994 0.0018375039999999998 0.001840152 0.0018466879999999995 0.001881176), :total-error 1, :amalgamated-error 1.013071216}
{:generation 104, :program (:integer_subtract :string_contains_char :string_nth :in1 :string_concat :string_occurencesof_char :string_eq :string_contains :integer_mult 0 :string_drop :boolean_and :string_remove_char :boolean_and :integer_mult :string_eq :string_contains :string_contains_char :string_contains_char true :exec_dup ("(" :in1 :boolean_or :string_butlast :string_indexof_char :boolean_eq :string_eq :string_indexof_char :string_butlast :integer_eq :integer_eq)), :runtime (0.0025634239999999986 0.0018469599999999993 0.001852796 0.0018426239999999997 0.0018874200000000008 0.001810115999999999 0.0018144360000000009), :total-error 1, :amalgamated-error 1.013617776}
{:generation 105, :program (:boolean_eq :integer_add :string_replace_char :boolean_or :string_indexof_char :string_remove_char :integer_mult :string_take :string_occurencesof_char :integer_mult :string_butlast :string_nth :string_concat :boolean_and :string_iterate (:integer_quot "(" :string_reverse :integer_subtract :string_occurencesof_char :integer_subtract :string_reverse) :string_butlast :string_take :string_parse_to_chars :string_contains :string_length "(" :integer_subtract :in1 :string_butlast :string_indexof_char :string_eq :string_eq 0 :boolean_eq :string_indexof_char), :runtime (0.0031401480000000006 0.0019322159999999994 0.0018951880000000001 0.0020066719999999993 0.0018194799999999998 0.0018290079999999998 0.001882968000000001), :total-error 1, :amalgamated-error 1.01450568}
{:generation 106, :program (:string_reverse :string_take :boolean_not :string_contains 1 :string_reverse :string_drop :string_replace_char :exec_dup (false :boolean_not :exec_dup (1 false 0 :integer_subtract false "(" :string_take :boolean_not :string_contains :string_take) :string_occurencesof_char :string_butlast ")" :in1 1 "(" "(" :in1 :string_butlast :string_eq :string_reverse :string_replace_char :string_indexof_char "(")), :runtime (0.001826747999999999 0.0018787639999999996 0.0018775520000000009 0.0018799559999999993 0.0018717079999999986 0.0018885199999999986 0.00187034), :total-error 1, :amalgamated-error 1.013093588}
{:generation 107, :program (:string_occurencesof_char :string_nth :string_remove_char :string_replace_char :integer_quot :string_nth :exec_if (:integer_quot :string_reverse :integer_eq :string_eq :string_length :exec_dup (")") false :boolean_or 1 :boolean_eq :string_butlast :string_nth :exec_dup (:string_eq false :string_nth :integer_add :integer_add :string_reverse :string_butlast :string_rest :integer_mult 1 :string_contains :string_indexof_char :in1 :string_butlast "(" 1 :string_eq :string_butlast "(")) ()), :runtime (0.0018330679999999991 0.0018324200000000002 0.0019005760000000008 0.0018803079999999998 0.0018814 0.001875996 0.0018348559999999997), :total-error 1, :amalgamated-error 1.013038624}
{:generation 108, :program (1 :string_nth :integer_mult :string_contains_char :in1 :integer_subtract "(" :string_contains_char :string_contains :string_concat :integer_eq false :string_length :string_indexof_char 0 0 :boolean_and :string_butlast :string_replace_char 0 true 0 :string_nth ")" :string_occurencesof_char "(" true :integer_subtract :integer_eq "(" :in1 :string_butlast :string_eq), :runtime (0.0018352559999999995 0.001882552 0.0018208839999999998 0.0018392479999999982 0.0018493839999999997 0.0018962 0.0018834680000000008), :total-error 1, :amalgamated-error 1.013006992}
{:generation 109, :program (:string_eq :string_parse_to_chars :string_contains :integer_mult :string_reverse :string_occurencesof_char :string_drop :boolean_not :string_contains_char :string_nth :integer_eq :string_replace_char :in1 :string_rest :string_contains :string_contains :in1 :string_replace_char :string_butlast "(" :string_eq), :runtime (0.0032086720000000027 0.002823292 0.0018202359999999987 0.0018316080000000002 0.0018740759999999997 0.0018843039999999996 0.0019196080000000006), :total-error 1, :amalgamated-error 1.015361796}
{:generation 110, :program (:string_nth :string_drop :string_contains :boolean_and :integer_quot false :boolean_or :string_contains :string_nth :string_contains_char :string_take 0 :boolean_and :string_concat :string_replace_char 0 :string_from_char :string_drop false "(" :string_eq :string_from_char :string_eq :integer_mult :integer_add :integer_quot "(" :string_eq true :string_indexof_char :integer_mult :in1 :in1 :string_butlast "(" :string_eq), :runtime (0.001825572 0.0018804079999999992 0.0018935159999999985 0.001824731999999999 0.0018084879999999996 0.0018045480000000002 0.0018484599999999986), :total-error 1, :amalgamated-error 1.012885724}
{:generation 111, :program (:string_iterate (:exec_if () (:boolean_and :integer_eq :integer_mult :integer_mult :exec_if (:string_butlast false :in1) (1 1 :boolean_and :string_from_char) :string_reverse :integer_eq :integer_quot :in1 :string_butlast "(" :string_eq :integer_eq :in1 :in1 :string_butlast))), :runtime (0.0018954319999999996 0.001912452 0.0018209240000000002 0.0018249679999999993 0.001873608 0.0018726559999999999 0.0018806640000000009), :total-error 1, :amalgamated-error 1.013080704}
{:generation 112, :program (:string_eq :integer_mult :string_contains :string_reverse :string_iterate (:string_occurencesof_char :string_reverse :boolean_not :in1 :boolean_and :string_contains_char :string_concat :string_remove_char :boolean_and :in1 :string_rest :string_contains 0 :in1 :string_butlast "(" :string_occurencesof_char :string_reverse :boolean_and :string_eq :string_butlast)), :runtime (0.002373075999999999 0.001896475999999999 0.0018397319999999987 0.0018969999999999987 0.0018706119999999996 0.0018332239999999998 0.001826792), :total-error 1, :amalgamated-error 1.013536912}
{:generation 113, :program (:string_occurencesof_char :string_replace_char :integer_quot :exec_if (:string_contains :string_length :integer_quot :integer_eq :string_parse_to_chars :string_length :exec_dup (:string_length) :exec_dup (:string_eq :string_length 1 0 :string_nth :string_drop :string_rest :exec_dup (:string_eq :string_take :integer_add :integer_add :string_parse_to_chars :integer_add :string_butlast :string_rest 1 :in1 :string_butlast :string_replace_char "(" 1 :string_eq "("))) ()), :runtime (0.0019093079999999985 0.001884964 0.0018742559999999995 0.0018888759999999998 0.001828847999999998 0.0018161519999999986 0.001830264), :total-error 1, :amalgamated-error 1.013032668}
{:generation 114, :program (:integer_quot ")" false :boolean_and true ")" false :integer_add :string_butlast :exec_dup (:in1 false :in1 :string_butlast :string_take 0 :in1 :string_reverse :string_remove_char :string_from_char :string_drop :in1 "(" :string_nth :string_take :string_butlast :integer_mult :in1 :string_butlast :string_indexof_char :string_take :in1 :integer_eq "(" :in1 :string_butlast :string_occurencesof_char :boolean_eq :integer_add :string_eq)), :runtime (0.0018351640000000002 0.0018350079999999995 0.001829075999999998 0.0018311520000000004 0.0018511719999999997 0.0018169120000000008 0.0018414239999999986), :total-error 1, :amalgamated-error 1.012839908}
{:generation 115, :program (:string_iterate (:string_remove_char :string_replace_char :string_parse_to_chars false :string_length :in1 :integer_mult :integer_quot :string_butlast) :string_parse_to_chars :string_contains :integer_eq :exec_dup (:integer_add false 1 :string_drop :string_nth :string_rest :in1 1 :string_drop false ")" :string_nth :integer_add :exec_dup (:string_drop :exec_dup (:exec_dup (:string_contains :in1 true :string_butlast "(" :string_eq))))), :runtime (0.0031508000000000005 0.0018052679999999996 0.001894956 0.0018332999999999995 0.0018117119999999996 0.0018768480000000006 0.0019354279999999997), :total-error 1, :amalgamated-error 1.014308312}
{:generation 116, :program (:string_drop 1 :integer_subtract :boolean_not :string_contains :integer_add :boolean_or :in1 :string_indexof_char :in1 1 :in1 1 :string_take "(" :boolean_or :integer_quot :integer_eq :in1 :integer_quot :string_butlast :string_eq :integer_eq :string_butlast :integer_subtract 1), :runtime (0.002023588 0.0018287159999999993 0.0018189559999999996 0.0018514959999999994 0.0018880000000000008 0.0018727639999999994 0.0018342479999999995), :total-error 1, :amalgamated-error 1.013117768}
{:generation 117, :program (:string_contains :string_indexof_char :integer_quot false false true :string_length :string_nth :string_take :string_indexof_char :integer_add :string_from_char :in1 false true :boolean_or :string_eq :boolean_and :string_concat :integer_mult :string_nth :string_concat :string_butlast "(" true :string_eq "("), :runtime (0.003193744000000001 0.0022296799999999973 0.0019020760000000002 0.0018755640000000001 0.0018417799999999992 0.0018239199999999995 0.0018335159999999992), :total-error 1, :amalgamated-error 1.01470028}
{:generation 118, :program (:string_take :boolean_or :integer_subtract :exec_dup (:string_drop :boolean_not 0 :string_contains :string_butlast :integer_subtract :integer_mult :integer_add :string_contains :string_from_char :string_reverse :string_from_char :string_reverse :string_nth true :integer_quot :in1 :string_indexof_char :in1 :string_length :exec_dup (:string_eq :in1 :in1 :string_butlast "(") :string_remove_char :integer_eq 1 :string_eq)), :runtime (0.0032379679999999986 0.0018623959999999975 0.0018604359999999987 0.001826171999999999 0.0018527559999999997 0.0018340399999999995 0.0018260279999999995), :total-error 1, :amalgamated-error 1.014299796}
{:generation 119, :program (:string_contains :integer_quot :string_iterate (:boolean_and 1 :string_rest :boolean_not :string_contains :string_parse_to_chars :boolean_or "(" :string_butlast :in1 :string_eq :string_butlast :string_indexof_char :string_take "(" :boolean_or :string_occurencesof_char "(" :boolean_not :integer_quot "(" :in1 :integer_eq :string_butlast :string_eq :integer_subtract :integer_subtract)), :runtime (0.0029820400000000013 0.0018317240000000003 0.0031941439999999977 0.0032170359999999995 0.0031591200000000014 0.0032647880000000002 0.003203432), :total-error 1, :amalgamated-error 1.020852284}
{:generation 120, :program (:string_nth :string_indexof_char :string_indexof_char :string_eq :string_butlast :exec_dup (:integer_mult :integer_quot :string_contains :integer_quot :integer_add :integer_quot :string_take 0 :integer_quot :string_parse_to_chars :string_replace_char :string_reverse :integer_mult :string_parse_to_chars "(") :in1 true ")" "(" :string_butlast "(" :string_eq :integer_quot :string_parse_to_chars :string_indexof_char 1 :string_eq false :string_take :in1 :string_butlast :string_eq), :runtime (0.003284656000000001 0.002610535999999998 0.001913347999999999 0.0018964279999999995 0.0019033999999999993 0.0018457519999999991 0.0018482799999999999), :total-error 1, :amalgamated-error 1.0153024}
{:generation 121, :program (:boolean_or false :string_take false :string_rest :string_contains 0 true true :integer_eq :string_butlast "(" :string_eq :string_length :boolean_eq :string_from_char :integer_add "(" "(" :integer_add false :string_butlast :string_contains_char ")" :string_butlast :in1 :string_indexof_char "(" true :in1 :string_eq :string_length :string_reverse :in1 :string_butlast "(" :boolean_not :string_eq), :runtime (0.002667919999999998 0.0031719960000000003 0.0018435959999999999 0.0018217159999999986 0.0019040920000000015 0.0019038759999999997 0.0018352280000000002), :total-error 1, :amalgamated-error 1.015148424}
{:generation 122, :program (:string_iterate (:boolean_and :boolean_or :string_nth :string_parse_to_chars) :boolean_not :integer_quot :string_remove_char :string_iterate (:string_replace_char :string_from_char :string_contains :in1 :string_butlast "(" :string_eq :string_contains_char :integer_mult)), :runtime (0.003196236000000001 0.0018463559999999995 0.0019054479999999988 0.0020382439999999994 0.0018354239999999993 0.0018421680000000014 0.001881608), :total-error 1, :amalgamated-error 1.014545484}
{:generation 123, :program (:integer_subtract :exec_dup (:boolean_eq :boolean_not 0 false :string_contains) :integer_mult :integer_add :in1 :string_from_char :string_reverse :string_contains true :string_rest :string_eq "(" :integer_quot :integer_subtract :string_indexof_char :in1 :boolean_eq :in1 :string_concat :integer_add :string_eq "(" :string_eq 1 :in1 :string_eq "("), :runtime (0.003258931999999997 0.001896864 0.0018620160000000002 0.0018848360000000006 0.0018764079999999987 0.001832348 0.0018123759999999997), :total-error 1, :amalgamated-error 1.01442378}
{:generation 124, :program (:string_replace_char :string_contains :exec_if (:string_contains :string_parse_to_chars :integer_add "(" :integer_mult :string_concat :boolean_eq :exec_if () (:string_contains 1 :string_remove_char 0 :string_reverse :in1 :string_butlast :string_eq :string_drop)) ()), :runtime (0.0031362800000000013 0.002103135999999998 0.0018389279999999999 0.0018397039999999995 0.0018954119999999997 0.0019120919999999991 0.001834036), :total-error 1, :amalgamated-error 1.014559588}
{:generation 125, :program (:string_iterate (:string_butlast :string_contains_char :string_parse_to_chars :string_drop :string_indexof_char :string_eq true :integer_eq :string_parse_to_chars :integer_add :string_concat ")" :string_length :string_contains :string_occurencesof_char :string_from_char :integer_quot :string_butlast "(" :string_eq :integer_add :exec_dup (:string_butlast :in1) :string_butlast "(" :string_eq :string_butlast)), :runtime (0.0018367839999999993 0.0018360319999999998 0.001878895999999999 0.0018869080000000003 0.001849379999999999 0.0018275400000000001 0.0018392719999999997), :total-error 1, :amalgamated-error 1.012954812}
{:generation 126, :program (:boolean_or :boolean_and :integer_mult :exec_dup (0 :string_contains :boolean_eq :string_contains :string_indexof_char 0 true :string_eq :string_rest :integer_eq :in1 :string_butlast :boolean_eq "(" :boolean_eq :string_from_char :integer_eq :string_contains_char :string_drop :integer_add :integer_mult :string_butlast :boolean_or :string_rest :string_nth true :string_eq :string_reverse :string_parse_to_chars :in1 :string_butlast "(" :boolean_not :string_eq)), :runtime (0.002708960000000001 0.0019105720000000006 0.0018911120000000001 0.002003504 0.0018871519999999996 0.0018809159999999985 0.0019018959999999988), :total-error 1, :amalgamated-error 1.014184112}
{:generation 127, :program (:integer_quot :boolean_and :exec_if (:string_parse_to_chars :exec_if (:string_take :string_butlast :integer_eq :string_butlast :string_parse_to_chars :string_reverse true :boolean_and :string_contains :integer_add :string_nth :string_contains 1) (:string_reverse :string_remove_char :string_indexof_char) 1 :string_butlast) (:in1 :boolean_eq :in1 :boolean_not :in1 :exec_dup (:string_butlast "(" :string_eq :integer_eq))), :runtime (0.0024754839999999996 0.0018885719999999992 0.0018739600000000003 0.0018293959999999981 0.0018233639999999994 0.0018300039999999994 0.0018935519999999995), :total-error 1, :amalgamated-error 1.013614332}
{:generation 128, :program (:string_remove_char true :string_parse_to_chars :string_occurencesof_char :boolean_not :string_reverse :string_remove_char :string_butlast true :in1 :integer_add :string_nth :string_drop :string_butlast :string_indexof_char :string_reverse :string_drop :integer_subtract :exec_dup (:integer_mult "(" :boolean_or :string_nth :string_butlast "(" :string_butlast :string_concat :string_eq :integer_subtract "(" :in1 0)), :runtime (0.001916587999999999 0.0018990240000000007 0.0018602439999999994 0.0018378280000000003 0.0018412519999999992 0.0018932840000000003 0.001901844), :total-error 1, :amalgamated-error 1.013150064}
{:generation 129, :program (:string_iterate (1 :string_occurencesof_char :integer_eq :integer_add :string_butlast) :string_length 1 :string_drop :integer_add :boolean_eq :string_nth :integer_eq true :string_nth :string_drop :string_replace_char :boolean_and :string_length true 1 :string_contains_char :string_rest :in1 :string_butlast "(" :string_eq), :runtime (0.0018378639999999985 0.0018350720000000003 0.0018644640000000001 0.0018731639999999992 0.00182772 0.001814992 0.0018540879999999996), :total-error 1, :amalgamated-error 1.012907364}
{:generation 130, :program (:string_iterate (:string_occurencesof_char 1 :string_contains :integer_eq :string_butlast) :string_butlast :string_reverse :string_drop :boolean_or :boolean_eq :string_nth :integer_eq :string_drop :string_butlast :string_replace_char :boolean_and :string_length true :string_rest 1 :string_contains_char :integer_quot :string_from_char :in1 :string_butlast :exec_if ("(" :string_eq) ()), :runtime (0.001845219999999999 0.00183998 0.0018764879999999997 0.0019053240000000006 0.0018962759999999993 0.0018305999999999993 0.0018273959999999998), :total-error 1, :amalgamated-error 1.013021284}
{:generation 131, :program (:string_iterate (:string_rest :string_remove_char :integer_eq :boolean_and) :string_from_char :string_length :string_reverse 0 :string_rest :string_parse_to_chars :string_rest :string_eq :string_contains :boolean_or :string_contains "(" :string_contains_char :string_contains_char :boolean_not :string_remove_char :string_nth :string_eq :in1 :string_butlast true "(" :string_eq), :runtime (0.003282124000000002 0.002797011999999999 0.001904488000000001 0.0018484159999999983 0.0018343 0.00189774 0.0019023559999999998), :total-error 1, :amalgamated-error 1.015466436}
{:generation 132, :program (:string_occurencesof_char :boolean_and :exec_dup (:string_replace_char true :integer_eq :string_contains :string_butlast :boolean_or :string_nth :boolean_and :integer_mult :in1 :string_iterate (:string_contains_char :string_from_char :exec_if (:string_occurencesof_char :string_reverse :boolean_and :string_butlast :string_butlast) () :integer_add :string_eq :string_contains_char :integer_mult :boolean_and :string_butlast "(" :boolean_eq "(" :in1 :string_butlast :string_eq))), :runtime (0.0031472280000000023 0.0032074879999999992 0.0032354039999999995 0.003238380000000002 0.003126624000000003 0.0032643879999999987 0.003240428), :total-error 0, :amalgamated-error 0.022459940000000008}
{:generation 133, :program (:integer_quot :string_iterate (:boolean_eq :string_indexof_char false :string_butlast :string_reverse :string_reverse 0 :string_eq :string_take :string_parse_to_chars :string_rest :integer_eq 1 :in1 true :string_reverse :string_indexof_char "(" :string_contains_char :string_from_char :string_eq :boolean_not :in1 :string_from_char :string_butlast) "(" :string_eq :string_contains_char), :runtime (0.0023470759999999983 0.0026898240000000004 0.001919452 0.001911539999999999 0.0018217079999999998 0.0018418519999999997 0.0018438520000000006), :total-error 1, :amalgamated-error 1.014375304}
