{:generation 0, :program (:in1 :string_drop :string_rest :integer_add true :string_remove_char :boolean_not "abcdefghijklmnopqrstuvwxyz" :string_parse_to_chars :string_indexof_char), :runtime (0.002979896000000001 0.002997264 0.0031052200000000005 0.003109004 0.003064412), :total-error 2, :amalgamated-error 2.015255796}
{:generation 67, :program (:boolean_or :string_take true :boolean_eq :boolean_or "" :integer_add :exec_if (:string_length true :string_length :string_drop :string_drop 2 true :integer_quot :boolean_or :string_iterate (:integer_eq :integer_subtract :boolean_eq :string_take :exec_dup (:string_concat :string_nth :string_contains :string_rest :string_iterate (2 :string_contains :string_indexof_char :string_contains_char :string_rest :boolean_or :string_reverse :in1 :string_iterate (:string_eq :string_eq :in2 :string_occurencesof_char :in1 :string_parse_to_chars :boolean_or :integer_subtract :string_length :in1 :string_eq :string_length :string_contains))))) ()), :runtime (0.003106984000000001 0.0030016879999999998 0.0030937680000000006 0.0030933840000000002 0.078777048), :total-error 0, :amalgamated-error 0.091072872}
{:generation 68, :program (:integer_mult :string_replace_char 0 :string_eq :string_length :boolean_and :string_nth 2 :string_eq :string_contains_char :integer_mult :string_parse_to_chars :boolean_not :integer_eq :string_length :string_reverse :string_length :string_take :exec_dup (:string_contains :integer_add false :string_reverse :integer_subtract :string_occurencesof_char "" :string_eq :boolean_and :in1 :boolean_and :integer_add :string_eq) :boolean_not :string_indexof_char 2 :exec_dup (:string_parse_to_chars 1 :integer_quot :in2 :string_parse_to_chars :integer_eq :string_length :integer_mult :string_contains :string_length :string_reverse :string_indexof_char :string_contains :string_eq :string_indexof_char)), :runtime (0.0030322439999999995 0.003013727999999999 0.0029607760000000005 0.0030212280000000012 0.0031236680000000005), :total-error 0, :amalgamated-error 0.015151643999999999}
{:generation 69, :program (:string_replace_char :string_eq "" :string_contains_char :string_from_char false :integer_eq :string_take :string_take :string_length :string_rest "" true :integer_quot :integer_add false :string_reverse :integer_subtract :string_occurencesof_char "" :boolean_not :boolean_and :in1 :string_parse_to_chars :boolean_and :integer_add 0 :string_butlast false :string_nth :string_nth :string_contains_char :boolean_not :string_indexof_char :in1 2 :string_length :boolean_and :string_drop :exec_dup (:string_indexof_char :string_parse_to_chars :string_concat :in2 :string_parse_to_chars :integer_eq :string_occurencesof_char :string_length :integer_mult :string_contains :string_length :string_reverse) :string_eq :string_indexof_char 0), :runtime (0.0031120959999999987 0.0031184680000000023 0.0030746760000000014 0.003078943999999999 0.0030880760000000004), :total-error 0, :amalgamated-error 0.015472260000000002}
{:generation 70, :program (:string_length :boolean_or true :string_rest :string_butlast :string_take :boolean_eq :exec_if (0 :boolean_or :integer_mult true :string_length :string_drop :string_drop :string_indexof_char :string_iterate (:string_butlast :string_remove_char :boolean_eq :string_take true :string_concat :string_butlast :string_nth :string_iterate (false :string_rest 2 :string_length :string_contains :string_contains_char false :integer_subtract "" :boolean_or :string_indexof_char :integer_eq :string_butlast "abcdefghijklmnopqrstuvwxyz" :string_nth :string_reverse :in2 :string_parse_to_chars :boolean_or :boolean_not :in1 0 :string_length :string_eq :string_length :string_contains))) ()), :runtime (0.0030686760000000024 0.0031058679999999995 0.0031031519999999996 0.0031210879999999997 0.0031556360000000016), :total-error 0, :amalgamated-error 0.015554420000000003}
{:generation 71, :program (:string_contains_char :string_drop :integer_quot 0 true :string_from_char :string_iterate (:exec_dup (:string_parse_to_chars :string_rest :integer_mult :integer_quot :in2 :integer_add) :boolean_or :integer_eq :string_indexof_char :string_from_char 0 :in2 :integer_mult :in2 :integer_subtract :string_contains_char :string_parse_to_chars :string_from_char :integer_quot :string_contains :in2 :string_butlast "abcdefghijklmnopqrstuvwxyz" :string_remove_char) :in2 :string_length :integer_add :exec_dup (true :integer_add :boolean_eq :string_length :string_length :in2 :string_parse_to_chars :string_length :string_contains)), :runtime (0.0031879079999999993 0.003132811999999999 0.003019896000000002 0.0030105600000000002 0.03159964400000003), :total-error 1, :amalgamated-error 1.04395082}
{:generation 72, :program (:string_indexof_char :string_from_char :string_contains_char :boolean_eq :string_parse_to_chars 2 :string_rest 1 :boolean_and :string_contains :integer_quot :integer_add :string_length :exec_dup () :string_occurencesof_char :string_contains :string_from_char :string_drop :boolean_not :string_eq :string_rest :string_remove_char :string_replace_char :string_from_char "" :string_take :string_reverse :in2 0 :string_parse_to_chars :string_length :string_contains :exec_dup (:string_contains :in1 :integer_mult :boolean_eq :string_eq :string_remove_char)), :runtime (0.002996944000000002 0.0030595080000000003 0.003061223999999999 0.0030593519999999987 0.003131876), :total-error 0, :amalgamated-error 0.015308904}
{:generation 73, :program (:string_replace_char :integer_add :string_indexof_char :string_contains :integer_eq false :exec_if (:integer_mult :string_replace_char :string_take :integer_add :string_occurencesof_char :string_contains :string_contains_char :string_indexof_char :string_indexof_char) (:string_occurencesof_char :string_iterate (1 0 :in1 :string_eq :string_eq :in1 :in1 2 :string_indexof_char :string_eq)) :string_remove_char :in1 :in2 :integer_eq :boolean_and :string_nth "abcdefghijklmnopqrstuvwxyz" :string_rest :string_parse_to_chars :integer_mult :string_reverse :integer_add :boolean_or :string_take :string_parse_to_chars :in2 :in2 1 :string_length :string_parse_to_chars :string_length :string_contains), :runtime (0.0029320160000000017 0.003057848 0.003052323999999999 0.0030643919999999996 0.003091376000000001), :total-error 1, :amalgamated-error 1.015197956}
{:generation 74, :program (:integer_subtract :string_rest :boolean_not :string_butlast :string_replace_char 2 :string_drop :integer_quot :string_contains :string_reverse 2 :integer_add 0 2 :in1 0 :in1 :boolean_or :string_occurencesof_char :string_iterate (:string_contains_char :integer_quot :string_contains :in1 :boolean_eq :string_rest :integer_eq true) :string_from_char :integer_quot :string_remove_char :string_rest :in2 "" :string_replace_char :string_parse_to_chars :in1 "abcdefghijklmnopqrstuvwxyz" :string_remove_char :in2 :string_parse_to_chars :in2 :string_drop 0 :string_contains :string_contains :string_iterate (:string_indexof_char :string_length :string_contains)), :runtime (0.003071312000000001 0.0031445080000000007 0.003043423999999999 0.0030182080000000027 0.003796863999999999), :total-error 0, :amalgamated-error 0.016074316000000005}
{:generation 75, :program (:string_nth :string_rest true true :string_length :string_contains :in2 2 :boolean_and :string_iterate (0 :string_from_char :string_iterate ("" :string_rest :string_rest :string_concat :integer_add :integer_mult :integer_subtract :string_replace_char :string_length :integer_add :string_remove_char 2 :boolean_eq true :in2 :string_remove_char :integer_quot) :boolean_not :in1 :in2 false 0 :string_replace_char :string_nth :string_eq "abcdefghijklmnopqrstuvwxyz" :in2 :in2 :string_parse_to_chars :string_length :string_contains :in2 :exec_dup (:string_length))), :runtime (0.0030503639999999994 0.0030281399999999986 0.0030071960000000006 0.0030549119999999995 0.0032166639999999984), :total-error 0, :amalgamated-error 0.015357275999999996}
{:generation 76, :program (:integer_subtract :string_rest :string_length :string_eq :string_remove_char :string_indexof_char 0 1 :in2 2 :string_reverse :string_parse_to_chars :integer_add :string_occurencesof_char :string_nth :boolean_or "" 1 :integer_mult :string_drop :string_concat :integer_add :string_indexof_char :string_remove_char :string_contains_char :string_contains :boolean_eq :string_concat :string_contains :string_occurencesof_char :string_remove_char :string_replace_char :string_butlast :string_nth false :boolean_not "abcdefghijklmnopqrstuvwxyz" :in1 :in2 :string_parse_to_chars :string_length :exec_dup (0 :string_contains :string_iterate (:string_indexof_char :string_length))), :runtime (0.00310502 0.002984792 0.034660128 0.0031112959999999995 0.003098923999999999), :total-error 0, :amalgamated-error 0.046960159999999994}
{:generation 77, :program (:integer_subtract :string_length :string_eq :string_remove_char :integer_add :string_indexof_char 0 1 :string_rest :in2 2 :integer_add :string_reverse :string_parse_to_chars :integer_add :string_occurencesof_char :string_nth :string_take :boolean_or "" 1 1 :integer_mult :string_drop :string_concat :integer_add :string_indexof_char :string_remove_char :integer_quot :boolean_eq :string_concat :string_contains :string_occurencesof_char :in1 :string_replace_char :string_butlast :string_nth :string_indexof_char false :boolean_not "abcdefghijklmnopqrstuvwxyz" :in1 :in2 :string_parse_to_chars :integer_add :string_length :exec_dup (0 :string_contains :string_iterate (:string_indexof_char :string_length))), :runtime (0.0029979840000000004 0.0030819079999999995 0.0031317480000000023 0.0029520200000000014 0.003117032000000001), :total-error 0, :amalgamated-error 0.015280692000000004}
{:generation 78, :program (:integer_subtract :string_indexof_char :string_remove_char :string_replace_char 2 :string_reverse 2 :in2 :string_contains_char :string_drop :string_from_char :string_contains :integer_add :in1 "" :boolean_or :string_nth :integer_quot true :in1 :exec_dup (true "abcdefghijklmnopqrstuvwxyz") :integer_quot :string_remove_char :string_rest :string_remove_char :string_take "" :exec_dup (:in1 "abcdefghijklmnopqrstuvwxyz" :string_remove_char :in2 :string_parse_to_chars :boolean_and :in2 :string_from_char :in2 :string_contains) :string_parse_to_chars :string_contains false :string_replace_char :string_contains :boolean_eq :string_nth :string_parse_to_chars :string_length :string_contains :string_reverse), :runtime (0.002950631999999999 0.0030328239999999978 0.003003144000000002 0.03291107199999999 0.0023608359999999994), :total-error 0, :amalgamated-error 0.04425850799999999}
{:generation 79, :program (:string_contains :string_rest true :string_indexof_char 1 :integer_subtract :in1 :boolean_and :string_take :string_iterate (1 1 :string_take :string_indexof_char :string_occurencesof_char 1 :boolean_and :boolean_and :string_concat :string_take :boolean_eq) :boolean_eq true :integer_mult :string_reverse :string_rest :in1 true "abcdefghijklmnopqrstuvwxyz" :boolean_not :integer_eq :integer_eq :in1 :boolean_eq :string_concat :boolean_eq :string_iterate (:in2 :integer_subtract :boolean_and :in1 :string_parse_to_chars :string_length :string_eq :string_eq :string_eq)), :runtime (0.003095568 0.0030038520000000017 0.0030801520000000027 0.0030628439999999995 0.0030699320000000005), :total-error 1, :amalgamated-error 1.015312348}
{:generation 80, :program (true true :integer_subtract :integer_subtract :string_indexof_char :string_indexof_char :string_take :string_parse_to_chars 1 :boolean_or 0 :string_nth :string_eq :string_length 2 :string_occurencesof_char :string_eq :in2 :integer_subtract :string_iterate (:integer_mult :integer_add :integer_subtract :string_remove_char :string_remove_char :string_contains_char :string_indexof_char) :string_from_char :string_occurencesof_char :boolean_or :integer_quot :string_parse_to_chars :string_iterate (:boolean_not :string_eq :integer_quot :in2 :in2 :string_parse_to_chars :string_nth :string_contains :in2 :in2 :string_length :string_iterate (:in1 :in2 :string_concat :string_remove_char :string_length :string_length :string_contains_char :string_parse_to_chars :string_parse_to_chars :string_eq))), :runtime (0.0031479359999999983 0.0030256999999999997 0.0030167719999999996 0.003007744000000001 0.003155852), :total-error 0, :amalgamated-error 0.015354003999999997}
{:generation 81, :program (:string_eq 1 true :boolean_and :string_rest :integer_mult :string_iterate (:in1 :integer_add :string_replace_char :exec_if (:string_contains_char :string_occurencesof_char :string_rest :string_iterate (:integer_eq 1 :string_concat true :string_from_char :boolean_and "" :integer_subtract :integer_add :boolean_eq true :in1 :boolean_or :exec_if (:string_replace_char true "" :in2 false :exec_dup (:string_from_char :in2 0 :integer_subtract :string_butlast :boolean_and :string_remove_char :integer_subtract :in2 :integer_mult :string_parse_to_chars :string_length :string_contains :string_contains :string_contains)) ())) ())), :runtime (0.003167204000000003 0.003032004000000001 0.003034491999999998 0.0029305880000000005 0.0030462000000000006), :total-error 0, :amalgamated-error 0.015210488000000003}
{:generation 82, :program (:string_length :string_eq :string_from_char :string_length :boolean_or 2 :exec_if (:boolean_or :integer_eq :boolean_or :boolean_and :string_from_char :string_parse_to_chars :string_contains :integer_add :exec_dup (:boolean_not :boolean_or :string_remove_char :integer_add :in1 :string_parse_to_chars :string_length false :string_remove_char :in1) :string_contains :integer_eq :in2 :string_drop true :string_parse_to_chars :string_remove_char :string_contains :in2 :string_parse_to_chars :string_replace_char :string_length :string_contains :in2 :string_rest :string_length :string_parse_to_chars :string_length :in1 :string_contains) ()), :runtime (0.003069307999999997 0.00295098 0.003010372000000002 0.002977511999999999 0.0030505640000000004), :total-error 0, :amalgamated-error 0.015058735999999998}
{:generation 83, :program (:string_length :string_eq :string_from_char :string_length :boolean_or 2 :exec_if (:boolean_or :boolean_or :boolean_and :string_from_char :string_parse_to_chars :string_contains :boolean_eq :integer_add :exec_dup (:boolean_not :string_remove_char :integer_add :in1 :string_parse_to_chars :string_length false :string_from_char :in1 :string_contains :integer_eq :in2 :string_drop true :boolean_not :string_parse_to_chars :string_remove_char :string_contains :string_nth :in2 :string_parse_to_chars :string_replace_char :string_length :string_contains :in2 :string_rest :string_length :string_parse_to_chars :string_length :in1 :string_contains)) ()), :runtime (0.003086599999999999 0.003034336000000001 0.003085876000000001 0.0030692440000000022 0.0031057000000000003), :total-error 0, :amalgamated-error 0.015381756000000003}
{:generation 84, :program (:integer_eq :in2 :integer_subtract :integer_subtract :string_take :boolean_not false :integer_mult 1 :integer_subtract :string_occurencesof_char :string_contains_char :integer_quot :boolean_or :string_contains :boolean_not :boolean_and :in1 :string_indexof_char :string_parse_to_chars 0 :boolean_and :string_contains_char :in1 :string_drop :integer_quot :integer_add 0 :integer_mult :string_indexof_char :in2 :boolean_and false :string_remove_char :string_butlast :integer_quot :string_eq :string_remove_char :string_contains :string_drop :string_occurencesof_char :boolean_or :string_iterate (:in1 :boolean_or :in2 :string_drop true :in2 :exec_if (:in2 :exec_dup (:string_remove_char :string_replace_char :string_iterate (true :string_remove_char :in2 :boolean_and :boolean_not :string_parse_to_chars :string_contains_char :string_butlast :string_length :boolean_eq :exec_dup ()))) ())), :runtime (0.0031545239999999993 0.0030469079999999988 0.0029987839999999996 0.0030295519999999987 0.002983176), :total-error 0, :amalgamated-error 0.015212943999999996}
{:generation 85, :program (true :boolean_and :string_concat :integer_quot 2 :string_reverse :integer_eq true 2 :string_from_char :string_contains :boolean_eq :boolean_or :string_replace_char "abcdefghijklmnopqrstuvwxyz" :boolean_or 0 :string_nth :boolean_and :integer_eq :in1 :string_contains :string_concat :integer_add :integer_eq :boolean_or :integer_quot :boolean_and :string_contains_char :string_nth :string_reverse 0 :exec_dup (:string_occurencesof_char :string_occurencesof_char :string_parse_to_chars :integer_add :in2 :string_parse_to_chars :integer_add :string_length :integer_eq :in2 :string_length :string_contains :string_length :string_remove_char :integer_subtract :string_contains)), :runtime (0.0017854999999999995 0.0030457800000000005 0.0029571840000000003 0.002985851999999999 0.003001252000000002), :total-error 0, :amalgamated-error 0.013775568000000002}
{:generation 86, :program (:boolean_and :string_concat :string_replace_char :boolean_not :string_from_char :string_replace_char 2 :in2 :boolean_or :boolean_eq false :string_butlast true "abcdefghijklmnopqrstuvwxyz" :boolean_or :string_nth :exec_dup (:integer_eq :exec_dup (:string_from_char :string_reverse :string_contains :string_concat :string_rest 2 :integer_add) :string_butlast true 2 :boolean_and :boolean_not :boolean_not :string_contains_char 0 :exec_dup (:string_occurencesof_char :in2 :string_parse_to_chars :integer_add :in2 :string_drop :integer_add :string_replace_char :integer_eq :string_parse_to_chars :string_eq :string_contains :string_length :string_contains :integer_subtract))), :runtime (0.0030877559999999992 0.003052568000000002 0.0030152119999999998 0.0030659799999999972 0.003059), :total-error 0, :amalgamated-error 0.015280515999999997}
{:generation 87, :program (:boolean_and :exec_dup (:string_contains 1 :string_concat :string_take :in1 :string_concat :string_drop :integer_mult :string_drop :exec_if (:integer_quot :exec_dup (:boolean_not :string_concat :string_contains_char :in1 :string_contains) :string_length :integer_eq :integer_mult false :string_occurencesof_char :integer_quot :integer_subtract :exec_dup (:string_contains_char :in1 :string_drop :string_from_char "abcdefghijklmnopqrstuvwxyz" :string_replace_char :boolean_not :string_contains :string_concat :string_remove_char :string_contains :in2 :string_parse_to_chars :integer_mult :boolean_eq :string_take :in2 :integer_eq :string_from_char "abcdefghijklmnopqrstuvwxyz" :in2 :string_length :string_nth :string_eq :string_eq :string_reverse :in2 :boolean_eq :exec_if () ())) ())), :runtime (0.0030754719999999992 0.003192375999999997 0.0032806120000000005 0.0031464959999999995 0.003003239999999998), :total-error 0, :amalgamated-error 0.015698195999999994}
{:generation 88, :program (:string_indexof_char :string_occurencesof_char :integer_quot :string_occurencesof_char :in2 :integer_eq :string_iterate (1 :string_contains_char :boolean_or :in1 :string_occurencesof_char :exec_dup (:boolean_not :boolean_and :string_from_char :string_length :string_nth 2 :integer_add :in1 :string_rest :string_drop false :string_take :string_length :boolean_not :string_contains_char :string_eq :string_contains :string_drop :string_contains_char :string_butlast 0 :string_occurencesof_char :string_drop :string_remove_char :integer_subtract :string_concat :string_rest :in2 :exec_dup (:string_contains :in2 :string_concat :in2 :in2 :exec_dup (:string_nth :in2 :string_parse_to_chars :string_eq :string_remove_char :string_replace_char :string_length :boolean_eq :string_remove_char :string_replace_char :string_nth :string_parse_to_chars))))), :runtime (0.002998731999999998 0.0030277800000000007 0.002941547999999998 0.0030881520000000003 0.003051227999999999), :total-error 0, :amalgamated-error 0.015107439999999996}
{:generation 89, :program (:exec_dup (:string_eq true :in1 :string_indexof_char :exec_dup (:string_contains :string_parse_to_chars :integer_quot :integer_add :integer_quot 2 "abcdefghijklmnopqrstuvwxyz" :string_rest :integer_eq :string_from_char :string_drop 0 :in2 :integer_eq :string_eq :string_replace_char :string_parse_to_chars :in1 :integer_mult :string_occurencesof_char false :string_indexof_char "" :boolean_eq false :in2 0 :integer_mult :string_from_char false :string_rest true)) 0 :boolean_or 0 :in2 :integer_subtract :boolean_not :boolean_not :in2 :boolean_or :in2 :string_eq :string_contains_char :string_parse_to_chars :in2 :string_contains :boolean_and :exec_dup (:string_eq :string_iterate (:string_iterate (:exec_dup (:string_take))))), :runtime (0.0030445680000000023 0.0031114039999999995 0.003041435999999997 0.03244679199999998 0.0030541959999999986), :total-error 0, :amalgamated-error 0.044698395999999974}
{:generation 90, :program (:string_remove_char :integer_mult :integer_quot false :string_contains_char :string_take true :boolean_or :string_rest :string_rest :string_drop 2 :in1 :boolean_eq :boolean_or :boolean_or :string_concat :string_nth :string_contains_char :in1 :in1 :in1 1 0 :boolean_and :string_remove_char :boolean_or :integer_quot :string_replace_char 1 "" :string_reverse :string_take :in2 :exec_dup (:integer_add :integer_add :string_parse_to_chars :string_parse_to_chars :string_length :integer_quot :string_contains)), :runtime (0.0030689880000000012 0.002952392 0.0030374439999999985 0.0030177759999999994 0.0030377759999999972), :total-error 0, :amalgamated-error 0.015114375999999997}
{:generation 91, :program (:string_remove_char :integer_mult :integer_quot false :string_contains_char :string_take true :string_rest :string_drop 2 :in1 :boolean_eq :boolean_or :string_concat :string_nth :string_indexof_char :string_contains_char :in1 :in1 false :in1 1 0 :boolean_and :string_remove_char :boolean_or :integer_quot :string_replace_char 1 "" :string_contains :string_reverse :in2 :exec_dup (:integer_add :integer_add :string_parse_to_chars :string_parse_to_chars :boolean_or :string_length :integer_quot :string_contains)), :runtime (0.002993991999999999 0.003022252000000003 0.003113936000000001 0.003185171999999999 0.003127956), :total-error 0, :amalgamated-error 0.015443308000000001}
{:generation 92, :program (:string_eq 2 2 1 :integer_eq :integer_add :string_drop :exec_dup (false :boolean_and 1 :string_contains_char :integer_mult 2 :string_remove_char :integer_mult :boolean_not :integer_subtract :string_parse_to_chars :string_rest :integer_subtract :integer_add :string_take :string_nth :boolean_eq :string_contains_char :string_take "" :string_drop :string_indexof_char :in2 :in1 :in2 :string_parse_to_chars 0 :string_replace_char :string_parse_to_chars :string_contains :string_contains_char :boolean_eq :string_parse_to_chars :string_length :boolean_eq :string_eq :string_length :string_eq :in2 :integer_add)), :runtime (0.003034012000000003 0.0030589760000000014 0.0030878839999999995 0.0031221559999999988 0.0031372839999999993), :total-error 0, :amalgamated-error 0.015440312000000001}
{:generation 93, :program (:string_rest :string_remove_char :string_length :integer_subtract :string_contains_char true :string_concat :string_nth :integer_mult :boolean_eq :boolean_not :boolean_or :string_eq :string_contains :string_from_char true true :integer_eq :boolean_not :boolean_or :string_contains :string_contains :string_contains :boolean_eq :exec_dup (:string_drop) :string_length :in2 :integer_add :string_reverse :integer_add :string_parse_to_chars 2 :string_occurencesof_char :string_contains 1 :string_eq :boolean_not :string_replace_char 1 :string_indexof_char :string_take :boolean_eq :string_eq :in2 :boolean_eq 2 :string_concat :integer_subtract :string_from_char :in2 :integer_subtract :string_nth :string_remove_char :boolean_eq :integer_mult :boolean_and :string_parse_to_chars :integer_quot :string_eq :string_indexof_char), :runtime (0.003120824000000001 0.003109080000000002 0.003116560000000004 0.003172872000000004 0.0030841600000000003), :total-error 0, :amalgamated-error 0.015603496000000012}
{:generation 94, :program (:string_rest :string_length :integer_subtract :string_contains_char :string_contains_char true :string_concat :string_nth :integer_mult :boolean_eq :boolean_not :boolean_or :boolean_or :string_contains :string_from_char true true :integer_eq :boolean_not :boolean_or :string_contains :string_contains :string_contains :boolean_eq :exec_dup (:string_drop) :string_length :in2 true :string_reverse :integer_add :string_parse_to_chars 2 :string_occurencesof_char :string_contains 1 :string_eq :boolean_not :string_replace_char 1 :string_indexof_char :string_take :boolean_eq :string_eq :in2 :boolean_eq 2 :string_concat :integer_subtract :string_from_char :in2 :integer_subtract :string_nth false :string_remove_char :boolean_eq :integer_mult :integer_quot :boolean_and :string_parse_to_chars :integer_quot :string_eq :string_indexof_char), :runtime (0.003090092 0.0029987 0.0030629679999999984 0.003032204 0.0030585679999999985), :total-error 0, :amalgamated-error 0.015242531999999996}
{:generation 95, :program (:string_concat :string_contains :in1 :string_contains :string_parse_to_chars :integer_eq :string_take :exec_dup (:boolean_or :boolean_and :string_replace_char 1 1 :boolean_eq :in1 :integer_add :string_remove_char :exec_dup (:string_parse_to_chars :string_contains_char :string_rest :string_reverse :string_length :string_contains_char 0 false :string_take :integer_subtract "" :string_contains :string_indexof_char :integer_quot :string_contains_char :in2 :string_drop :integer_eq :integer_add :string_parse_to_chars :string_contains :string_contains_char :integer_add :in2 :boolean_or :string_length :string_eq :string_length :string_parse_to_chars :string_length) :string_eq :string_nth :string_length)), :runtime (0.0031185239999999997 0.0030512120000000032 0.0030689560000000007 0.003068727999999997 0.0031119599999999987), :total-error 0, :amalgamated-error 0.015419379999999998}
{:generation 96, :program (:string_indexof_char :integer_quot :in2 :string_drop :string_occurencesof_char :in1 :string_occurencesof_char :boolean_eq :integer_quot :boolean_not :string_from_char false :string_contains :string_drop :string_nth 2 :string_parse_to_chars :string_replace_char "" 0 :string_eq :string_butlast :integer_add :exec_dup (:in2 false :boolean_not) :string_drop :string_concat :string_contains :boolean_or false :integer_add "abcdefghijklmnopqrstuvwxyz" :integer_quot :string_reverse :boolean_not :string_iterate (:string_replace_char :integer_subtract :string_nth :string_occurencesof_char :in2 :string_remove_char :in2 :string_take :string_parse_to_chars :exec_if (false :string_length :string_eq) ())), :runtime (0.0030364359999999987 0.003055296 0.002997328 0.0030456360000000013 0.002994928000000002), :total-error 0, :amalgamated-error 0.015129624000000003}
{:generation 97, :program (:string_eq :string_parse_to_chars :string_parse_to_chars :string_contains false :integer_subtract :integer_eq :string_take :exec_dup (:in1 1 false :boolean_and 1 :integer_quot 1 :integer_eq :exec_dup (:string_nth :string_contains_char :boolean_or :string_rest :string_drop :integer_add :string_contains_char :string_contains_char :string_contains "abcdefghijklmnopqrstuvwxyz" :boolean_not 2 "" :string_indexof_char :integer_quot :string_contains_char 0 :integer_subtract 2 :string_rest :integer_eq :in2 :in1 :integer_subtract :string_parse_to_chars :string_length :string_contains :string_length :string_drop :string_eq :string_length :integer_quot :string_parse_to_chars :string_eq))), :runtime (0.003067459999999999 0.003025848000000002 0.0029621080000000015 0.023499116 0.0031345240000000022), :total-error 0, :amalgamated-error 0.035689056000000004}
{:generation 98, :program (:string_eq :string_from_char :string_from_char :integer_quot :string_occurencesof_char :exec_dup (:string_butlast "" :string_indexof_char :string_reverse :boolean_eq :integer_eq :string_length :string_iterate (false :string_butlast :string_rest :string_eq :string_contains :string_nth) :string_contains_char :string_drop :boolean_not :string_reverse 0 :string_butlast :exec_dup (:in2 :string_from_char :string_occurencesof_char :string_contains_char :string_nth :string_iterate (:boolean_or :string_parse_to_chars :string_from_char :string_indexof_char :boolean_not :in1 :string_length :string_parse_to_chars :in1 :in2 :boolean_or :string_eq :string_parse_to_chars :string_parse_to_chars :exec_dup (:string_length :string_eq :string_nth))))), :runtime (0.0030918760000000008 0.02791214399999999 0.0030090400000000006 0.0030403520000000014 0.003112060000000001), :total-error 0, :amalgamated-error 0.040165471999999994}
{:generation 99, :program (:string_contains_char :string_contains_char :string_eq :string_indexof_char :exec_dup (:string_take :boolean_and :string_replace_char true :boolean_not :integer_eq :exec_dup ("" :boolean_and) 1 :integer_mult :string_iterate (:integer_subtract :string_take :integer_eq :string_length "abcdefghijklmnopqrstuvwxyz" :string_nth :exec_dup (:string_butlast :string_contains) :string_remove_char :in2 :boolean_not :integer_eq :string_parse_to_chars :string_parse_to_chars :integer_eq :string_parse_to_chars :string_contains "" 2 :string_contains) :string_drop :string_from_char :in2 :string_eq :string_nth :in2 :boolean_and :in2 :string_contains :integer_eq true :string_remove_char :in2 :string_parse_to_chars :exec_dup (:string_occurencesof_char :string_length :string_eq))), :runtime (0.003107316 0.0029763439999999997 0.0030404920000000014 0.002973692000000002 0.0029914440000000033), :total-error 0, :amalgamated-error 0.015089288000000005}
{:generation 100, :program (:string_remove_char :string_rest :string_eq :string_contains_char :boolean_or :string_remove_char :exec_dup (:string_remove_char :integer_add :string_occurencesof_char false :integer_eq :string_nth :string_remove_char :integer_mult :string_remove_char :string_occurencesof_char :string_drop 1 :string_eq :string_indexof_char :string_nth :string_concat :string_contains_char :string_length :string_contains :exec_dup (:string_indexof_char :in2 :string_parse_to_chars :string_drop :string_nth :string_contains_char) :boolean_eq :string_parse_to_chars :string_iterate (:string_remove_char :in2 :string_replace_char :boolean_not :string_parse_to_chars :string_contains) :string_iterate (:string_from_char :in2 :string_parse_to_chars :boolean_or 1 :integer_eq :boolean_not))), :runtime (0.003082104000000001 0.003037744000000001 0.0023113240000000005 0.0018450280000000005 0.0018301200000000004), :total-error 0, :amalgamated-error 0.012106320000000004}
{:generation 101, :program (:string_occurencesof_char :integer_mult :string_eq :integer_quot :string_replace_char :string_nth :string_eq :string_occurencesof_char :string_take :integer_quot :in1 :string_contains_char :string_concat :integer_mult :string_concat :string_butlast :in1 :string_butlast :exec_dup (:string_length :integer_mult :string_reverse :string_parse_to_chars :string_reverse :boolean_or :boolean_or :string_length :string_drop :string_take :string_rest) :string_take :string_occurencesof_char :integer_quot :in2 :string_replace_char :string_length :string_length :integer_subtract :integer_eq :string_eq :string_parse_to_chars :string_remove_char :boolean_or false :boolean_not :exec_dup (0 :string_drop :in2 :boolean_not :string_parse_to_chars :exec_dup (:string_from_char :string_length :string_eq))), :runtime (0.003022004000000002 0.0030487200000000004 0.0029998680000000006 0.0030830200000000006 0.0030771239999999984), :total-error 0, :amalgamated-error 0.015230736000000003}
{:generation 102, :program (:in2 :string_length :integer_mult :string_take :string_indexof_char :boolean_not :string_rest "" :boolean_eq :string_eq :boolean_or :integer_add :integer_add 1 :string_butlast 2 :string_length :string_contains :boolean_and :integer_mult :string_reverse :string_contains :string_butlast :string_drop :string_iterate (:string_reverse :string_indexof_char :string_iterate (2 :in2 :string_drop :string_rest :in1 :string_take :string_replace_char 2 :string_indexof_char :string_from_char 1 :integer_quot :string_butlast :string_reverse :string_drop true :integer_add :string_from_char :integer_subtract :boolean_or :in2 :integer_subtract :string_parse_to_chars :string_contains_char :string_length :string_eq :integer_mult :string_iterate (:string_contains :string_contains :string_drop)))), :runtime (0.0031774040000000013 0.0029939999999999997 0.0031335079999999993 0.007459531999999996 0.0031275359999999993), :total-error 0, :amalgamated-error 0.019891979999999997}
