{:generation 0, :program (:string_indexof_char :string_contains_char :string_concat :integer_add :string_replace_char true :boolean_or :string_concat :string_contains :integer_quot true :exec_dup (:exec_dup (true :integer_mult :string_butlast :string_replace_char :boolean_not :string_take :in1 :string_iterate (:string_parse_to_chars)))), :runtime (0.0024950960000000005 0.0018786719999999988 0.0018031039999999992 0.001785647999999999 0.001802344), :total-error 2, :amalgamated-error 2.009764864}
{:generation 74, :program (false :integer_mult :string_butlast false :string_nth :string_iterate ("" :string_contains :in1 :integer_add :string_contains) :string_nth "" "" :string_reverse :string_contains_char :integer_subtract :boolean_not 2 :string_length :integer_mult :string_indexof_char :integer_quot :boolean_or :string_eq :string_iterate (:string_concat :string_take "" "" :string_indexof_char :string_replace_char :boolean_not :string_contains :boolean_or :boolean_not :boolean_not 2 :string_parse_to_chars :integer_add :boolean_not "abcdefghijklmnopqrstuvwxyz" true :string_take :boolean_or :integer_mult :string_length :boolean_not 2 :in2 :string_parse_to_chars :string_length :string_eq)), :runtime (0.002788435999999999 0.001769456000000001 0.0017926839999999993 0.0017661000000000011 0.0018113920000000009), :total-error 1, :amalgamated-error 1.009928068}
{:generation 75, :program (2 :string_occurencesof_char :integer_eq :integer_mult 2 :integer_subtract :in2 :string_iterate (:string_nth :in1 :string_remove_char 2 :string_rest :string_length :integer_add "abcdefghijklmnopqrstuvwxyz" false :in2 :string_nth :string_take :string_reverse :string_butlast :string_replace_char 0 :string_remove_char :integer_eq :string_nth :boolean_eq :string_drop :string_contains :integer_eq :string_from_char :string_drop :integer_eq :string_remove_char :string_length true :string_drop :integer_subtract :string_from_char :string_parse_to_chars :integer_quot :in2 :string_parse_to_chars 2 :in2 :string_reverse :string_length false "abcdefghijklmnopqrstuvwxyz" :boolean_and 0 :integer_quot :string_from_char :string_contains :boolean_not :string_replace_char) :string_contains), :runtime (0.003015552000000001 0.001820232000000001 0.0017814439999999994 0.0018192240000000001 0.0017639480000000006), :total-error 1, :amalgamated-error 1.0102004}
{:generation 76, :program (:string_remove_char 2 :string_contains_char :string_parse_to_chars :string_parse_to_chars :string_butlast :string_replace_char :boolean_and :string_take "" :boolean_eq :string_reverse :string_length :boolean_not :string_length 2 :exec_dup (:in2 false :in1 :in2 :boolean_eq 1 1 1 :string_rest :string_drop :string_nth) :string_parse_to_chars :string_concat :string_contains 1 0 :string_occurencesof_char :in2 :boolean_and :string_remove_char :string_contains_char :boolean_and :integer_subtract :string_parse_to_chars :string_length :string_eq "abcdefghijklmnopqrstuvwxyz" :string_length :string_contains :string_indexof_char :integer_mult :string_remove_char :integer_mult :string_parse_to_chars), :runtime (0.002966456000000001 0.0030070959999999995 0.0029938279999999996 0.00303178 0.0030308760000000005), :total-error 0, :amalgamated-error 0.015030036}
{:generation 77, :program (:string_remove_char 2 :string_parse_to_chars :integer_subtract :string_parse_to_chars :string_butlast :boolean_and :string_take "" :boolean_eq :string_length :boolean_not :string_length 2 :exec_dup (:in2 :in1 :in2 :boolean_eq 1 1 :string_remove_char :string_rest :string_drop :string_nth) :string_parse_to_chars :string_butlast :string_concat :string_contains 1 0 :string_occurencesof_char :in2 :string_occurencesof_char :string_occurencesof_char :boolean_and :string_remove_char "" :boolean_and :integer_subtract :in2 :string_parse_to_chars :string_length :string_eq :string_length :string_contains :string_indexof_char :integer_mult :string_remove_char :integer_mult :string_parse_to_chars), :runtime (0.0030390640000000006 0.0029939000000000007 0.0030435760000000005 0.0030300880000000002 0.0030801839999999997), :total-error 0, :amalgamated-error 0.015186812000000003}
{:generation 78, :program (:string_nth "" :string_drop "" :string_rest true 0 :in1 :string_eq :string_contains :string_length :string_eq :integer_quot :string_take :string_take :exec_dup (2 :string_indexof_char :string_concat 1) :string_reverse :string_replace_char :string_contains_char :string_contains_char :string_iterate (0 :boolean_not :integer_eq :string_remove_char true "" :exec_dup (:string_drop :boolean_eq :string_contains_char :integer_quot :string_indexof_char :integer_quot :string_nth 2 :boolean_and :integer_quot) 0 :string_butlast :string_reverse :integer_subtract :in2 :string_contains :string_contains_char :string_parse_to_chars :string_nth :string_drop :string_parse_to_chars :in2 :string_parse_to_chars :integer_eq :string_take :string_length :string_eq :string_replace_char :string_eq)), :runtime (0.0018471479999999994 0.0017754479999999983 0.0017635359999999991 0.0017819079999999996 0.0017732840000000006), :total-error 1, :amalgamated-error 1.008941324}
{:generation 79, :program (:string_remove_char :integer_eq "" :boolean_eq true :integer_mult :boolean_not 1 :in1 :integer_quot :boolean_not :boolean_not :string_rest :boolean_or :string_remove_char :string_nth :integer_eq :string_contains :string_iterate (:string_remove_char :boolean_and :integer_eq :string_indexof_char :string_contains :integer_quot :string_contains :integer_subtract :integer_mult 2) :string_butlast :string_indexof_char false 0 0 :boolean_not :string_eq 1 :string_nth :string_remove_char :string_remove_char "" :boolean_eq :string_nth :string_length :integer_subtract 1 :string_contains :string_concat :string_butlast 2 :string_drop :string_indexof_char :string_eq :string_take :string_remove_char :in2 :string_nth 2 :string_contains_char :integer_subtract :integer_add "" :in2 :boolean_not "abcdefghijklmnopqrstuvwxyz" :in2 :string_parse_to_chars :string_length :exec_dup (:string_eq :string_butlast :string_length :string_iterate (:string_length :in2 1 :integer_quot))), :runtime (0.003130268000000001 0.003047108 0.0018241399999999984 0.001828716 0.002936756), :total-error 0, :amalgamated-error 0.012766988}
{:generation 80, :program (:integer_subtract :boolean_and :string_from_char :string_contains_char :boolean_eq false :exec_dup (:integer_add :in1 :integer_subtract :boolean_not :boolean_eq) :string_take :string_from_char :string_rest :exec_dup (:string_occurencesof_char :boolean_eq :string_contains_char 1 :in2 :string_replace_char :string_reverse :boolean_eq :string_concat :string_parse_to_chars :string_reverse true :integer_eq :string_concat :string_concat :in2 :string_remove_char :string_contains :string_length :integer_quot 1 :string_occurencesof_char :integer_eq :string_parse_to_chars :in2 :string_parse_to_chars :string_length :boolean_or :string_contains :string_eq :string_length :integer_mult "" :boolean_eq :boolean_and :string_parse_to_chars :integer_eq :string_eq)), :runtime (0.003038611999999999 0.0029920999999999997 0.0030250720000000015 0.0029737600000000006 0.0030552440000000004), :total-error 0, :amalgamated-error 0.015084788000000002}
{:generation 81, :program (:string_remove_char :string_occurencesof_char :in2 :boolean_not :boolean_eq "abcdefghijklmnopqrstuvwxyz" 2 :in1 :integer_add :exec_dup (:string_contains :string_length 0 :integer_subtract :string_nth :string_rest :string_eq) :string_contains_char :string_eq :string_concat :in2 :integer_eq :string_concat :in1 :string_from_char :string_parse_to_chars :in2 true :string_occurencesof_char :boolean_eq :boolean_and :in1 :string_reverse :in1 :string_replace_char :string_parse_to_chars :boolean_and :integer_quot 0 1 :string_parse_to_chars :exec_dup (:string_parse_to_chars true :string_length :string_indexof_char :string_occurencesof_char :string_eq :string_indexof_char)), :runtime (0.003088824000000001 0.003084923999999999 0.0030026159999999983 0.003100516 0.003067748000000002), :total-error 0, :amalgamated-error 0.015344627999999999}
{:generation 82, :program (:integer_subtract :in1 :boolean_or :string_contains :string_parse_to_chars :string_length :string_contains "" :string_contains :integer_eq :string_replace_char :integer_mult :boolean_eq :string_nth :string_indexof_char :string_concat :exec_dup (:string_remove_char :string_take :string_concat :string_contains :string_replace_char :string_eq :string_from_char :in2 :boolean_not :string_nth :in1 :string_length :string_parse_to_chars 2 :string_eq :integer_mult :integer_eq :integer_subtract :exec_dup (:in2 :string_parse_to_chars :integer_eq :string_remove_char :string_length :boolean_and :string_contains_char :string_eq 2 :string_length :string_contains_char :string_from_char :string_eq))), :runtime (0.0030421840000000025 0.0030895480000000006 0.0031498920000000014 0.00312296 0.003095268000000002), :total-error 0, :amalgamated-error 0.015499852000000005}
{:generation 83, :program (:integer_subtract :in1 :integer_add :boolean_or :string_parse_to_chars :string_length :string_contains "" :string_contains :integer_eq :string_reverse :string_replace_char :integer_mult :boolean_eq :string_nth :string_indexof_char :exec_dup (:string_remove_char :string_take :string_contains :string_replace_char :string_eq :string_from_char :in2 :boolean_not :string_nth :in1 :string_length :string_parse_to_chars 2 :string_eq :integer_mult :integer_eq :integer_subtract :exec_dup (:in2 :string_parse_to_chars :integer_eq :string_remove_char :string_length :boolean_and :string_contains_char :string_eq 2 :string_length :string_contains_char :string_from_char :string_eq))), :runtime (0.0031582119999999992 0.0030086599999999994 0.002954672 0.0030341799999999983 0.003093576000000002), :total-error 0, :amalgamated-error 0.015249299999999999}
{:generation 84, :program (:integer_subtract :in1 :string_contains :string_parse_to_chars :string_indexof_char :string_length :string_contains "" :string_contains :string_replace_char :integer_subtract :integer_mult :boolean_eq :string_drop :string_nth :string_indexof_char :string_concat :exec_dup (:string_remove_char :string_concat :string_contains :string_replace_char :string_eq :string_from_char :in2 :boolean_not :string_nth :in1 :string_length :string_take :string_parse_to_chars 2 :string_eq 1 1 :integer_subtract :exec_dup (:in2 :string_parse_to_chars :string_remove_char :string_length :boolean_and :string_parse_to_chars :string_eq 2 :string_length :integer_mult :string_contains_char :string_from_char :string_eq))), :runtime (0.003075567999999999 0.0030287959999999985 0.003028352000000001 0.0030771039999999998 0.003108684), :total-error 0, :amalgamated-error 0.015318504}
{:generation 85, :program (:integer_subtract :in1 :boolean_or :string_contains :string_parse_to_chars :string_length :string_contains "" :string_contains :integer_eq :string_replace_char :integer_subtract :integer_add :integer_mult :boolean_eq :string_from_char :string_drop :string_nth :string_indexof_char :string_concat :exec_dup (:string_remove_char :string_concat :string_replace_char :string_eq :string_from_char :string_remove_char :string_nth :in1 :string_length :boolean_eq :string_take :string_contains 2 :string_eq 1 :exec_dup (:in2 :string_parse_to_chars :string_remove_char :string_length :boolean_and :boolean_eq :string_parse_to_chars :string_eq 2 2 :string_length :string_contains_char :string_eq))), :runtime (0.0030964039999999975 0.003108736 0.003097596000000001 0.003022935999999998 0.0031445079999999972), :total-error 0, :amalgamated-error 0.015470179999999995}
{:generation 86, :program (:integer_subtract :string_occurencesof_char :in1 :boolean_or :string_parse_to_chars :string_length :integer_mult :string_contains :string_contains :string_contains :string_reverse :string_replace_char :integer_mult :string_indexof_char true :string_indexof_char :exec_dup (:string_remove_char :string_contains :string_replace_char :string_eq :string_from_char :in2 :in1 :boolean_not true :integer_add :string_parse_to_chars :string_contains 2 :string_eq :integer_mult :integer_eq :integer_subtract :exec_dup (:in2 :string_parse_to_chars :string_parse_to_chars :integer_eq :string_length :string_eq 2 :string_length :string_contains_char :string_from_char :in1 :string_remove_char :exec_dup (:string_contains :string_eq)))), :runtime (0.0029818360000000007 0.002959700000000002 0.002997724 0.0030030240000000026 0.0030402000000000016), :total-error 0, :amalgamated-error 0.014982484000000006}
{:generation 87, :program (:string_reverse :string_length :string_parse_to_chars :string_rest :string_eq :string_parse_to_chars :string_eq :integer_mult :boolean_eq :string_length "abcdefghijklmnopqrstuvwxyz" :string_drop :string_length false :string_length :in1 false 2 :string_contains 2 2 :string_contains :string_nth false :integer_add :string_take :boolean_eq :string_occurencesof_char :string_reverse :integer_mult :string_contains :integer_mult :string_parse_to_chars :string_nth :in2 :integer_mult :string_parse_to_chars :string_iterate (:in1 :in1 :integer_quot :string_contains) 1 :string_parse_to_chars :integer_subtract :string_remove_char "" :string_replace_char :integer_subtract), :runtime (0.0031332400000000024 0.002373360000000002 0.0018220279999999994 0.0018806759999999997 0.0018577520000000003), :total-error 1, :amalgamated-error 1.011067056}
{:generation 88, :program (:integer_subtract :string_occurencesof_char :in1 :string_length :string_parse_to_chars "" :integer_mult :string_contains :string_replace_char :string_contains :string_drop :string_nth true :exec_dup (:exec_dup (:string_remove_char :string_concat :string_replace_char :string_length true :string_eq :in2 :in1 :boolean_not true :integer_add :string_parse_to_chars :string_contains 2 :string_eq :string_concat :integer_mult :integer_eq :integer_subtract :exec_dup (:in2 :string_parse_to_chars :string_parse_to_chars :string_replace_char :string_length :string_reverse :string_eq :string_length :string_contains_char :in1 :string_remove_char :boolean_or :exec_dup (:string_replace_char :string_eq))))), :runtime (0.0031246720000000006 0.003087872000000001 0.002926664 0.00306192 0.0030199400000000018), :total-error 0, :amalgamated-error 0.015221068000000004}
{:generation 89, :program (:string_contains_char :boolean_eq :in2 :string_from_char :string_parse_to_chars :integer_add :string_length :integer_mult 0 :string_contains :exec_dup (:string_reverse :integer_mult :string_indexof_char) :string_indexof_char :exec_dup (:integer_mult :boolean_and :string_contains :string_parse_to_chars :string_butlast :string_indexof_char :integer_mult :boolean_not :integer_eq) :exec_dup (:string_remove_char "" :string_from_char :integer_eq :exec_dup (:string_contains :string_remove_char :string_length :in2 :string_occurencesof_char :string_iterate (:string_contains :string_eq 2 0 :string_length :string_parse_to_chars :string_remove_char :string_contains :string_reverse :string_nth :in2 :string_parse_to_chars "abcdefghijklmnopqrstuvwxyz" :integer_mult :string_concat :string_length :string_eq)))), :runtime (0.002998152 0.003430611999999999 0.0030613760000000024 0.00313812 0.003039532000000001), :total-error 0, :amalgamated-error 0.015667792}
{:generation 90, :program (:string_indexof_char :string_length :string_eq :boolean_and :string_eq :exec_if (:string_eq :integer_mult :string_indexof_char :string_iterate (:string_reverse false :string_replace_char) :string_length false "abcdefghijklmnopqrstuvwxyz" :string_contains "abcdefghijklmnopqrstuvwxyz" 2 :string_nth :string_contains :string_contains_char :exec_dup (:string_nth :string_nth :boolean_or :string_reverse :string_reverse :integer_subtract :string_drop :string_eq :string_replace_char :integer_add :string_concat 0 :boolean_or :string_reverse :in1 :boolean_and :in2 :boolean_not 1 :string_contains :string_parse_to_chars :string_contains_char :string_contains :integer_mult :string_parse_to_chars :string_indexof_char :integer_mult 2)) ()), :runtime (0.0030757639999999986 0.0030525040000000015 0.0031180439999999986 0.0031067600000000035 0.0026169759999999996), :total-error 0, :amalgamated-error 0.014970048000000003}
{:generation 91, :program (:string_remove_char :boolean_or :string_contains_char :string_length :integer_quot :string_length false 1 :boolean_eq :string_butlast :exec_dup (true :string_take :string_butlast :integer_subtract :integer_add :integer_eq :in2 :in1 :string_parse_to_chars 2 :in1 :string_occurencesof_char :string_occurencesof_char :boolean_or :exec_dup (:string_contains :string_iterate (:integer_eq :integer_eq :string_remove_char :string_nth :string_indexof_char :string_parse_to_chars :in2 :integer_mult :string_parse_to_chars :string_parse_to_chars :string_length :integer_eq :string_indexof_char :integer_eq :string_contains :string_length) :integer_mult :integer_mult :string_contains_char :string_butlast :string_from_char))), :runtime (0.0031376640000000014 0.0031428880000000004 0.0030817640000000007 0.002367096000000001 0.0018208400000000013), :total-error 0, :amalgamated-error 0.013550252000000004}
{:generation 92, :program (:boolean_eq :boolean_or true :integer_add :string_rest :string_length :string_iterate (:string_length :string_concat :integer_subtract :string_indexof_char false 1 :exec_dup (:string_reverse :string_remove_char :string_nth :string_take :string_butlast :integer_subtract :string_take 1 :string_take :in2 :string_length :boolean_and :string_rest :string_occurencesof_char :string_contains_char :string_occurencesof_char :string_reverse :string_from_char :string_nth :integer_eq :string_occurencesof_char :integer_eq true :integer_add :in2 :string_parse_to_chars) :string_parse_to_chars :string_from_char :integer_eq :string_contains :string_parse_to_chars :string_eq :integer_quot :string_contains :string_parse_to_chars :string_eq :integer_subtract)), :runtime (0.002965695999999998 0.003051771999999998 0.0030890600000000015 0.0030140560000000015 0.0030904719999999986), :total-error 0, :amalgamated-error 0.015211055999999997}
{:generation 93, :program (:string_remove_char :boolean_or :string_contains_char :string_length :integer_add :integer_quot :string_length false 1 :string_butlast :string_take :string_butlast :integer_subtract :integer_add :in2 :string_parse_to_chars 2 :string_iterate (:in1 "abcdefghijklmnopqrstuvwxyz" :string_occurencesof_char :boolean_or :string_take :exec_dup (:string_contains :string_iterate (:integer_eq :string_nth 2 :string_indexof_char :string_parse_to_chars :in2 :integer_mult :string_parse_to_chars :string_parse_to_chars :string_length :integer_eq :string_contains_char :string_indexof_char :integer_eq :string_contains :string_contains :string_length "" :integer_mult :integer_mult :string_contains_char :string_butlast :string_from_char)))), :runtime (0.0028422839999999996 0.002175236 0.0018379759999999994 0.0018398720000000004 0.0019391480000000006), :total-error 0, :amalgamated-error 0.010634516}
{:generation 94, :program (:string_remove_char :boolean_or :string_contains_char :string_length :integer_add :integer_quot :string_length false 1 :string_butlast :string_take :string_butlast :integer_subtract :integer_add :in2 :string_parse_to_chars 2 :string_iterate (:in1 "abcdefghijklmnopqrstuvwxyz" :string_occurencesof_char :boolean_or :string_take :exec_dup (:string_contains :string_iterate (:integer_eq :string_nth 2 :string_indexof_char :string_parse_to_chars :in2 :integer_mult :string_parse_to_chars :string_parse_to_chars :string_length :integer_eq :string_contains_char :string_indexof_char :integer_eq :string_contains :string_contains :string_length "" :integer_mult :integer_mult :string_contains_char :string_butlast :string_from_char)))), :runtime (0.0030146760000000013 0.0030642759999999995 0.003015468000000002 0.0030731279999999996 0.0030225359999999997), :total-error 0, :amalgamated-error 0.015190084000000001}
{:generation 95, :program (:string_contains :boolean_or :string_length :integer_mult "" :integer_mult :string_contains :string_replace_char :string_contains true :exec_if (:string_remove_char :string_indexof_char :string_concat :integer_subtract :integer_add :string_length :string_length :boolean_and :string_contains_char :in1 :string_drop true :integer_add :string_indexof_char :string_occurencesof_char :string_contains_char :exec_dup (:string_concat :integer_eq :integer_quot :integer_mult :string_remove_char :boolean_and :integer_eq :integer_mult :integer_subtract :boolean_or :in2 :string_parse_to_chars :integer_eq :string_length :integer_mult :string_replace_char :string_eq :string_length :string_take :integer_mult :string_take :in1 :string_contains)) ()), :runtime (0.0030382039999999988 0.002987200000000002 0.0030350959999999997 0.0031055640000000016 0.0029518680000000003), :total-error 0, :amalgamated-error 0.015117932000000002}
{:generation 96, :program ("" :string_contains_char :integer_quot :string_length 1 :boolean_eq :string_butlast :in1 :exec_dup (true true :string_indexof_char :string_butlast :integer_quot :integer_add :string_drop :in2 :string_drop :string_from_char :string_occurencesof_char :exec_if (:integer_mult :string_contains :exec_dup (true :string_occurencesof_char :boolean_or :exec_dup (:string_contains :boolean_not :string_iterate (:integer_eq :integer_eq :string_remove_char :string_contains :string_nth :in2 :integer_mult :string_parse_to_chars 0 :string_length :integer_eq :string_contains) :string_contains_char :string_remove_char :string_from_char))) ())), :runtime (0.003002112 0.003127751999999998 0.003076544000000003 0.03538043600000002 0.002993992), :total-error 0, :amalgamated-error 0.04758083600000002}
{:generation 97, :program (:string_occurencesof_char :string_remove_char :string_contains_char :string_contains :string_reverse :boolean_eq :string_remove_char :string_contains :string_length :string_from_char false :string_replace_char :string_nth :exec_dup (:string_take 2 false :string_remove_char :string_contains 2 :string_eq :integer_quot :string_remove_char :string_iterate (:string_drop :string_contains :boolean_eq :string_parse_to_chars :string_occurencesof_char :integer_add :string_contains_char :string_parse_to_chars :in1 :string_reverse :string_eq :string_length :exec_dup (:string_take :string_parse_to_chars :in2 1 :string_parse_to_chars :string_length :string_indexof_char :string_eq :string_length :string_contains)))), :runtime (0.0030067479999999996 0.001870372 0.0018127280000000009 0.001784919999999998 0.0017986959999999996), :total-error 0, :amalgamated-error 0.010273463999999996}
{:generation 98, :program (:in1 :string_occurencesof_char :string_remove_char :string_rest :string_rest "" :string_from_char "" :boolean_not :boolean_not :string_remove_char :exec_if (:string_remove_char :string_replace_char :integer_mult :string_contains_char :boolean_or :integer_add :string_contains :string_drop :string_butlast :string_eq :string_eq false :string_parse_to_chars :boolean_not :string_nth false true :boolean_not :string_drop "abcdefghijklmnopqrstuvwxyz" :string_butlast :integer_subtract :integer_quot :in2 :string_eq false :string_rest :in2 :integer_mult :integer_eq :string_drop :boolean_or :string_iterate (:exec_dup (:in2 :string_parse_to_chars :boolean_not :integer_eq :boolean_and :in2 :string_length :string_length :string_contains :string_length 1 :integer_subtract :string_butlast :string_eq :string_length :exec_dup ()))) ()), :runtime (0.003055403999999998 0.003241331999999999 0.003070808 0.002413552000000001 0.0029538040000000034), :total-error 0, :amalgamated-error 0.014734900000000002}
{:generation 99, :program (:string_occurencesof_char :string_drop false :string_eq :integer_subtract :string_concat :boolean_and :boolean_or 1 :string_contains false 1 :string_concat true :string_occurencesof_char :in1 :string_iterate (:string_occurencesof_char :string_contains_char :in2 :string_take :string_butlast :string_length :boolean_or :string_take :string_occurencesof_char :string_butlast :string_from_char :string_parse_to_chars :string_iterate (:integer_eq :exec_dup (:string_contains :string_take :exec_dup (:string_iterate (:string_parse_to_chars :boolean_eq :in2 :in2 :string_parse_to_chars :string_length :string_eq :string_replace_char :string_contains :string_contains :string_iterate (:string_nth :string_parse_to_chars :string_from_char))))))), :runtime (0.00303996 0.003031672 0.003074083999999999 0.0030427320000000002 0.003046128), :total-error 0, :amalgamated-error 0.015234576000000001}
{:generation 100, :program (:string_remove_char :string_contains_char :string_remove_char :string_contains :exec_dup (:string_butlast :string_replace_char 2 :string_contains :integer_eq :integer_eq :boolean_eq :string_take false :boolean_and :string_take :boolean_eq :string_butlast :in2 2 2 :string_parse_to_chars :string_length "abcdefghijklmnopqrstuvwxyz" :boolean_or :exec_dup (:string_length :in1 :in2 :string_length :string_reverse :in2 :string_rest :string_parse_to_chars :boolean_and :in2 :string_length :string_parse_to_chars) :string_length 0 :string_reverse :integer_quot :boolean_not :string_contains :string_eq :in2)), :runtime (0.0030231760000000015 0.0030116279999999993 0.003099952 0.0030558279999999996 0.0030547319999999992), :total-error 0, :amalgamated-error 0.015245316}
{:generation 101, :program (:string_occurencesof_char :string_drop false :string_eq :integer_subtract :boolean_and :boolean_or 1 :string_contains false 1 true :string_occurencesof_char :in1 :string_occurencesof_char :string_contains_char :string_take :string_butlast :string_length 1 :boolean_or :string_take :string_butlast :string_from_char :string_parse_to_chars :string_iterate (:integer_eq :integer_eq :string_take :exec_dup (:string_iterate (:string_parse_to_chars :boolean_eq :in2 :in2 :string_parse_to_chars :string_length :string_eq :string_replace_char :string_contains :integer_eq :string_contains :string_iterate (:string_nth :string_parse_to_chars))))), :runtime (0.0030216759999999996 0.0030151959999999995 0.0030302240000000006 0.002996092000000002 0.00314456), :total-error 0, :amalgamated-error 0.015207748000000002}
{:generation 102, :program (:boolean_or 0 true :boolean_and :string_butlast :integer_add :string_contains :integer_subtract :string_from_char :string_butlast :boolean_or :integer_subtract :string_drop :in2 :string_parse_to_chars :string_length :string_concat :boolean_or 0 :boolean_eq :string_contains :string_contains :string_drop :string_occurencesof_char :boolean_or :integer_subtract :string_occurencesof_char :in2 :integer_mult :string_reverse 0 1 :boolean_or :in2 :string_reverse :string_reverse :string_take 2 :boolean_and :string_contains_char :string_contains :in2 :string_contains :string_take :string_occurencesof_char :string_parse_to_chars 1 :exec_dup (:string_contains :integer_quot)), :runtime (0.0021925560000000005 0.002842964000000001 0.0030283480000000023 0.003177211999999999 0.0030847919999999994), :total-error 0, :amalgamated-error 0.014325872000000002}
{:generation 103, :program (:boolean_or :string_nth :boolean_and false :boolean_not :boolean_and :string_contains :in2 :string_reverse :string_indexof_char :string_parse_to_chars :string_length :integer_quot :string_nth :string_concat :boolean_eq :string_eq :integer_quot :string_occurencesof_char :string_butlast :string_drop :string_drop "abcdefghijklmnopqrstuvwxyz" 2 0 1 :string_contains_char :in2 :integer_eq :exec_dup (:string_nth :string_contains :in2 :string_nth :string_contains :string_length :string_nth "" :in2 :string_length :integer_mult :in2 :string_parse_to_chars :exec_dup (:in2 :string_length 2 :integer_subtract :string_length :string_contains :string_reverse))), :runtime (0.003054703999999999 0.0030738999999999988 0.0030069880000000004 0.0030852760000000005 0.0031210160000000008), :total-error 0, :amalgamated-error 0.015341884}
{:generation 104, :program (:string_occurencesof_char :boolean_eq :integer_eq :string_concat :string_contains_char :boolean_or false :boolean_not :string_reverse :string_contains_char :string_replace_char 1 :string_parse_to_chars :boolean_eq :string_length 2 :in1 :string_rest :string_contains :string_drop :string_contains 2 :string_length 2 :boolean_not :integer_eq :boolean_or :string_concat :integer_subtract :string_reverse :string_occurencesof_char :boolean_eq :integer_quot :string_nth :string_contains :string_reverse :integer_subtract :string_length 1 :string_length 2 :string_concat :string_take :string_remove_char :integer_add :string_concat :string_drop true :string_eq :string_nth 0 :string_contains_char :string_from_char :string_from_char :string_contains :string_parse_to_chars :integer_add :in2 :exec_if (:string_rest :string_concat :in2 :in2 :string_iterate (:string_reverse :string_contains_char :integer_subtract :integer_add :string_parse_to_chars :string_eq :integer_mult 1)) ()), :runtime (0.0030789240000000002 0.0030966399999999977 0.003062323999999999 0.0030013559999999993 0.003057500000000001), :total-error 0, :amalgamated-error 0.015296743999999998}
{:generation 105, :program (:boolean_or :boolean_eq :integer_eq :string_nth :string_rest :boolean_and false :boolean_not :boolean_and true :string_contains :in2 :string_reverse :string_indexof_char :integer_quot :string_parse_to_chars :string_length :integer_quot :string_nth "abcdefghijklmnopqrstuvwxyz" :string_concat :boolean_eq :string_eq :integer_quot :string_butlast :string_drop :string_drop "abcdefghijklmnopqrstuvwxyz" 2 0 :string_contains_char :string_contains_char :in2 :integer_eq :exec_dup (:string_contains :string_nth :string_nth :string_length :string_nth "" :in2 false :string_length :integer_mult :in2 :string_parse_to_chars :in1 :exec_dup (:in2 :string_length 2 :integer_subtract :integer_quot :string_length :string_contains :string_reverse))), :runtime (0.0030279639999999993 0.0030400320000000015 0.003030683999999999 0.0030791039999999996 0.0030553359999999988), :total-error 0, :amalgamated-error 0.015233119999999998}
{:generation 106, :program (:string_nth :string_concat :string_parse_to_chars :exec_if (:string_length :string_nth :string_contains 1 :string_rest :string_rest :string_replace_char :string_contains :string_indexof_char :string_contains :string_take :boolean_or "abcdefghijklmnopqrstuvwxyz" :boolean_and :boolean_eq :string_replace_char :string_replace_char :string_contains :string_nth :boolean_eq :boolean_eq :integer_add :string_contains :integer_eq :integer_quot 0 :string_length :string_occurencesof_char :integer_quot "" :string_occurencesof_char :string_length :exec_dup (:string_parse_to_chars :string_contains :boolean_eq :string_parse_to_chars :integer_add :in2 :exec_dup (:string_contains :string_parse_to_chars :string_length))) ()), :runtime (0.0031127159999999997 0.003012832000000002 0.0030983240000000013 0.0021290840000000003 0.002945584000000001), :total-error 0, :amalgamated-error 0.014298540000000004}
{:generation 107, :program (:string_iterate (:string_from_char :exec_dup (:string_replace_char :string_from_char :string_contains :string_butlast :boolean_or :string_contains_char :string_eq :string_from_char :in2 true :string_indexof_char :string_replace_char :boolean_and :string_parse_to_chars :boolean_eq :string_contains_char) "abcdefghijklmnopqrstuvwxyz" :string_occurencesof_char :exec_dup (:string_drop :string_take 2) 0 :string_length :in2 :string_contains) :integer_eq :string_occurencesof_char :boolean_or 2 :string_take :string_indexof_char :string_parse_to_chars :string_eq :boolean_and 0 :string_parse_to_chars :string_length 1 :string_eq), :runtime (0.0030446199999999996 0.003001260000000002 0.0030640600000000004 0.003052960000000002 0.0030918280000000026), :total-error 0, :amalgamated-error 0.015254728000000007}
{:generation 108, :program (:string_drop :string_concat 0 :boolean_and :exec_if (:in1 :string_contains :integer_mult :integer_quot :integer_quot :integer_eq true :string_occurencesof_char :string_rest :integer_mult :string_indexof_char true :string_indexof_char :exec_dup (:integer_quot "abcdefghijklmnopqrstuvwxyz" :string_contains :boolean_and :boolean_eq :string_butlast :integer_eq "" "" :boolean_eq)) (:string_contains_char :in1 :string_contains :string_eq :integer_add :string_contains :boolean_eq :integer_quot :string_parse_to_chars :in2 :integer_mult :string_parse_to_chars :in2 :string_contains :boolean_eq 1 :string_length :string_indexof_char :in2 :exec_dup (:string_parse_to_chars :string_length :string_contains :integer_subtract 2))), :runtime (0.003059619999999998 0.0030573359999999986 0.003058556000000003 0.0029832920000000007 0.003032916000000002), :total-error 0, :amalgamated-error 0.015191720000000002}
