{:generation 0, :program (:string_drop :integer_add :string_rest :string_butlast :string_contains :string_take :string_remove_char :string_concat :string_drop "abcdefghijklmnopqrstuvwxyz" 2 :string_parse_to_chars :boolean_eq :string_indexof_char :integer_add :string_drop :string_contains :in2 :string_take :string_contains :boolean_or :string_occurencesof_char :integer_subtract :string_eq :integer_add 1 :integer_add :string_iterate (:string_drop :in2 :string_contains :boolean_not :string_take :exec_dup ("abcdefghijklmnopqrstuvwxyz" :in2 :string_butlast :integer_subtract :integer_add :in2 "abcdefghijklmnopqrstuvwxyz" :integer_mult :string_iterate (:string_reverse :string_butlast :string_iterate (:string_nth :string_rest :string_rest 0) :string_from_char :string_rest :string_length :integer_quot :string_from_char :string_contains :string_parse_to_chars true :string_parse_to_chars :string_drop :string_contains_char :integer_subtract :boolean_not "abcdefghijklmnopqrstuvwxyz" "abcdefghijklmnopqrstuvwxyz" :string_iterate (:boolean_not "abcdefghijklmnopqrstuvwxyz" true :boolean_and :boolean_not :integer_mult false :string_remove_char "abcdefghijklmnopqrstuvwxyz" :exec_dup (:boolean_not :exec_if (:string_iterate (:in2 :in1 :string_concat true :string_eq :string_contains :boolean_not :exec_if (:string_rest :integer_subtract :string_parse_to_chars "abcdefghijklmnopqrstuvwxyz" :exec_if (:integer_subtract :string_nth :exec_if (:string_contains :string_occurencesof_char) ()) ()) ())) ())))))), :runtime (0.00308996 0.0032106919999999976 0.003136652 0.003227491999999999 0.0031940680000000004 0.003156468000000001 0.0031591880000000016), :total-error 2, :amalgamated-error 2.02217452}
{:generation 102, :program (:in2 :string_from_char true :in2 :boolean_not :boolean_eq :string_drop :string_parse_to_chars :integer_add :string_parse_to_chars :string_concat true :string_parse_to_chars :string_eq :string_reverse true true :string_parse_to_chars :string_contains true :string_contains), :runtime (0.0030344760000000017 0.003142256000000002 0.0031268119999999988 0.0031174280000000015 0.0030723480000000012 0.003081464000000001 0.003569128), :total-error 1, :amalgamated-error 1.022143912}
{:generation 103, :program (:in2 :string_length :in2 "" :in2 :string_butlast :string_parse_to_chars true :string_length :string_contains_char 0 :string_length :string_length 1 :string_concat :string_contains :string_length :string_length 2), :runtime (0.0031298640000000004 0.003197124000000001 0.003233628 0.0031434799999999975 0.0031590999999999985 0.003187531999999999 0.0032177239999999978), :total-error 1, :amalgamated-error 1.022268452}
{:generation 104, :program (:string_replace_char :string_iterate (:string_contains true :in2 :in2 true :string_butlast :integer_subtract :string_parse_to_chars :string_butlast true :string_parse_to_chars 1 :integer_add) :string_concat true 1 :string_take :string_length :string_nth :integer_add :string_contains), :runtime (0.0031124000000000026 0.003185519999999999 0.0031531600000000003 0.0030839279999999984 0.003163947999999997 0.0030852999999999983 0.0031155119999999987), :total-error 1, :amalgamated-error 1.021899768}
{:generation 105, :program (:string_from_char :string_take :string_indexof_char :string_parse_to_chars false :string_from_char :string_parse_to_chars :string_reverse :string_butlast :boolean_not :boolean_eq :string_contains_char :string_eq :string_take :string_concat :in2 :integer_quot :string_parse_to_chars :string_contains :boolean_not :string_length :string_contains), :runtime (0.0031147960000000013 0.003145404000000001 0.0031472520000000014 0.003145744000000003 0.003127836 0.0031181799999999995 0.003135072), :total-error 1, :amalgamated-error 1.021934284}
{:generation 106, :program (:string_length true :in2 :integer_eq true :string_nth :string_parse_to_chars :string_butlast :string_contains_char true :string_butlast :integer_quot 2 :string_contains :string_parse_to_chars :boolean_or :string_concat 2 :string_contains), :runtime (0.0030802480000000007 0.0031495279999999995 0.0031655959999999997 0.003147952000000001 0.003108908 0.003123043999999998 0.003116379999999999), :total-error 1, :amalgamated-error 1.021891656}
{:generation 107, :program (:string_replace_char :in2 :string_nth :integer_quot :string_butlast :in1 :string_parse_to_chars :integer_add :integer_quot "abcdefghijklmnopqrstuvwxyz" :boolean_or true :string_replace_char :string_reverse :string_remove_char :string_contains :string_contains :string_contains), :runtime (0.003223471999999999 0.0031389240000000004 0.0031758720000000006 0.003155756 0.0030913879999999996 0.003119816000000001 0.039322271999999985), :total-error 1, :amalgamated-error 1.0582275}
{:generation 108, :program (:string_reverse :string_indexof_char :string_contains_char :in2 :string_butlast :boolean_eq :integer_quot :boolean_not :string_concat :string_parse_to_chars :string_iterate (true :string_parse_to_chars :integer_add :integer_mult :integer_mult :string_occurencesof_char :string_contains :string_parse_to_chars :string_eq :boolean_and :boolean_and)), :runtime (0.003159316 0.003148339999999999 0.0031994840000000016 0.003143431999999999 0.004555591999999996 0.0030833200000000005 0.0031356519999999975), :total-error 1, :amalgamated-error 1.023425136}
{:generation 109, :program (:string_contains :in2 :string_butlast false :string_eq true :integer_quot :string_nth :string_parse_to_chars :string_parse_to_chars :integer_eq :string_length true :integer_quot true :string_contains :string_parse_to_chars :exec_dup ()), :runtime (0.0031502759999999996 0.003175004000000001 0.003168328 0.003087363999999997 0.003091784 0.0030841199999999992 0.003097052), :total-error 1, :amalgamated-error 1.021853928}
{:generation 110, :program (:in1 :in2 :string_parse_to_chars false :string_contains :boolean_or 0 :string_remove_char :string_concat :string_take :string_butlast :boolean_not :string_reverse :string_parse_to_chars 1 :string_contains :integer_subtract :string_contains), :runtime (0.0030787759999999996 0.003129852000000001 0.0030979640000000025 0.0030511800000000014 0.0031224720000000003 0.003135711999999998 0.0031530999999999972), :total-error 1, :amalgamated-error 1.021769056}
{:generation 111, :program (:integer_quot :string_contains_char :in2 true :string_parse_to_chars :string_contains :string_replace_char :boolean_not :integer_subtract :string_length :in1 :integer_eq :string_contains 1), :runtime (0.003129412000000001 0.003127828000000001 0.0031287159999999993 0.0031190200000000006 0.003122488000000002 0.003080796 0.0031035839999999978), :total-error 1, :amalgamated-error 1.021811844}
{:generation 112, :program (:in2 :boolean_or :integer_mult :string_replace_char :string_reverse :string_parse_to_chars :string_contains :string_parse_to_chars true :string_length 1 :string_eq :integer_subtract :string_length :string_nth :string_contains), :runtime (0.0031070160000000006 0.0031492599999999996 0.0030434559999999995 0.0030544000000000005 0.0031131440000000017 0.0031069759999999996 0.0018160919999999996), :total-error 1, :amalgamated-error 1.020390344}
{:generation 113, :program (:in2 :string_contains :boolean_and :string_parse_to_chars :string_parse_to_chars :string_concat true :string_length :string_from_char :string_length :integer_add :boolean_or :string_contains :string_replace_char :string_contains :string_concat :string_from_char :in1 :integer_quot), :runtime (0.003102144 0.0031227200000000007 0.012162891999999995 0.0031304440000000005 0.003133072000000002 0.0031209679999999983 0.003131619999999998), :total-error 1, :amalgamated-error 1.03090386}
{:generation 114, :program (:string_nth :in2 :boolean_and :string_parse_to_chars :boolean_not :string_concat true :integer_mult :string_replace_char :string_length :integer_add :boolean_or :exec_dup (:string_iterate (:string_contains :string_iterate (:string_eq :string_length :string_rest)))), :runtime (0.003147348 0.003191112000000001 0.0031668559999999996 0.003256764000000002 0.003125212 0.0031929239999999985 0.003147468), :total-error 1, :amalgamated-error 1.022227684}
{:generation 115, :program (:in2 :string_reverse :string_parse_to_chars :integer_add :string_replace_char :integer_quot :string_length 0 :boolean_and :boolean_or :string_contains true :string_contains :string_contains :integer_subtract), :runtime (0.00307152 0.0031778920000000016 0.0031511760000000016 0.03853283199999999 0.0030685440000000003 0.003108292 0.003053371999999999), :total-error 1, :amalgamated-error 1.057163628}
{:generation 116, :program (:in2 :exec_if (:string_indexof_char :string_replace_char :string_parse_to_chars :string_parse_to_chars :string_parse_to_chars :integer_subtract :string_eq :integer_add true :integer_add :string_contains_char :string_reverse :string_contains_char) (:string_remove_char :string_drop :exec_if (:string_nth :string_length true :string_contains :string_contains) ())), :runtime (0.003203592000000002 0.0031859559999999993 0.003146804000000001 0.0031752160000000007 0.003155840000000001 0.0031650280000000007 0.00311062), :total-error 1, :amalgamated-error 1.022143056}
{:generation 117, :program (:in2 :string_from_char :string_indexof_char :string_parse_to_chars :string_contains :string_contains_char :string_nth :string_from_char :string_length true :string_contains :string_iterate (:string_contains :string_replace_char :in1 :string_from_char :string_contains :integer_quot)), :runtime (0.0031292880000000018 0.003174736 0.003127159999999999 0.0031505159999999977 0.0030518720000000015 0.019316288000000008 0.003110516000000001), :total-error 1, :amalgamated-error 1.038060376}
{:generation 118, :program (:string_contains false :in2 :string_butlast :in1 :string_remove_char :string_take :string_concat :string_remove_char :string_parse_to_chars :integer_eq true :string_eq :string_occurencesof_char true :string_butlast :string_nth 2 :in1 :string_contains), :runtime (0.003115223999999999 0.003138332 0.0030319599999999985 0.0031148559999999996 0.0031632640000000007 0.003063892000000001 0.0030514640000000007), :total-error 1, :amalgamated-error 1.021678992}
{:generation 119, :program (true :string_rest :in2 :string_butlast :in1 :integer_eq :string_remove_char :in1 :string_take :string_replace_char :string_take :string_parse_to_chars :string_contains_char :string_eq true :string_nth false true :string_remove_char true :string_drop :string_eq 0), :runtime (0.003195911999999999 0.003174012 0.003145344000000001 0.003115536 0.003290391999999999 0.0031515999999999996 0.0031297039999999996), :total-error 1, :amalgamated-error 1.0222025}
{:generation 120, :program (:string_contains true :string_take :in2 :string_butlast 0 :string_eq :string_rest :in1 :boolean_or :string_parse_to_chars :string_contains_char :string_eq :integer_quot :string_eq), :runtime (0.003112816000000002 0.003212503999999997 0.003160324000000001 0.003193628 0.003180212 0.003136720000000001 0.003179335999999998), :total-error 1, :amalgamated-error 1.02217554}
{:generation 121, :program (:in2 false :in2 :string_butlast :string_rest :string_drop :boolean_not :string_contains_char :string_nth :string_take true :string_length :string_parse_to_chars :boolean_not :string_length :string_contains true :string_contains), :runtime (0.003181184 0.003116536000000003 0.0031458120000000004 0.003077699999999998 0.003143859999999998 0.0031779560000000004 0.0031922919999999963), :total-error 1, :amalgamated-error 1.02203534}
{:generation 122, :program (:boolean_or :string_rest :in2 :string_butlast :integer_add :string_eq true :string_replace_char :in1 :string_reverse :string_parse_to_chars :exec_dup (:string_indexof_char :string_parse_to_chars :integer_quot :boolean_or :string_eq :integer_subtract :string_contains :string_contains)), :runtime (0.0032114519999999988 0.0032047919999999997 0.0031775400000000004 0.003111384 0.003215468000000001 0.003147139999999998 0.0030674879999999997), :total-error 1, :amalgamated-error 1.022135264}
{:generation 123, :program (:in1 :exec_dup (:integer_subtract :string_rest :in2 :string_occurencesof_char :string_remove_char true :string_rest :boolean_and :integer_subtract :string_parse_to_chars 2 true :string_parse_to_chars :string_reverse :string_eq :string_concat 1 :string_parse_to_chars :integer_subtract :string_take true :string_contains :string_contains :string_contains 0)), :runtime (0.0031328240000000015 0.0031219319999999983 0.0031040720000000007 0.0031184840000000004 0.0030499719999999985 0.00308892 0.003058248000000002), :total-error 1, :amalgamated-error 1.021674452}
{:generation 124, :program (true :string_butlast :in2 :string_occurencesof_char :string_butlast :string_parse_to_chars :string_occurencesof_char :string_indexof_char :string_length :in1 :string_contains :string_indexof_char :string_contains :exec_dup (:string_drop)), :runtime (0.003133303999999999 0.003053184 0.003046372 0.003101680000000001 0.0031343359999999997 0.003075343999999997 0.0031135559999999987), :total-error 1, :amalgamated-error 1.021657776}
{:generation 125, :program (:in2 :in2 :string_parse_to_chars :in2 :string_contains "" :string_eq :string_remove_char :integer_quot :integer_eq :string_rest :integer_subtract :integer_quot :in1 :integer_quot :integer_eq :string_contains true :string_contains), :runtime (0.05952464400000005 0.0030787519999999997 0.00314752 0.003049488 0.0031214159999999984 0.0031155199999999984 0.003082116), :total-error 1, :amalgamated-error 1.078119456}
{:generation 126, :program (:string_take true :in2 :string_butlast :string_remove_char :string_concat 2 :string_remove_char :string_eq :string_rest :boolean_and :string_rest 1 :string_contains_char :string_parse_to_chars :string_remove_char :string_eq :integer_subtract :integer_quot :string_eq), :runtime (0.0031684079999999997 0.003111248000000003 0.003136964000000003 0.003139424000000001 0.0031549000000000004 0.003158256000000004 0.0031436199999999997), :total-error 1, :amalgamated-error 1.02201282}
{:generation 127, :program (:in2 :boolean_and :string_parse_to_chars :string_contains :string_parse_to_chars :string_butlast 0 2 true :string_contains_char :integer_add :string_concat :exec_dup (true :string_indexof_char :string_indexof_char) :string_butlast :string_contains :integer_eq 1 :string_from_char :boolean_eq), :runtime (0.0030533120000000007 0.0031306479999999998 0.0031178960000000006 0.0031552039999999996 0.003124432000000002 0.003116728 0.0030986599999999983), :total-error 1, :amalgamated-error 1.02179688}
{:generation 128, :program (:string_contains :in2 :boolean_or false :string_butlast :boolean_not :string_eq :boolean_eq :string_occurencesof_char :string_from_char :string_remove_char :integer_add :boolean_not 0 :string_parse_to_chars :boolean_and :integer_subtract true :string_drop :string_length :string_from_char :integer_mult :string_contains :string_eq), :runtime (0.0031488040000000003 0.0030894959999999993 0.003150956000000001 0.003134184 0.0031628880000000013 0.0031744639999999997 0.003043468000000002), :total-error 1, :amalgamated-error 1.02190426}
{:generation 129, :program (:in2 :in1 :string_contains false 1 :string_length :string_indexof_char :boolean_not :string_parse_to_chars :integer_add :in2 :string_parse_to_chars :string_contains :boolean_eq :string_nth 2 true :string_drop true :integer_mult :string_eq :string_drop), :runtime (0.003042324000000001 0.003190820000000001 0.0031374760000000006 0.0030901200000000026 0.003144720000000002 0.003171760000000001 0.0031540000000000014), :total-error 1, :amalgamated-error 1.02193122}
{:generation 130, :program (:string_parse_to_chars :exec_dup (false true false :in2 :integer_mult :string_parse_to_chars :exec_dup (:string_length :in1 :boolean_or :string_contains 2 :string_remove_char :string_contains :string_contains :exec_dup (:string_nth :string_drop :string_remove_char)))), :runtime (0.0031320599999999994 0.0032974240000000015 0.0031184560000000004 0.0031411320000000035 0.0031315519999999993 0.0028084720000000002 0.0030564439999999993), :total-error 1, :amalgamated-error 1.02168554}
{:generation 131, :program (:integer_mult :string_parse_to_chars :in2 :string_butlast :string_parse_to_chars :string_indexof_char :string_reverse :string_contains :string_parse_to_chars :boolean_or :string_indexof_char :boolean_not :string_butlast :boolean_eq true false :string_nth :boolean_or :string_drop :string_contains :string_eq :string_contains), :runtime (0.0030768079999999977 0.0031935880000000002 0.0031815 0.0031820959999999984 0.0031182679999999996 0.0031179479999999997 0.003151168000000002), :total-error 1, :amalgamated-error 1.022021376}
{:generation 132, :program (:boolean_or :boolean_and :boolean_eq :string_contains :string_indexof_char :in2 :string_from_char :string_rest :string_contains 1 1 true :string_parse_to_chars :string_contains true :string_contains), :runtime (0.0031851760000000022 0.003150831999999998 0.003152060000000001 0.003151116 0.003047351999999999 0.0030939680000000003 0.0031074479999999983), :total-error 1, :amalgamated-error 1.021887952}
{:generation 133, :program (:string_take true :in2 :string_butlast :string_parse_to_chars :string_parse_to_chars :string_eq true :boolean_not 0 :string_take :integer_subtract :string_reverse :string_indexof_char 1 true 2 :string_parse_to_chars 2 :string_rest :string_eq), :runtime (0.0031536679999999984 0.003132536 0.0031425280000000008 0.0031486200000000017 0.0031457719999999976 0.001836435999999999 0.0018213280000000007), :total-error 1, :amalgamated-error 1.019380888}
{:generation 134, :program (:string_take :exec_if (:boolean_eq true :in2 :string_butlast :string_contains :string_butlast :string_take :exec_if (:string_remove_char :string_eq true :string_eq :string_rest :string_parse_to_chars :string_drop 1 :string_contains_char :string_parse_to_chars true :string_remove_char :string_eq :string_contains) ()) ()), :runtime (0.0031258279999999985 0.0032138760000000014 0.0031551160000000008 0.0031721280000000006 0.0031714999999999994 0.003121756000000002 0.0031695319999999996), :total-error 1, :amalgamated-error 1.022129736}
{:generation 135, :program (:in2 :boolean_eq :string_contains :string_contains :string_parse_to_chars :in2 :string_rest :string_replace_char :boolean_eq true :string_occurencesof_char :string_parse_to_chars :string_contains :string_contains true :string_drop :string_from_char :string_contains true :string_contains :string_take), :runtime (0.0031102960000000015 0.003160267999999999 0.0031473120000000015 0.003283315999999999 0.0031353440000000013 0.0031342320000000007 0.002316608), :total-error 1, :amalgamated-error 1.021287376}
{:generation 136, :program (:in2 :string_nth :string_parse_to_chars true :string_length :string_butlast true :string_concat :integer_mult :string_parse_to_chars :exec_if (:string_length 1 :integer_quot :string_contains_char :string_contains :string_contains_char :string_contains_char :string_concat :string_replace_char) ()), :runtime (0.0031118599999999984 0.0031142920000000007 0.0031155799999999993 0.0030937359999999993 0.0030933240000000015 0.0031083720000000003 0.003104948000000001), :total-error 1, :amalgamated-error 1.021742112}
{:generation 137, :program (:in2 :exec_if (:string_rest :integer_eq :string_parse_to_chars :string_take true true :string_replace_char :string_iterate (:string_length :boolean_and 0 :string_take :string_take :string_contains :string_rest :string_contains :string_length :string_rest :string_concat :string_contains :integer_quot)) ()), :runtime (0.003063828000000002 0.0031129360000000006 0.003110524 0.0031478120000000003 0.0031671840000000017 0.0031057480000000015 0.003222316000000001), :total-error 1, :amalgamated-error 1.021930348}
{:generation 138, :program (:string_eq :string_butlast :string_parse_to_chars :string_parse_to_chars :in2 :string_concat :integer_subtract :string_parse_to_chars :string_parse_to_chars :integer_subtract :string_indexof_char true :string_concat 0 :string_contains :string_contains :string_length :integer_add :boolean_or :string_contains :string_replace_char), :runtime (0.003121576 0.0030983079999999997 0.003136320000000002 0.0031415040000000007 0.0031439200000000014 0.0031687840000000026 0.043220568), :total-error 1, :amalgamated-error 1.06203098}
{:generation 139, :program (:in2 :string_contains :string_iterate (:string_eq :string_nth :string_indexof_char true :integer_add :string_replace_char :string_iterate (:string_drop :boolean_and true :string_replace_char :in2 :string_parse_to_chars :string_length :boolean_or :string_length :string_rest :string_concat :string_contains :integer_quot :string_eq ""))), :runtime (0.0031018519999999987 0.0031482360000000004 0.003149592 0.0031082480000000044 0.0031574720000000006 0.0031564439999999987 0.0031451680000000046), :total-error 1, :amalgamated-error 1.021967012}
{:generation 140, :program (:string_rest :in2 :integer_subtract :string_butlast :string_from_char :integer_subtract :string_parse_to_chars :boolean_not :boolean_not :exec_if (:boolean_not true :string_from_char true true :string_contains :boolean_or :boolean_or :string_parse_to_chars :string_contains :string_eq) ()), :runtime (0.0031818680000000005 0.00324004 0.0031304280000000015 0.003151196000000001 0.014774855999999992 0.0030903919999999995 0.0031112120000000004), :total-error 1, :amalgamated-error 1.033679992}
{:generation 141, :program (:in2 :boolean_or :string_replace_char :string_parse_to_chars :integer_eq :string_contains :string_butlast :string_length 1 :string_from_char :string_indexof_char :boolean_or true :string_contains :integer_mult), :runtime (0.003087739999999999 0.0031988960000000014 0.003215488 0.003200276000000001 0.0030938919999999996 0.0031366759999999993 0.0031326320000000006), :total-error 1, :amalgamated-error 1.0220656}
{:generation 142, :program (:in2 :integer_subtract :string_parse_to_chars :boolean_not :string_indexof_char :string_iterate (:string_butlast :string_length :string_parse_to_chars :string_parse_to_chars true :string_occurencesof_char :string_contains :integer_subtract :string_eq :string_nth)), :runtime (0.002930652000000003 0.001796271999999999 0.0017971680000000007 0.0018346079999999993 0.0018692159999999995 0.0017929600000000006 0.0018169519999999988), :total-error 1, :amalgamated-error 1.013837828}
{:generation 143, :program (:string_concat :in2 :integer_add :string_parse_to_chars :boolean_not :exec_if (:in2 :string_from_char true :string_contains :string_eq :boolean_or :integer_mult :boolean_or :string_eq) ()), :runtime (0.003094775999999999 0.0030529680000000027 0.0031384680000000006 0.0031025519999999984 0.0030731520000000004 0.003131443999999998 0.0024546240000000003), :total-error 1, :amalgamated-error 1.021047984}
{:generation 144, :program (:string_length :string_contains_char :in2 :string_parse_to_chars :boolean_eq :boolean_not :exec_if (:in2 :string_contains true :string_eq :string_occurencesof_char :string_eq :boolean_or :string_eq) ()), :runtime (0.003111992000000001 0.0030772879999999996 0.0031239759999999997 0.0031411839999999987 0.003143076000000001 0.0031988599999999996 0.003242007999999999), :total-error 1, :amalgamated-error 1.022038384}
{:generation 145, :program (:string_rest :string_drop :in2 :integer_add :string_parse_to_chars :string_butlast :string_contains_char :in2 :string_from_char :string_rest :string_contains :string_eq :integer_quot :string_eq :boolean_or :integer_subtract), :runtime (0.003157836000000001 0.0030462879999999994 0.0031159159999999994 0.0031372280000000015 0.003091915999999997 0.0030365960000000008 0.003137628000000003), :total-error 1, :amalgamated-error 1.021723408}
{:generation 146, :program (:in2 :string_butlast :integer_mult :string_drop :boolean_not :integer_mult :string_parse_to_chars :string_take :string_reverse true :string_butlast true :integer_mult :in1 :string_take :string_contains :string_rest :string_contains :string_eq :string_contains :integer_quot :boolean_or :string_indexof_char 0), :runtime (0.0031552800000000008 0.003121260000000001 0.003146488000000001 0.003126519999999999 0.0030920560000000014 0.003114084000000001 0.0031474960000000027), :total-error 1, :amalgamated-error 1.021903184}
{:generation 147, :program (:in2 :in2 true :integer_mult :string_replace_char :string_parse_to_chars :string_contains :string_parse_to_chars true :string_butlast :string_reverse :string_contains :string_occurencesof_char :boolean_or :string_indexof_char :string_contains :string_contains_char :string_concat :string_contains), :runtime (0.003163223999999999 0.0031402839999999997 0.003124395999999999 0.003048284000000001 0.00315406 0.003096227999999999 0.003105232000000001), :total-error 1, :amalgamated-error 1.021831708}
{:generation 148, :program (:in2 :string_take :boolean_and :string_butlast :string_indexof_char :string_parse_to_chars :string_parse_to_chars :integer_add :integer_add :boolean_eq :string_parse_to_chars :boolean_eq :string_parse_to_chars :string_rest :string_from_char :string_contains :string_reverse :boolean_eq true :integer_mult :boolean_and true :string_contains), :runtime (0.003095424 0.0031769679999999983 0.003106068000000001 0.0032040839999999985 0.0032440959999999993 0.003209411999999999 0.0031757919999999976), :total-error 1, :amalgamated-error 1.022211844}
{:generation 149, :program (:in2 true :string_butlast :string_butlast :string_parse_to_chars :string_from_char :string_parse_to_chars 1 true true :string_length :string_contains 0 :string_contains :string_contains :string_contains :string_concat :string_contains "abcdefghijklmnopqrstuvwxyz"), :runtime (0.0031350999999999974 0.0030722639999999986 0.0030778800000000003 0.003103503999999999 0.003076324 0.0030910120000000006 0.0030990999999999996), :total-error 1, :amalgamated-error 1.021655184}
{:generation 150, :program (:in2 2 :string_concat false :string_parse_to_chars :string_from_char :string_contains_char :string_take :boolean_or :boolean_eq :string_rest :boolean_or true :integer_mult :string_parse_to_chars :string_concat :string_contains :string_contains :string_concat :string_contains :exec_if () ()), :runtime (0.0030488720000000006 0.0031261960000000017 0.003135447999999999 0.0030635759999999993 0.003103636000000001 0.01153885599999999 0.0031336120000000018), :total-error 1, :amalgamated-error 1.030150196}
{:generation 151, :program (:in2 :string_rest :boolean_not :string_parse_to_chars :integer_mult :exec_if (:boolean_eq 1 :string_contains true :string_parse_to_chars :string_contains :string_contains :integer_subtract :integer_add :string_contains :string_parse_to_chars :string_concat :in1) ()), :runtime (0.0031235520000000004 0.003141915999999999 0.0030800240000000007 0.0031482399999999983 0.003126251999999999 0.003145588000000001 0.003063332), :total-error 1, :amalgamated-error 1.021828904}
{:generation 152, :program (:exec_dup (:in2 :string_indexof_char :string_parse_to_chars :string_contains 1 :integer_mult true :exec_if (:string_take :string_parse_to_chars :string_contains_char 2 :string_contains_char :boolean_or :integer_eq :in2 :integer_quot :string_contains :string_contains "") ())), :runtime (0.037899252000000036 0.003145675999999999 0.0031558639999999982 0.0031746440000000003 0.003059955999999999 0.003035219999999998 0.003064896000000002), :total-error 1, :amalgamated-error 1.056535508}
{:generation 153, :program (:in2 :string_parse_to_chars :string_remove_char :in2 :string_parse_to_chars :boolean_not :boolean_or :string_occurencesof_char :string_occurencesof_char :string_length :string_rest true :string_contains :in1 :string_parse_to_chars :boolean_not true :string_contains true :string_contains :string_butlast :string_contains), :runtime (0.003088632 0.0031411159999999985 0.003179608000000002 0.003121267999999999 0.0031719600000000027 0.003152447999999999 0.0030024599999999985), :total-error 1, :amalgamated-error 1.021857492}
{:generation 154, :program (false :in2 :string_butlast :string_parse_to_chars :string_parse_to_chars :boolean_and :string_parse_to_chars true :string_contains :in1 :boolean_or :string_contains :string_parse_to_chars 0), :runtime (0.00315274 0.003128651999999999 0.003170864000000001 0.003144308 0.003068340000000001 0.0031826439999999984 0.0031615439999999996), :total-error 1, :amalgamated-error 1.022009092}
{:generation 155, :program (:in2 true :string_butlast :string_parse_to_chars :string_replace_char :string_parse_to_chars :boolean_or :string_parse_to_chars 1 true :string_length :string_contains :string_contains), :runtime (0.0031222760000000015 0.0031079560000000003 0.0031299799999999997 0.0031512399999999996 0.003055459999999999 0.003084111999999999 0.003131724000000002), :total-error 1, :amalgamated-error 1.021782748}
{:generation 156, :program (:in2 :string_eq :string_parse_to_chars :in2 :string_replace_char true false :string_concat :string_contains true :string_concat :string_contains :string_take :string_replace_char 2), :runtime (0.04246393599999995 0.0018421960000000002 0.001881988 0.0018704120000000003 0.001841268 0.001871644 0.0018916399999999987), :total-error 1, :amalgamated-error 1.0536630839999999}
{:generation 157, :program (:string_take :string_contains_char :string_concat :in2 :string_parse_to_chars true :string_eq false :string_parse_to_chars :integer_mult :string_concat :string_parse_to_chars true :string_length true true :string_contains :string_eq), :runtime (0.0032182399999999994 0.0031854519999999988 0.00321354 0.0031894119999999982 0.009204720000000001 0.0031090560000000007 0.003099948000000001), :total-error 1, :amalgamated-error 1.028220368}
{:generation 158, :program (:boolean_eq :boolean_not :in2 :string_butlast :string_parse_to_chars :string_parse_to_chars :string_butlast 1 "" :string_from_char :string_parse_to_chars :integer_subtract :integer_subtract true :string_length true :string_contains true :string_contains :string_replace_char :string_contains :integer_mult), :runtime (0.0030845799999999995 0.003094328 0.0031604200000000015 0.00317234 0.0032629439999999994 0.003093976000000001 0.0026115119999999964), :total-error 1, :amalgamated-error 1.0214801}
{:generation 159, :program (:in2 :boolean_or :boolean_eq :in1 :string_butlast true :string_parse_to_chars true :string_take :string_reverse :string_contains :boolean_eq :integer_add :string_reverse :integer_eq :string_contains_char true :in1 :boolean_and true :string_contains :string_contains :string_from_char), :runtime (0.003162144 0.0031573840000000022 0.0030909639999999986 0.0032044759999999965 0.00313684 0.0031628559999999995 0.0031544880000000004), :total-error 1, :amalgamated-error 1.022069152}
{:generation 160, :program (:in2 :in2 :in1 true :in1 :exec_if (:string_rest :string_contains_char :string_parse_to_chars 0 :string_contains true :string_drop :in1 :string_concat :boolean_or :boolean_or :string_drop :string_contains :string_contains :string_from_char) ()), :runtime (0.0031552879999999996 0.0030979759999999975 0.0030592559999999976 0.003173784000000001 0.003083360000000002 0.003070216 0.003262827999999998), :total-error 1, :amalgamated-error 1.021902708}
{:generation 161, :program (:in2 :string_rest :string_nth :string_butlast :string_parse_to_chars :boolean_eq :boolean_not :boolean_eq :string_take :integer_eq :string_length true true :string_from_char :integer_add :string_contains), :runtime (0.0031378559999999983 0.0032173440000000005 0.0031615880000000003 0.003209988 0.0031801040000000013 0.003075028 0.0031779760000000016), :total-error 1, :amalgamated-error 1.022159884}
{:generation 162, :program (:in2 :string_butlast :string_parse_to_chars :string_from_char :string_parse_to_chars :string_occurencesof_char :boolean_or :string_replace_char :string_length :string_from_char true :integer_subtract :string_butlast :string_reverse :string_concat true :string_replace_char 0 :string_contains), :runtime (0.0031610880000000003 0.0031182479999999997 0.0031480519999999993 0.0031216160000000015 0.0030732879999999974 0.0031541839999999995 0.003084412), :total-error 1, :amalgamated-error 1.021860888}
{:generation 163, :program (:in2 :boolean_eq :integer_eq :string_butlast :string_butlast :string_parse_to_chars :string_drop true :integer_mult true :string_length :string_contains :string_contains :string_eq :integer_eq :string_indexof_char :string_nth), :runtime (0.043154864000000015 0.0031713800000000006 0.003166947999999999 0.0030683320000000004 0.002423388 0.0018971480000000008 0.0018745959999999986), :total-error 1, :amalgamated-error 1.058756656}
{:generation 164, :program (:in2 :string_butlast :string_eq :string_parse_to_chars 1 :string_take :string_parse_to_chars :string_parse_to_chars true :string_concat :string_contains :string_contains 2 :string_iterate (:string_contains :string_contains :in1)), :runtime (0.00311728 0.0031637759999999984 0.0031071400000000013 0.0030778879999999987 0.003174852000000001 0.003144403999999998 0.003175000000000004), :total-error 1, :amalgamated-error 1.02196034}
