{:generation 0, :program (:string_occurencesof_char :integer_mult :string_reverse :string_from_char :string_parse_to_chars :string_length :string_replace_char :string_nth 1 :string_replace_char :string_rest :string_rest :exec_if (:string_butlast :boolean_or :string_contains_char :string_contains_char :string_remove_char :exec_dup (:integer_subtract "b" :string_butlast :string_indexof_char :integer_quot :string_occurencesof_char :in1 :string_drop :string_rest :string_nth :integer_mult 1 :string_reverse :string_occurencesof_char :string_iterate ("a" :string_take :integer_add "" :string_reverse :string_eq "b" :string_take :integer_eq :string_drop :string_concat :integer_subtract :string_indexof_char :boolean_or :integer_add) :string_reverse true :integer_mult 1 :string_drop true true :string_contains :boolean_not "b" :string_contains :string_concat :boolean_not :string_from_char :integer_add :string_from_char :boolean_eq :string_length :string_occurencesof_char :string_remove_char :string_butlast :string_butlast :boolean_and "abcdefghijklmnopqrstuvwxyz" :string_remove_char :integer_eq true :boolean_and :string_from_char :boolean_eq :string_nth "" :integer_quot "a" :string_contains_char :string_nth :string_replace_char :string_indexof_char "a" :string_nth)) ()), :runtime (0.003261468 0.0033213839999999967 0.003197548000000001 0.0032047200000000003 0.003187452000000001 0.0031833480000000008 0.003166432), :total-error 2, :amalgamated-error 2.022522352}
{:generation 75, :program (:in1 "a" :in1 :string_nth :string_iterate (:string_parse_to_chars :in1 :boolean_or :string_occurencesof_char true :integer_mult :string_from_char :string_remove_char :string_concat :boolean_or :integer_mult :string_indexof_char :boolean_eq :in1 :string_drop :integer_subtract :integer_mult :integer_eq :string_indexof_char :string_occurencesof_char :integer_subtract 1 :string_concat :string_iterate (:string_take :string_reverse :string_remove_char) :string_nth :string_butlast :string_contains :boolean_eq "b" :string_contains_char :integer_eq 0 false :string_concat :string_remove_char false false :string_from_char "a" :string_from_char :string_reverse false :string_eq false :string_length "" "")), :runtime (0.0032220120000000007 0.003195579999999999 0.0031780480000000006 0.0031776639999999997 0.0031133399999999983 0.0030871800000000014 0.003248404000000003), :total-error 0, :amalgamated-error 0.022222228000000004}
{:generation 76, :program (:in1 :string_iterate (:string_contains :boolean_or "a" "b" :string_reverse :string_nth :integer_mult :string_contains :in1 :string_occurencesof_char :boolean_or :string_reverse :string_length :string_drop true :string_contains_char :integer_add "b" :integer_subtract :in1 :boolean_eq :string_contains :string_length :string_nth :string_replace_char :string_concat :string_occurencesof_char) :string_rest :string_length :string_contains :string_drop :string_eq :string_butlast false :string_nth false), :runtime (0.003211151999999999 0.003151476000000002 0.003093191999999999 0.003103803999999999 0.0032266199999999995 0.003233164000000001 0.003269979999999999), :total-error 0, :amalgamated-error 0.022289387999999997}
{:generation 77, :program (:in1 :in1 :string_iterate ("" "b" "b" :string_reverse :string_nth true true :in1 :string_occurencesof_char :boolean_or :string_reverse :string_length :string_drop true :string_contains_char :integer_add "b" :integer_subtract :in1 :boolean_eq :string_contains :string_nth :string_nth) :string_concat :string_contains_char :integer_eq :string_contains :string_contains :string_take :string_eq :string_iterate (false :string_remove_char :integer_eq :string_contains_char :string_remove_char)), :runtime (0.0032462199999999997 0.0032446880000000003 0.0032711199999999985 0.0031458919999999995 0.0032188679999999993 0.003225939999999999 0.015950827999999993), :total-error 0, :amalgamated-error 0.035303555999999986}
{:generation 78, :program (:in1 :in1 :string_iterate (:integer_eq :string_replace_char :string_remove_char :string_contains :integer_add :integer_mult true "a" :string_parse_to_chars "" "a" :string_length :boolean_or true :string_concat :in1 :string_drop :string_reverse :integer_subtract :string_butlast :string_remove_char true :integer_mult) :in1 :string_reverse :string_parse_to_chars "a" :string_iterate (:integer_subtract "b" :string_contains "b" :exec_dup (0 :string_remove_char) false 0 :string_from_char :string_parse_to_chars false :string_nth false 1 0 false)), :runtime (0.003182196000000001 0.0032007599999999974 0.003188527999999999 0.0031542680000000013 0.0031812880000000013 0.0032285200000000003 0.0031729199999999996), :total-error 0, :amalgamated-error 0.022308480000000002}
{:generation 79, :program (:integer_quot :in1 :string_iterate (:in1 :boolean_or 1 :string_contains_char true :string_remove_char 0 :string_length :string_take :boolean_or :integer_subtract :string_indexof_char :string_remove_char true true :integer_add "b" :boolean_eq :in1 :boolean_eq :string_contains :string_contains :string_nth) :integer_mult :integer_subtract :string_take :integer_subtract :string_butlast :string_contains :string_butlast false :string_indexof_char "a" :string_contains :string_concat 1 false :string_nth "abcdefghijklmnopqrstuvwxyz" false :integer_subtract "b" :integer_add "b"), :runtime (0.003168428000000001 0.003165028 0.003212940000000001 0.003196015999999999 0.0018672399999999996 0.0018194519999999985 0.0018061879999999987), :total-error 0, :amalgamated-error 0.018235292}
{:generation 80, :program (:in1 :string_iterate ("" "b" :string_from_char :string_nth :string_remove_char :string_eq :in1 :string_occurencesof_char :boolean_or :integer_subtract :string_drop :string_length :string_from_char :integer_subtract 1 :integer_add "" "b" :in1 :boolean_eq :string_contains :string_iterate (:string_occurencesof_char :string_take :string_from_char) :string_eq :string_concat :string_take) :string_contains :boolean_eq :string_iterate (:string_concat) :string_occurencesof_char :string_take false :string_length :in1 :string_remove_char :integer_quot :string_contains_char :string_remove_char :string_from_char false false :boolean_and), :runtime (0.0031919520000000022 0.0031525319999999996 0.0031011360000000004 0.003195268 0.0032071439999999994 0.0031361559999999993 0.0032002199999999984), :total-error 0, :amalgamated-error 0.022184407999999996}
{:generation 81, :program (:in1 :integer_quot :string_iterate ("b" :integer_add :string_from_char :string_occurencesof_char :string_nth :string_remove_char :string_eq :in1 :string_occurencesof_char :boolean_or :integer_subtract :string_drop :string_length :string_from_char :integer_subtract 1 :integer_add "" :string_contains "b" :in1 :boolean_eq :string_contains :string_iterate (:string_occurencesof_char :string_from_char) :string_eq :string_concat :string_take :boolean_or) :string_contains :boolean_eq :string_concat :string_take false :string_length :in1 :string_remove_char :integer_subtract :integer_quot :string_contains_char :string_remove_char :string_from_char "b" false :boolean_and), :runtime (0.003269815999999999 0.0032893719999999983 0.0018546320000000002 0.0032340359999999996 0.0032877199999999988 0.0034070200000000006 0.0032540600000000013), :total-error 0, :amalgamated-error 0.021596656}
{:generation 82, :program (:string_parse_to_chars :string_replace_char :in1 :string_iterate (:string_contains :string_indexof_char "b" :string_drop :string_remove_char :integer_quot :string_reverse :boolean_or :string_reverse :boolean_eq :string_remove_char true :string_take :string_drop :string_remove_char :in1 :string_contains :string_reverse :string_drop true :string_drop) :string_contains_char :integer_mult :string_from_char :string_occurencesof_char "b" :string_nth :string_butlast :integer_quot "" :boolean_not :in1 :string_butlast :string_take :string_length :string_occurencesof_char :integer_subtract :string_remove_char :string_concat false "abcdefghijklmnopqrstuvwxyz" "abcdefghijklmnopqrstuvwxyz" "b"), :runtime (0.003146972 0.0031585559999999994 0.0031542840000000016 0.0030970680000000023 0.0031169640000000016 0.0031904559999999986 0.00321562), :total-error 0, :amalgamated-error 0.022079920000000003}
{:generation 83, :program (:in1 :in1 :string_iterate (:boolean_or "b" :string_remove_char :integer_quot :in1 :string_indexof_char :string_contains :boolean_or :string_reverse :string_butlast :string_length :string_reverse :integer_subtract :in1 :integer_mult :integer_add :string_reverse :string_nth :string_length :string_contains :string_from_char) :string_contains_char :string_eq :string_from_char :boolean_or :string_length :string_contains :integer_subtract "abcdefghijklmnopqrstuvwxyz" :string_eq :string_parse_to_chars :string_nth :string_indexof_char :string_reverse :integer_mult "" :string_occurencesof_char :string_butlast :string_contains :string_eq :string_butlast :integer_mult 1 false), :runtime (0.003183712000000001 0.0031979959999999977 0.0031736119999999997 0.003230176000000001 0.0031651320000000006 0.003220779999999999 0.0032162280000000002), :total-error 0, :amalgamated-error 0.022387636}
{:generation 84, :program (:in1 :in1 :string_iterate (:string_length "b" :string_remove_char true :in1 1 :string_butlast :string_indexof_char :string_contains :string_contains_char :string_reverse :string_concat :string_length :string_drop :integer_add :string_remove_char :integer_mult :string_drop :string_reverse :string_nth :string_length :string_remove_char :string_from_char :string_contains :string_contains_char true :string_from_char :exec_dup ()) :integer_add "b" "abcdefghijklmnopqrstuvwxyz" :string_concat :string_parse_to_chars :string_nth :string_concat :boolean_or :integer_mult false "" :string_occurencesof_char :string_butlast :string_contains :string_eq false :exec_dup ()), :runtime (0.003104919999999998 0.003183756000000002 0.0031457040000000005 0.0032114400000000003 0.0032239800000000013 0.0031497359999999985 0.003193228), :total-error 0, :amalgamated-error 0.022212764000000003}
{:generation 85, :program (:integer_quot :in1 :string_occurencesof_char :string_iterate ("b" :string_replace_char 1 :in1 :string_drop :string_contains :integer_add :string_contains :string_contains_char :string_from_char :string_occurencesof_char :string_replace_char "b" :string_nth :integer_add :in1 :integer_mult :integer_add :in1 :boolean_eq :string_eq :string_drop :string_from_char :string_eq :string_occurencesof_char :string_eq :string_contains :boolean_or) :string_contains :integer_subtract :string_rest false false "a" :string_remove_char :string_remove_char :string_indexof_char :integer_eq :string_butlast :string_contains false false "a" :string_from_char), :runtime (0.0031976640000000007 0.0031754879999999993 0.00322506 0.08858210400000002 0.0031710079999999995 0.003251703999999998 0.0032780119999999986), :total-error 0, :amalgamated-error 0.10788104000000001}
{:generation 86, :program (:integer_quot :in1 :string_occurencesof_char :string_iterate ("b" 1 :string_concat :in1 :string_drop :string_contains :integer_add :string_contains :string_contains_char :string_from_char :string_occurencesof_char :string_replace_char "b" :integer_add :in1 :integer_mult :integer_add :in1 :string_eq :string_drop :string_from_char :string_eq :string_occurencesof_char :string_eq :boolean_or) :string_contains :integer_subtract :string_rest false false "a" :string_remove_char :string_remove_char :string_indexof_char :integer_eq :string_butlast :string_contains false false "a" :string_from_char), :runtime (0.0031923239999999994 0.003221780000000002 0.0031926040000000025 0.0031298400000000014 0.003261556 0.003201999999999999 0.0032242599999999983), :total-error 0, :amalgamated-error 0.022424364000000006}
{:generation 87, :program (:in1 :in1 :string_occurencesof_char :string_iterate (true :string_contains_char :string_replace_char 1 :string_drop :integer_mult :integer_add :string_parse_to_chars :string_occurencesof_char :string_occurencesof_char :string_from_char :string_nth true :integer_subtract :string_nth :integer_mult :string_contains :in1 :boolean_eq :string_contains :string_eq true :integer_mult :string_eq :string_occurencesof_char :string_eq :string_contains :string_contains_char "") :string_concat true :string_rest "abcdefghijklmnopqrstuvwxyz" :string_contains_char "a" "b" :string_butlast :string_remove_char :string_reverse :string_contains false :string_indexof_char "a" :string_from_char), :runtime (0.003193348000000001 0.003291700000000002 0.0032681599999999987 0.0033055839999999986 0.0032621520000000004 0.003238096000000002 0.003261484000000003), :total-error 0, :amalgamated-error 0.022820524000000005}
{:generation 88, :program (:integer_quot :in1 :string_occurencesof_char :string_iterate ("b" 1 :string_concat :in1 :string_contains :integer_add :string_contains :string_contains_char :string_from_char :boolean_and :string_occurencesof_char :string_replace_char "b" :boolean_eq :string_drop :in1 :integer_mult :integer_add :boolean_or :in1 :string_eq :boolean_eq :string_drop :string_from_char :string_eq :string_occurencesof_char :string_eq :boolean_or :string_rest) :string_contains :integer_subtract :string_rest false false 0 "a" :string_remove_char :string_remove_char :string_indexof_char :integer_eq 0 :integer_quot :string_butlast :string_iterate (:string_contains false :string_parse_to_chars "a" :string_from_char)), :runtime (0.0032616400000000014 0.003190728 0.006525663999999995 0.003269495999999999 0.0032031120000000023 0.003231632 0.003292819999999999), :total-error 0, :amalgamated-error 0.025975091999999995}
{:generation 89, :program (:in1 :in1 :string_iterate (:string_contains :string_contains_char true true "a" :string_take :string_take :integer_quot :integer_mult :string_nth "a" :string_parse_to_chars :string_concat :integer_add :in1 :string_length :string_rest :string_replace_char :string_eq "b" :integer_add) :string_contains :string_concat :boolean_and :string_from_char false :string_indexof_char :string_eq :string_replace_char false :string_replace_char :string_contains false false :string_concat :boolean_or :string_occurencesof_char 1 1 "a" "abcdefghijklmnopqrstuvwxyz"), :runtime (0.003230352 0.0025976319999999995 0.0018315239999999997 0.0018387439999999996 0.001871847999999999 0.0018320559999999984 0.0018931000000000006), :total-error 1, :amalgamated-error 1.015095256}
{:generation 90, :program (:in1 :string_iterate (:string_occurencesof_char :string_replace_char :string_contains_char "b" :string_replace_char :string_contains "b" :string_indexof_char :string_from_char true :string_drop :integer_quot :integer_add :integer_quot :integer_subtract :integer_add :integer_add :integer_add :string_occurencesof_char :string_rest :string_contains :string_eq "b" :integer_add :integer_add :string_butlast :string_contains_char :string_occurencesof_char 1 :string_rest :integer_mult true) false :string_contains :string_replace_char :integer_subtract false :exec_if () ("a" :string_length :string_take :exec_if (false false :exec_if () ()) ())), :runtime (0.0032060559999999992 0.0019268599999999996 0.001906935999999999 0.0018296999999999999 0.0018229679999999997 0.0018513199999999998 0.0018275919999999994), :total-error 1, :amalgamated-error 1.014371432}
{:generation 91, :program (:in1 :string_iterate (:string_contains :in1 :string_replace_char :string_indexof_char :string_contains :string_replace_char :string_occurencesof_char :string_contains "a" "abcdefghijklmnopqrstuvwxyz" :string_nth :string_take 1 :integer_add :integer_mult true :integer_add :integer_add :string_concat :integer_mult :string_indexof_char :string_contains :string_rest "a" :string_take :string_rest :string_butlast) :string_take :string_butlast :string_replace_char :boolean_not :string_contains 0 :boolean_eq 0 :boolean_or false :string_remove_char :string_take), :runtime (0.003259784 0.0032563039999999985 0.0032505920000000005 0.00324358 0.003238143999999999 0.003253628000000001 0.0032200440000000005), :total-error 0, :amalgamated-error 0.022722076}
{:generation 92, :program (:in1 :in1 true :string_iterate (:string_drop true true :integer_subtract :string_eq :integer_mult :integer_subtract true :string_parse_to_chars :string_eq :integer_add :integer_subtract :exec_if (:string_occurencesof_char :string_take :string_contains_char :boolean_eq :string_contains :string_reverse) ("b" :boolean_eq :boolean_not :string_contains) :string_contains :string_take) :integer_mult false :string_replace_char "b" :string_replace_char :string_drop :string_concat false :string_parse_to_chars :integer_quot :string_reverse :string_occurencesof_char :integer_subtract "abcdefghijklmnopqrstuvwxyz" "" :string_indexof_char), :runtime (0.003216236 0.0018949119999999984 0.0018836560000000003 0.0018165879999999994 0.00184844 0.0018811319999999993 0.001836724), :total-error 1, :amalgamated-error 1.014377688}
{:generation 93, :program (:in1 :string_rest :in1 :string_iterate (:string_indexof_char :integer_mult :string_indexof_char :string_take 0 :integer_subtract :string_contains_char "b" :integer_add :integer_add :in1 :in1 :string_occurencesof_char 0 :string_concat :string_reverse :string_from_char :string_contains :string_contains 0 :string_take :string_reverse :string_rest) :integer_quot :string_take :string_drop false :in1 :string_eq :exec_dup (:integer_eq :string_butlast :boolean_or :string_indexof_char :integer_eq true) :string_contains :integer_subtract :string_replace_char "b" false :integer_subtract false false false false), :runtime (0.0031813279999999985 0.003172439999999999 0.003189080000000002 0.003206876 0.05525292 0.00317732 0.0031804839999999977), :total-error 0, :amalgamated-error 0.074360448}
{:generation 94, :program (:string_rest :in1 :string_iterate (1 true :integer_subtract true :string_contains :boolean_and true :string_butlast 0 :string_parse_to_chars :string_eq :string_remove_char :string_length :integer_mult :string_concat :string_replace_char :string_contains_char "a" :string_remove_char :string_reverse :string_drop :boolean_and :string_contains_char :string_iterate () :string_nth :in1 :string_contains :string_eq :string_indexof_char :integer_mult :string_contains "abcdefghijklmnopqrstuvwxyz") :string_parse_to_chars false :string_replace_char :string_iterate (false :string_take false :string_remove_char "a" :string_remove_char :integer_quot :string_contains false :integer_add :string_contains_char false :string_length)), :runtime (0.0018439439999999993 0.003194076 0.003167504000000001 0.003079655999999999 0.0032096399999999997 0.0032648799999999974 0.001810428), :total-error 0, :amalgamated-error 0.019570127999999996}
{:generation 95, :program (:in1 :string_iterate (:string_occurencesof_char :string_from_char true :string_indexof_char true :string_rest :in1 :string_contains "a" :integer_add :string_reverse :string_nth :string_parse_to_chars :integer_mult true :boolean_or :string_reverse :boolean_and true "" :string_from_char :string_from_char :string_length :integer_mult :string_eq :string_rest :string_butlast :string_parse_to_chars :boolean_not) :string_replace_char :integer_add :boolean_not false :boolean_not 0 :boolean_or :string_butlast false 1 false :integer_add :string_replace_char false), :runtime (0.003220251999999999 0.003209196 0.0032977159999999987 0.003216844000000002 0.0032712799999999997 0.0031990759999999995 0.0029413920000000027), :total-error 0, :amalgamated-error 0.022355756000000004}
{:generation 96, :program (:in1 :string_iterate (:string_from_char :in1 :boolean_eq :string_rest :string_nth true :string_eq :integer_mult true :boolean_or :string_indexof_char :string_from_char 1 "b" true :string_occurencesof_char "b" :string_from_char :string_length :in1 :string_contains_char :string_occurencesof_char :string_contains :string_occurencesof_char 0 :string_eq "abcdefghijklmnopqrstuvwxyz") :string_eq false :string_eq true :string_length :boolean_or :integer_mult :string_indexof_char :string_nth :string_contains_char :boolean_or :string_contains_char :string_occurencesof_char :string_remove_char :integer_eq :integer_quot :in1 :string_rest false :string_contains :string_length :string_drop), :runtime (0.003141372000000001 0.0032892600000000004 0.001830419999999999 0.001811668 0.0019035000000000007 0.0018460959999999995 0.0018739399999999997), :total-error 0, :amalgamated-error 0.015696256000000002}
{:generation 97, :program ("abcdefghijklmnopqrstuvwxyz" :in1 :string_iterate (true :string_reverse :string_contains_char :integer_add :integer_subtract :string_reverse :string_contains_char :string_butlast :string_contains "b" :string_remove_char :string_parse_to_chars :in1 :integer_subtract :boolean_or "b" :string_contains_char 1 :string_from_char) :string_remove_char "abcdefghijklmnopqrstuvwxyz" :string_contains :string_reverse :integer_subtract :string_indexof_char true 1 :string_nth "abcdefghijklmnopqrstuvwxyz" 0 :string_reverse :string_contains_char :string_parse_to_chars :integer_mult :string_rest "abcdefghijklmnopqrstuvwxyz" :string_parse_to_chars false false :string_contains_char :boolean_and), :runtime (0.0032488799999999996 0.003211656 0.05135661599999999 0.003103603999999999 0.0031476240000000008 0.0031946479999999983 0.0031836799999999995), :total-error 0, :amalgamated-error 0.07044670799999997}
{:generation 98, :program (:in1 :string_iterate (true :string_remove_char true :integer_eq :string_take 0 true 0 :integer_quot :string_rest :string_concat :string_rest :boolean_or true :boolean_eq :string_rest :string_length "abcdefghijklmnopqrstuvwxyz" :string_from_char true :string_concat true) 1 :integer_mult 0 :string_butlast :string_contains :string_take "" :integer_subtract :string_nth :string_butlast "b" 1 :string_contains_char 0 :string_rest :string_drop false :string_contains_char :boolean_and :string_drop false :integer_add :string_drop :string_length false false :string_parse_to_chars "b" ""), :runtime (0.0018384279999999992 0.0019122199999999996 0.0018474280000000006 0.0018291760000000003 0.001840719999999999 0.0018641600000000006 0.0018334400000000004), :total-error 1, :amalgamated-error 1.012965572}
{:generation 99, :program (:in1 :string_iterate (:string_iterate (:string_remove_char :string_replace_char 0 :string_remove_char :integer_mult :string_drop :integer_subtract true true true :string_reverse :string_from_char :boolean_or :string_reverse :string_contains_char :string_occurencesof_char true true true :boolean_eq :string_eq true :string_contains) :exec_dup ("b") :in1 :string_indexof_char "a") :string_concat :string_parse_to_chars :string_contains false :boolean_and :string_contains :string_remove_char :string_butlast :integer_subtract 1 :string_rest false :string_reverse "a" false 0 :in1 false), :runtime (0.003167768000000001 0.0032533519999999997 0.003095436000000001 0.003051275999999999 0.00183316 0.0018896479999999996 0.001827744), :total-error 1, :amalgamated-error 1.018118384}
{:generation 100, :program (1 :in1 :string_iterate (0 :integer_mult :string_length :string_replace_char true :boolean_eq :string_concat :integer_quot :integer_add :string_reverse :in1 :string_rest :string_take :string_contains :string_drop :string_occurencesof_char :string_drop :string_eq :integer_mult :string_take "b") "" :string_contains :string_eq :integer_eq :boolean_or :boolean_and :string_butlast :string_remove_char :string_contains "abcdefghijklmnopqrstuvwxyz" :integer_mult :exec_dup (false :integer_subtract false :integer_eq false)), :runtime (0.0031767680000000004 0.0031494159999999978 0.0032371800000000023 0.002015759999999999 0.0018920520000000004 0.001818576000000001 0.001889587999999999), :total-error 1, :amalgamated-error 1.01717934}
{:generation 101, :program (:in1 :string_reverse :string_iterate (:string_replace_char true true :string_contains :integer_subtract :in1 :string_from_char :string_concat :integer_quot true :string_occurencesof_char :string_occurencesof_char :string_rest :string_nth :string_reverse :string_nth :string_parse_to_chars :integer_add :boolean_and :integer_subtract :boolean_not true :string_length :string_reverse "b" :integer_mult :integer_quot :string_butlast :string_rest :string_indexof_char :string_nth false :string_contains) "a" "b" :string_from_char "" :exec_dup (0 :integer_quot true false :string_iterate (:string_butlast "b" false "abcdefghijklmnopqrstuvwxyz" false))), :runtime (0.0031656479999999996 0.0020577839999999996 0.003219428 0.0019274239999999972 0.003196244000000001 0.003248700000000001 0.0019019320000000005), :total-error 0, :amalgamated-error 0.01871716}
{:generation 102, :program (:in1 :string_indexof_char :string_iterate (0 true :string_drop :string_reverse :string_contains :string_eq :integer_subtract :string_occurencesof_char :string_contains :string_rest true 1 :string_replace_char 1 :string_take :string_occurencesof_char :string_rest :integer_subtract :in1 true :string_replace_char) :string_rest true :integer_quot :string_contains_char :string_indexof_char :string_rest :string_take :string_reverse :string_contains "abcdefghijklmnopqrstuvwxyz" "a" :string_concat "abcdefghijklmnopqrstuvwxyz" "abcdefghijklmnopqrstuvwxyz" "a" false :integer_subtract), :runtime (0.0018880159999999997 0.001841995999999998 0.0018296000000000005 0.0018379999999999996 0.001896716 0.001840872 0.0018674599999999996), :total-error 1, :amalgamated-error 1.01300266}
{:generation 103, :program (:in1 :string_indexof_char :string_iterate (:boolean_not :string_contains :integer_eq :string_drop :integer_subtract :integer_add :integer_mult true true :string_reverse :boolean_or :integer_mult "" :string_concat :boolean_eq 1 :integer_mult :string_nth :string_take :string_take :string_occurencesof_char :boolean_eq :integer_mult :string_take :integer_mult :string_contains :in1 :integer_add :string_indexof_char) :boolean_or :string_contains :string_rest :string_take false :string_remove_char :boolean_not :string_contains_char false :string_occurencesof_char :string_contains false :string_replace_char false :string_rest :string_reverse :string_occurencesof_char :string_remove_char), :runtime (0.0031903560000000005 0.0032030080000000007 0.003242548 0.0032540239999999986 0.0032217079999999976 0.003136840000000001 0.011703620000000007), :total-error 0, :amalgamated-error 0.030952104000000008}
{:generation 104, :program (:in1 :boolean_eq :string_iterate (:in1 :string_remove_char :boolean_eq :string_butlast :string_drop :string_contains_char :string_contains_char :string_drop :string_take :string_parse_to_chars :string_contains "b" 0 :string_nth 1 1 :string_occurencesof_char :string_reverse :integer_subtract :string_indexof_char :string_from_char :string_length 1 :string_reverse :string_concat) :string_concat :string_reverse false :boolean_or 1 :string_contains :integer_eq false :integer_eq :exec_dup () :string_eq :string_remove_char false :string_indexof_char 1 0 :integer_subtract :string_remove_char false false :string_drop :integer_quot), :runtime (0.027501972000000003 0.0031628840000000004 0.0031829920000000017 0.0032388440000000007 0.05927392799999996 0.002812607999999999 0.003192796), :total-error 0, :amalgamated-error 0.10236602399999996}
{:generation 105, :program (:in1 :string_iterate (:string_iterate (:string_occurencesof_char true true :integer_subtract :integer_mult :in1 :integer_subtract :string_concat :integer_quot true :string_from_char :string_occurencesof_char :boolean_eq :string_nth :string_contains :string_remove_char :string_take :string_parse_to_chars :string_length :boolean_eq :string_take true :string_contains 1 :string_from_char :string_drop :string_butlast :string_rest) :string_indexof_char false :string_contains_char :string_butlast :integer_mult) :string_butlast "abcdefghijklmnopqrstuvwxyz" :string_from_char false 0 :string_eq :string_contains "abcdefghijklmnopqrstuvwxyz" :string_iterate (:string_nth :string_eq :string_butlast false :string_drop :string_parse_to_chars false)), :runtime (0.003186176 0.00325134 0.003180256000000002 0.0031775039999999994 0.0032425560000000023 0.0032349360000000003 0.0021490999999999993), :total-error 0, :amalgamated-error 0.021421868000000004}
{:generation 106, :program (:in1 :integer_quot :string_contains :string_iterate (:string_replace_char :string_length :string_rest :string_remove_char :string_remove_char :string_butlast true true :string_occurencesof_char :string_nth 0 :string_rest :string_concat "b" :string_indexof_char :string_eq :string_indexof_char :integer_mult true :string_eq true :string_concat) :string_concat :string_nth :string_indexof_char :string_take :integer_add :integer_mult :string_contains_char 0 :string_contains :integer_eq :string_from_char false false :in1 false :string_rest false :string_concat false false false false), :runtime (0.0031843679999999995 0.0018657759999999993 0.0018447080000000002 0.0019128440000000001 0.0018939999999999996 0.001844663999999999 0.0018426279999999998), :total-error 1, :amalgamated-error 1.014388988}
{:generation 107, :program (:in1 :string_iterate ("" 0 :string_nth false :string_contains "b" :string_eq :string_from_char :string_drop :integer_subtract true true :string_nth :string_contains :string_replace_char 1 :boolean_or :string_remove_char :integer_quot "a" :string_parse_to_chars :string_replace_char 1 true true true) true :integer_add :integer_mult 1 false :integer_add :string_rest :string_occurencesof_char "a" 0 "a" :string_butlast false :string_rest :string_occurencesof_char :string_replace_char "abcdefghijklmnopqrstuvwxyz" :string_contains false :string_rest false), :runtime (0.0031968399999999985 0.0029016200000000015 0.0018925879999999993 0.0018841200000000021 0.0018190239999999996 0.0019038560000000015 0.0018285119999999985), :total-error 1, :amalgamated-error 1.01542656}
{:generation 108, :program (:in1 :string_iterate (:string_remove_char :string_remove_char true 0 true :string_drop true :in1 :integer_add true :integer_mult :boolean_and :boolean_eq :integer_quot :string_occurencesof_char :string_contains "" :string_rest :string_reverse :string_drop :boolean_or :integer_quot :string_take "b" :string_occurencesof_char :boolean_eq :integer_mult :boolean_or :string_parse_to_chars false 1) :string_butlast :string_from_char false "abcdefghijklmnopqrstuvwxyz" :string_reverse :string_indexof_char :string_contains false :string_concat :boolean_and :integer_add false), :runtime (0.0032053719999999997 0.003205540000000003 0.0031744479999999973 0.003102279999999997 0.0032526880000000005 0.0025832199999999994 0.0018983840000000004), :total-error 0, :amalgamated-error 0.020421932}
{:generation 109, :program (:in1 1 :string_iterate (true :string_remove_char :string_take :string_reverse :boolean_eq "b" "" :in1 :boolean_or true :string_concat :string_contains :string_contains :string_take :string_nth :string_contains :string_concat :string_indexof_char :string_occurencesof_char :string_reverse :integer_mult :in1 :string_from_char :string_length :integer_subtract :exec_if (:string_reverse :string_concat :integer_add false 1 :string_eq) (:string_concat :integer_eq 0 :string_occurencesof_char true :boolean_eq :string_eq :boolean_not false :string_iterate ("abcdefghijklmnopqrstuvwxyz" :string_indexof_char :string_drop :string_indexof_char 0)))), :runtime (0.0031787439999999985 0.003170408000000001 0.0032280919999999984 0.0032679799999999985 0.003221144000000003 0.0032328039999999984 0.0030941200000000014), :total-error 0, :amalgamated-error 0.022393292000000002}
{:generation 110, :program (:in1 1 :string_iterate (:string_remove_char true :boolean_and :string_reverse :boolean_eq "b" "" :in1 :integer_add true :string_concat :string_contains :string_contains :string_remove_char :string_from_char :string_contains :string_concat :string_indexof_char :string_reverse :string_nth :integer_mult :string_rest :string_from_char :integer_subtract :integer_subtract :string_drop :string_reverse :string_concat 0 false) :string_eq false :integer_eq 0 :string_occurencesof_char :integer_add :boolean_eq :string_eq :boolean_not false :boolean_eq 0 :string_indexof_char :string_drop false 0 :string_iterate (:string_drop)), :runtime (0.003217180000000001 0.003113699999999999 0.003593027999999998 0.0031559920000000007 0.0031614199999999986 0.0031562479999999982 0.003176756), :total-error 0, :amalgamated-error 0.022574323999999993}
{:generation 111, :program (:in1 1 :string_iterate (:string_remove_char :string_take true :boolean_and :string_reverse :boolean_eq "b" "" :in1 :integer_add true :string_concat :string_contains :string_contains :string_remove_char :string_from_char :string_contains :string_parse_to_chars :string_concat :string_reverse :string_nth :string_indexof_char :integer_mult :string_rest :string_from_char :integer_subtract :integer_subtract :string_drop :string_reverse :string_concat 0 false) :string_eq false :integer_eq 0 :string_occurencesof_char :integer_add :boolean_eq :boolean_eq :string_eq :boolean_not false :boolean_eq 0 :string_drop false 0 :string_iterate (:string_drop :string_indexof_char)), :runtime (0.0032244 0.0032577159999999977 0.00324204 0.0032352279999999997 0.05706145599999999 0.0032196479999999994 0.0031515120000000013), :total-error 0, :amalgamated-error 0.07639199999999999}
