{:generation 0, :program (1 :string_take :string_replace_char false :string_occurencesof_char :string_reverse :integer_add :string_parse_to_chars :in2 true "" :string_take :in2 :string_iterate (:integer_add :string_from_char :string_concat 2 :string_indexof_char :integer_subtract :string_from_char :string_nth :string_nth :string_contains :string_replace_char :string_length :boolean_not :boolean_and 2 :string_contains "abcdefghijklmnopqrstuvwxyz" :boolean_not :string_remove_char :string_replace_char :string_contains :boolean_or :string_contains 2 :string_eq)), :runtime (0.0031701120000000014 0.003194880000000001 0.0030761440000000016 0.003177440000000001 0.003162472000000001 0.003103856 0.0032259880000000025), :total-error 2, :amalgamated-error 2.022110892}
{:generation 74, :program (:in1 :string_indexof_char :string_butlast :in2 :string_from_char :string_iterate (:string_iterate (:boolean_not :integer_mult :string_contains_char :string_occurencesof_char :string_eq :integer_mult 2 :string_eq false :string_reverse :boolean_and :boolean_or :string_occurencesof_char :string_occurencesof_char :string_drop false :string_reverse :string_rest false false 2 :integer_add :string_reverse :string_indexof_char :string_contains :string_occurencesof_char false :integer_eq :string_length 2 :string_butlast :string_remove_char :string_occurencesof_char true :string_contains :string_contains :string_contains true))), :runtime (0.003254940000000001 0.0032234679999999967 0.003172551999999999 0.003107796000000001 0.0031004479999999996 0.0031669279999999977 0.0018495479999999997), :total-error 1, :amalgamated-error 1.02087568}
{:generation 75, :program (:boolean_eq :in2 :in2 :string_iterate (:string_iterate (:boolean_eq :in2 :integer_eq :boolean_or :string_indexof_char :integer_quot :string_concat 2 :string_rest :string_butlast :string_length :string_concat :integer_mult :string_eq :string_drop :string_indexof_char :in2 :integer_mult :string_contains "abcdefghijklmnopqrstuvwxyz" :string_contains :integer_add :string_drop :integer_eq :string_drop 2 :string_from_char :string_remove_char :string_indexof_char :string_drop :string_contains :integer_eq :string_take :string_indexof_char :string_butlast :integer_mult :boolean_or :string_contains_char :string_indexof_char :boolean_or true))), :runtime (0.003246327999999999 0.10985498799999997 0.001897399999999999 0.0018440719999999996 0.0018251919999999998 0.0018688919999999994 0.0018227480000000006), :total-error 1, :amalgamated-error 1.12235962}
{:generation 76, :program (:string_iterate (2 :in2 :in2 :string_iterate (:string_from_char :in2 :string_contains :string_contains_char :integer_mult :string_occurencesof_char :boolean_and :in2 false :string_occurencesof_char :integer_mult :string_concat :string_concat :string_parse_to_chars :boolean_and false :string_from_char :boolean_eq :string_contains "" :string_length :string_reverse false false :integer_subtract 2 :boolean_or :string_remove_char :string_indexof_char :string_indexof_char :string_length :string_concat false :string_take :string_indexof_char :string_contains :string_parse_to_chars true) :string_drop :integer_quot)), :runtime (0.003084268 0.0032088920000000022 0.0032084799999999984 0.0031757479999999995 0.0031665439999999994 0.003151175999999998 0.0031592320000000014), :total-error 1, :amalgamated-error 1.02215434}
{:generation 77, :program (:integer_add :in2 :integer_quot 1 :boolean_eq 0 :string_iterate (:string_eq :string_drop :boolean_or :integer_subtract :string_parse_to_chars :string_butlast :boolean_eq :string_contains :string_concat false 2 :string_occurencesof_char :string_reverse 1 :integer_quot :integer_subtract :string_drop :string_eq false :boolean_and :string_length :string_iterate (:string_rest :string_take :integer_add :string_nth :string_drop 2 :string_rest :string_contains :string_replace_char false :string_contains_char true :string_nth) :boolean_or)), :runtime (0.003174332000000003 0.0032386119999999997 0.0031872799999999994 0.0031725360000000014 0.003188176000000002 0.003156336000000001 0.003192520000000001), :total-error 1, :amalgamated-error 1.022309792}
{:generation 78, :program (:in2 :in2 :string_iterate (:string_concat :string_take :boolean_eq :string_butlast :integer_mult 2 :boolean_eq :in2 :string_length false :string_from_char false :integer_add :string_contains "" :in1 0 :string_rest :string_contains :string_length :integer_quot :string_contains :string_indexof_char :string_parse_to_chars :string_contains :string_contains :string_contains :string_remove_char :string_replace_char true :integer_add :string_length :string_rest :string_butlast :string_contains_char :boolean_or true)), :runtime (0.0031701720000000006 0.003219560000000003 0.003095000000000002 0.009106816000000005 0.0032307759999999994 0.0032350399999999994 0.0032566519999999983), :total-error 1, :amalgamated-error 1.028314016}
{:generation 79, :program (:in2 true 2 :string_reverse :boolean_or :in2 2 :string_iterate (:string_iterate (true "abcdefghijklmnopqrstuvwxyz" :boolean_not :string_butlast :string_occurencesof_char :boolean_or :string_eq :string_length :exec_if (:integer_eq :string_remove_char false :integer_mult :string_contains_char :integer_quot :string_butlast :string_concat :string_take :string_drop :string_nth :string_parse_to_chars :in2 2 :string_length :string_drop :string_drop :string_contains :string_remove_char :string_eq :string_nth "" :string_contains_char :string_replace_char true :boolean_or true) (:string_from_char :string_concat) :string_concat :string_contains))), :runtime (0.0031284 0.003212179999999997 0.003137491999999997 0.07125336399999997 0.0032544120000000004 0.0018506919999999993 0.001892304), :total-error 1, :amalgamated-error 1.087728844}
{:generation 80, :program (:integer_add 1 :in2 :string_iterate (1 :string_iterate (:integer_mult :string_drop :boolean_or :integer_subtract :string_occurencesof_char false :string_contains :string_from_char 2 :string_concat :string_concat false :string_parse_to_chars 1 :integer_quot :string_occurencesof_char :integer_quot :string_eq :integer_eq false :boolean_and :string_length :string_iterate (false :string_remove_char :string_iterate (:integer_add :string_parse_to_chars :string_butlast :string_rest :string_replace_char :string_butlast true :string_contains_char true))))), :runtime (0.0033157599999999988 0.003208024 0.003087460000000001 0.0032109240000000004 0.0031562359999999993 0.009420092 0.0030360679999999994), :total-error 1, :amalgamated-error 1.028434564}
{:generation 81, :program (:string_eq :in2 "" :in2 true :integer_add 2 :in2 :string_iterate (true :string_eq :boolean_eq false :string_parse_to_chars :string_occurencesof_char :boolean_and :string_length false :string_concat false :string_occurencesof_char :integer_mult :in1 :integer_add 1 "" :integer_quot :string_remove_char :string_drop 2 :string_contains :boolean_or :string_indexof_char :string_drop :string_parse_to_chars :string_contains 1 :string_replace_char true :integer_subtract :string_length :string_replace_char :string_butlast true)), :runtime (0.0032223399999999998 0.0031947999999999994 0.0032573320000000004 0.0032048679999999974 0.0031787080000000014 0.003213083999999999 0.0031789360000000003), :total-error 1, :amalgamated-error 1.022450068}
{:generation 82, :program (:string_occurencesof_char :string_eq 2 :string_iterate (:integer_quot :string_length :in2 :in2 :in2 true :string_occurencesof_char "abcdefghijklmnopqrstuvwxyz" "abcdefghijklmnopqrstuvwxyz" :boolean_not true :string_drop :in1 "" :string_contains :in2 :string_eq :string_remove_char :in2 :string_parse_to_chars :string_rest :string_rest false :integer_quot :string_contains_char false :string_drop 0 :string_length :string_take true :string_contains :boolean_not :string_concat :string_contains_char true :string_contains)), :runtime (0.0032679880000000007 0.0032019960000000017 0.0020008280000000014 0.003197892 0.0031984759999999996 0.0025997600000000017 0.002227412), :total-error 1, :amalgamated-error 1.019694352}
{:generation 83, :program (:in2 :boolean_eq :boolean_eq :string_iterate (:boolean_and :string_iterate (:string_concat :boolean_and :boolean_not :integer_subtract true :string_drop :integer_mult :string_eq false :string_eq true :integer_mult :in2 :string_replace_char :string_butlast :string_contains :string_eq :integer_quot :boolean_eq 1 :string_remove_char :string_parse_to_chars false :integer_subtract :string_concat :string_parse_to_chars :integer_add :integer_mult :boolean_or :integer_add :string_take :in1 :integer_eq :string_contains_char :string_iterate (:string_parse_to_chars 0 :string_reverse :integer_subtract :string_eq true true 2 :string_contains :string_replace_char :string_rest :in1 true)))), :runtime (0.003199488 0.0032034039999999987 0.0031604959999999996 0.003156203999999998 0.0032319960000000026 0.003114559999999999 0.0032323119999999998), :total-error 1, :amalgamated-error 1.02229846}
{:generation 84, :program (:in2 1 false false :string_from_char :string_iterate (1 :string_rest :integer_eq :string_occurencesof_char :integer_subtract :string_occurencesof_char :integer_subtract :string_contains :string_butlast :string_butlast :string_occurencesof_char :boolean_and :string_parse_to_chars :string_drop :string_nth :string_length :integer_subtract :string_concat :string_contains :integer_subtract :string_contains :integer_eq :string_reverse :in1 :string_rest :string_nth :string_remove_char 0 :boolean_and :string_butlast :integer_eq "abcdefghijklmnopqrstuvwxyz" 2 true true :string_length true :in1 :boolean_not true :string_replace_char)), :runtime (0.00309912 0.0032049559999999997 0.0032287840000000028 0.003169179999999997 0.0072521799999999996 0.003158576 0.003204236000000001), :total-error 1, :amalgamated-error 1.026317032}
{:generation 85, :program (:string_eq true :string_iterate (:integer_quot :string_iterate (1 :in2 :string_iterate (2 :string_occurencesof_char :string_parse_to_chars "" :string_contains :string_contains true false :boolean_eq false :string_indexof_char :string_remove_char :integer_add :string_contains :string_remove_char :integer_quot :string_take :string_rest :string_take :integer_subtract :string_rest :in1 :integer_subtract :boolean_eq :string_nth 1 :string_drop :string_rest :string_remove_char :boolean_or true :string_drop :string_parse_to_chars :string_contains_char true :string_nth :string_contains_char)))), :runtime (0.0032042560000000004 0.003076859999999998 0.003043764000000001 0.003132172000000001 0.0031121440000000016 0.0030898039999999985 0.048853748000000016), :total-error 1, :amalgamated-error 1.067512748}
{:generation 86, :program (:boolean_eq :in2 :string_from_char :string_contains 2 :in2 :string_iterate (:string_take :string_reverse true :integer_mult false :string_rest :string_drop true :string_occurencesof_char :integer_add :string_nth :boolean_and 0 :string_drop :string_parse_to_chars :string_take :string_remove_char :integer_quot :integer_subtract 0 :string_drop :boolean_eq :string_indexof_char :string_concat false :boolean_and "abcdefghijklmnopqrstuvwxyz" true false 0 :string_rest :string_parse_to_chars :string_replace_char :integer_add :string_indexof_char 2 :string_reverse :string_eq true)), :runtime (0.003251748 0.003247900000000001 0.003225448 0.0031140279999999987 0.0081529 0.0031823839999999977 0.0032748839999999983), :total-error 1, :amalgamated-error 1.027449292}
{:generation 87, :program (:string_eq :in2 :in2 :in2 1 :string_from_char :string_iterate (:in2 :integer_add :string_rest :string_take false 2 :string_contains false :integer_quot :string_contains_char :string_reverse :string_rest :string_occurencesof_char :string_contains 0 :string_take 0 :string_take false :string_take :string_parse_to_chars :string_remove_char :boolean_or :string_parse_to_chars :string_drop :string_length :string_length false false "" 2 :string_contains true :string_occurencesof_char :string_butlast :string_nth true)), :runtime (0.0032156039999999978 0.0032253680000000006 0.003230516000000001 0.0031241999999999997 0.003155944 0.003171467999999999 0.0031772840000000003), :total-error 1, :amalgamated-error 1.022300384}
{:generation 88, :program (:in2 :in2 :string_iterate (:in2 :integer_mult false :integer_eq :string_indexof_char false :string_occurencesof_char :string_occurencesof_char :string_contains 1 :string_butlast false "" :string_concat :in1 :string_contains_char true :string_length :in2 false :string_parse_to_chars 0 :integer_add :string_reverse :string_parse_to_chars :string_from_char :boolean_and :string_parse_to_chars :string_drop :string_parse_to_chars 0 :string_concat true :string_take :string_eq :string_parse_to_chars :integer_quot :string_contains :string_concat true)), :runtime (0.003151431999999999 0.0031846039999999997 0.0031639839999999964 0.003207075999999999 0.003171236000000002 0.0031320960000000017 0.0031897920000000008), :total-error 1, :amalgamated-error 1.02220022}
{:generation 89, :program (:string_eq :in2 :integer_eq :string_iterate (2 :string_drop :integer_eq :boolean_not :string_eq false :string_occurencesof_char :string_occurencesof_char false 0 false :integer_quot :string_replace_char :boolean_eq :string_occurencesof_char false false :string_reverse :string_contains false :string_drop 0 :integer_eq :integer_quot 1 :string_contains_char "abcdefghijklmnopqrstuvwxyz" :string_drop :integer_quot :string_contains_char :string_indexof_char :string_contains true "" :integer_add true :string_contains_char :exec_if (true true :integer_subtract :string_rest) ())), :runtime (0.0031427280000000026 0.0018304039999999999 0.001834204 0.0018743399999999995 0.001885903999999999 0.001834999999999999 0.0018218800000000001), :total-error 1, :amalgamated-error 1.01422446}
{:generation 90, :program (:in2 false :string_concat :string_iterate (:string_iterate (:integer_eq false :integer_subtract :string_occurencesof_char "abcdefghijklmnopqrstuvwxyz" false :string_butlast :string_butlast :string_occurencesof_char 0 :string_drop "" :string_occurencesof_char :string_occurencesof_char :string_length false :string_parse_to_chars :string_contains :in1 :in1 :string_length :string_drop :boolean_and :string_drop :integer_quot :string_contains :string_concat :integer_eq false :string_concat :string_butlast :integer_add :string_contains_char true :string_length :string_contains_char :string_replace_char :string_contains :string_parse_to_chars))), :runtime (0.003124052000000001 0.003145632000000001 0.0032393679999999985 0.003216496 0.07922362800000005 0.0032324679999999988 0.0032173119999999986), :total-error 1, :amalgamated-error 1.098398956}
{:generation 91, :program (1 :in2 :integer_quot 2 :in2 :string_iterate ("" :string_nth false :string_nth :string_drop false :boolean_and :boolean_or 2 :in2 :in2 :in2 :string_parse_to_chars :string_concat :string_drop :string_parse_to_chars :string_replace_char false :string_contains :in1 :integer_eq :string_occurencesof_char true :string_contains_char :boolean_or :boolean_eq :integer_quot :string_contains_char false 1 :boolean_not true :string_parse_to_chars :string_replace_char :string_indexof_char :string_contains_char :string_contains_char :string_butlast :string_rest)), :runtime (0.0031603760000000016 0.003200892 0.0031980759999999993 0.0031355480000000006 0.014564532 0.003118328000000002 0.0031643559999999997), :total-error 1, :amalgamated-error 1.033542108}
{:generation 92, :program (:boolean_eq true :string_drop :in2 :string_contains :string_iterate (:string_eq :string_remove_char :string_contains 2 false :in2 :integer_subtract false :in2 :string_contains :string_replace_char :string_occurencesof_char :string_nth :integer_eq false :string_reverse :in2 :string_parse_to_chars :string_parse_to_chars 0 :string_drop :integer_quot :string_indexof_char :boolean_and :boolean_eq :string_length :integer_mult :string_length :string_length 1 :string_contains_char :string_indexof_char :string_occurencesof_char :string_parse_to_chars true true)), :runtime (0.003076380000000002 0.0031834959999999975 0.0031411640000000027 0.003214579999999999 0.0032372839999999987 0.0031834920000000004 0.0031518880000000016), :total-error 1, :amalgamated-error 1.022188284}
{:generation 93, :program (:boolean_eq :boolean_eq :boolean_eq 1 :in2 :in2 false :string_iterate (:in2 :string_take :string_reverse :string_rest :boolean_and false :string_occurencesof_char :string_occurencesof_char :boolean_or false :string_rest false :string_concat :boolean_or :string_occurencesof_char :string_remove_char :integer_mult :integer_quot :string_concat :string_occurencesof_char :string_nth :string_take :string_indexof_char :in2 :string_parse_to_chars :boolean_or 0 :string_indexof_char :integer_add "abcdefghijklmnopqrstuvwxyz" "abcdefghijklmnopqrstuvwxyz" :string_contains :string_parse_to_chars :boolean_not :string_replace_char :string_drop :string_contains_char true :integer_mult)), :runtime (0.0019299480000000001 0.001860272000000001 0.001851872 0.0018470599999999991 0.0019167960000000003 0.0018631920000000014 0.0018449599999999994), :total-error 1, :amalgamated-error 1.0131141}
{:generation 94, :program (:string_eq :in2 :exec_dup (:string_iterate (:in2 :string_contains :in2 true :string_contains :string_occurencesof_char :string_occurencesof_char :boolean_or 0 :boolean_and :string_contains :string_from_char :string_rest false :string_nth :string_replace_char "abcdefghijklmnopqrstuvwxyz" :in1 :string_parse_to_chars false false :string_parse_to_chars :integer_eq :string_contains_char :string_occurencesof_char :in1 :string_replace_char :integer_mult :integer_eq :string_occurencesof_char :string_drop :string_drop true :boolean_or true 2))), :runtime (0.0031410880000000015 0.0031641959999999993 0.003085583999999999 0.0031831600000000004 0.0032412759999999987 0.001905900000000001 0.0018908919999999997), :total-error 1, :amalgamated-error 1.019612096}
{:generation 95, :program (:string_eq false :in2 :string_iterate (:string_iterate (:string_eq :string_contains :in2 :in2 "" false false :string_eq false :string_butlast :string_concat :string_rest 1 false :string_remove_char :string_length :string_take :boolean_eq false :integer_subtract "abcdefghijklmnopqrstuvwxyz" :string_reverse :string_contains :integer_quot :string_indexof_char :string_indexof_char :string_nth :string_contains_char :string_drop :string_take :string_contains :string_contains_char :string_replace_char :string_parse_to_chars :string_butlast :integer_subtract true true))), :runtime (0.0032034320000000004 0.003148076000000002 0.003164983999999999 0.003170428000000003 0.03925807199999997 0.0031529800000000036 0.003179971999999998), :total-error 1, :amalgamated-error 1.058277944}
{:generation 96, :program (:in2 1 :in2 :string_contains :string_iterate (:string_contains :string_iterate (false :string_butlast false false :string_concat :integer_mult false true :integer_mult :string_butlast :in2 :integer_add :string_parse_to_chars :in2 :string_parse_to_chars :string_length :string_rest :string_remove_char 1 :string_indexof_char :string_contains :integer_quot :string_remove_char :string_indexof_char :integer_add 1 :string_nth :string_concat true :string_indexof_char :string_butlast :string_parse_to_chars :boolean_and true true :string_contains 2))), :runtime (0.0032785879999999994 0.0031831719999999997 0.003259427999999999 0.003205392 0.003196984 0.0032645640000000015 0.003222091999999996), :total-error 1, :amalgamated-error 1.02261022}
{:generation 97, :program (:boolean_eq :in2 :in2 :string_take :string_iterate (:in2 :in2 :string_from_char :string_occurencesof_char false 0 :integer_mult :integer_mult :integer_quot :string_concat false :string_contains :string_parse_to_chars 2 2 1 :string_contains :integer_subtract :string_eq :in2 1 false false :string_contains :string_contains "abcdefghijklmnopqrstuvwxyz" :boolean_and false false :string_replace_char :string_reverse :integer_quot :integer_add :string_contains :string_contains :string_nth :string_contains_char true 1)), :runtime (0.003084008000000001 0.003146320000000001 0.003151516 0.003098912000000001 0.0030567199999999997 0.0031365040000000018 0.003103068000000001), :total-error 1, :amalgamated-error 1.021777048}
{:generation 98, :program (:string_eq :in2 :string_iterate (:string_take 0 :integer_add true :string_drop "abcdefghijklmnopqrstuvwxyz" :boolean_eq 1 :integer_mult "abcdefghijklmnopqrstuvwxyz" :string_take :string_reverse 0 :string_length :string_butlast "abcdefghijklmnopqrstuvwxyz" false :string_length :integer_add :string_reverse :string_length :in1 false :string_parse_to_chars :in1 :string_contains :string_drop :string_reverse :string_take :in1 :string_remove_char :string_length :integer_eq 1 true :string_occurencesof_char) :string_indexof_char :string_take :exec_if (true) ()), :runtime (0.003261951999999997 0.003272220000000001 0.0032635759999999985 0.0032336559999999984 0.003191467999999999 0.003153628 0.0030865719999999997), :total-error 1, :amalgamated-error 1.022463072}
{:generation 99, :program (:integer_mult :string_length :string_reverse :integer_subtract :in2 :in2 :string_iterate (0 :string_contains :string_contains_char :in2 :string_from_char :string_parse_to_chars :integer_eq :boolean_not :boolean_and :string_take :string_drop :string_reverse :string_contains :string_indexof_char :string_drop :string_contains :string_contains :boolean_and 1 :string_contains false :string_occurencesof_char :boolean_or :string_indexof_char true :boolean_not :string_drop :string_reverse "abcdefghijklmnopqrstuvwxyz" :string_contains_char true "abcdefghijklmnopqrstuvwxyz" :string_butlast true :string_parse_to_chars :string_remove_char)), :runtime (0.003238695999999998 0.0032061879999999987 0.003123003999999998 0.003185451999999999 0.003270812000000001 0.003253976 0.003092295999999998), :total-error 1, :amalgamated-error 1.022370424}
{:generation 100, :program (:in2 :in2 :string_iterate (:string_contains_char :string_remove_char :string_iterate (:boolean_or :string_take :string_indexof_char false :string_length :boolean_and :string_nth :integer_subtract :string_butlast :string_occurencesof_char :string_reverse :string_iterate (:string_occurencesof_char :string_reverse :string_from_char false :boolean_or :string_nth :string_remove_char 1 false :string_concat 2 :string_nth :integer_mult :string_length :string_parse_to_chars :string_indexof_char :string_indexof_char :string_rest true :string_occurencesof_char true :string_occurencesof_char :string_reverse true)))), :runtime (0.0032193639999999993 0.0032499680000000006 0.003254384000000003 0.003213444000000003 0.00315518 0.003193163999999999 0.003225528000000002), :total-error 1, :amalgamated-error 1.022511032}
{:generation 101, :program (:string_eq :string_eq :string_contains :string_iterate (:in2 :string_contains :in2 :string_iterate ("" :boolean_not false :integer_eq false :string_drop :integer_eq :string_length :string_parse_to_chars :boolean_and :in2 1 :string_eq :integer_subtract :string_length "abcdefghijklmnopqrstuvwxyz" :string_remove_char :integer_add :string_parse_to_chars :string_contains :integer_eq :string_drop :string_rest false :string_contains :string_length :integer_subtract 0 :integer_quot :boolean_and :string_eq :string_length :string_contains_char true true :string_parse_to_chars :string_butlast :string_contains_char true))), :runtime (0.003194556 0.0030947519999999992 0.0031856960000000004 0.003169176000000002 0.0032107919999999996 0.0031175479999999995 0.0031121919999999993), :total-error 1, :amalgamated-error 1.022084712}
{:generation 102, :program (:boolean_or :in2 :integer_quot :string_eq :string_iterate (:string_iterate (false :string_nth :in2 :string_contains :string_contains :string_eq :string_iterate (:string_reverse false :string_butlast :in1 :string_eq :string_butlast :boolean_and 0 :string_parse_to_chars 1 false :string_indexof_char 1 :integer_add :integer_mult :string_from_char 1 1 :string_nth 1 :string_contains :boolean_not :string_contains :string_length :string_occurencesof_char :string_butlast :string_replace_char :string_from_char true :string_parse_to_chars)))), :runtime (0.003094824 0.0032379600000000002 0.0031471759999999985 0.0031909919999999975 0.0032376999999999996 0.05387817599999995 0.003122216), :total-error 1, :amalgamated-error 1.072909044}
{:generation 103, :program (:boolean_eq :in2 :in2 :string_take :string_iterate (:string_drop :in1 :integer_add :in1 :boolean_and :boolean_and false :string_eq :string_parse_to_chars :integer_quot :boolean_or :integer_subtract false :string_reverse :string_eq "" :in1 :string_drop :string_contains 0 2 :string_length :string_drop :string_length :integer_quot :string_contains :string_concat :string_remove_char :string_indexof_char 0 false :boolean_not :string_occurencesof_char true 2 true 1)), :runtime (0.0032158959999999976 0.0031559040000000023 0.0031333239999999994 0.0031662920000000007 0.003164576000000002 0.0023725119999999994 0.0031846880000000006), :total-error 1, :amalgamated-error 1.0213931920000001}
{:generation 104, :program (:in2 false :in1 :string_iterate (:integer_eq :string_iterate (:string_iterate (:string_nth :string_remove_char :string_occurencesof_char :integer_mult :string_butlast :string_remove_char false false :string_drop 2 :boolean_and :boolean_and :string_contains :string_from_char :string_occurencesof_char :string_eq :string_contains :string_length :string_butlast :string_concat "" :string_indexof_char :integer_quot true :in2 :string_eq :string_eq true :boolean_eq :string_drop true :integer_mult false true :string_length)))), :runtime (0.0031623119999999987 0.003113176 0.0018303560000000015 0.0018359840000000006 0.0018954759999999999 0.0018674680000000006 0.0018792880000000007), :total-error 1, :amalgamated-error 1.01558406}
{:generation 105, :program (:in2 true :string_concat :in2 :string_from_char :string_iterate (:string_eq :boolean_and :string_butlast 1 :string_butlast false :integer_add :string_contains 2 :string_remove_char :string_contains :string_butlast :integer_mult 2 :string_drop 2 :string_occurencesof_char 2 false 2 :string_contains :string_from_char false :string_indexof_char 0 true :string_drop :string_take true :string_contains true :exec_dup (:string_take :string_occurencesof_char :string_take))), :runtime (0.003059715999999998 0.0031543160000000003 0.003217040000000001 0.0031968400000000007 0.003162315999999999 0.0030897120000000014 0.0032060000000000023), :total-error 1, :amalgamated-error 1.02208594}
{:generation 106, :program (:string_eq :in2 :string_iterate (:string_indexof_char :string_indexof_char :in2 false false :integer_quot :string_contains false false :string_rest :integer_add :integer_mult :string_butlast false :integer_eq :string_rest :integer_eq :string_drop :string_contains_char :integer_mult :string_eq :string_occurencesof_char false :in2 :in2 :string_indexof_char "abcdefghijklmnopqrstuvwxyz" :string_indexof_char 2 false :string_parse_to_chars :string_indexof_char false :string_contains 1 true :string_indexof_char :boolean_not :integer_add :string_contains true)), :runtime (0.002591283999999999 0.0018521400000000004 0.0019246080000000004 0.0027121719999999992 0.0032585880000000015 0.003117159999999999 0.0032700600000000017), :total-error 1, :amalgamated-error 1.018726012}
{:generation 107, :program (:string_contains_char :in2 true :string_iterate (:string_length :string_eq :in2 0 false :integer_eq 1 1 2 :boolean_and :integer_add :string_drop :string_drop :boolean_and :string_nth :boolean_or :string_indexof_char :string_reverse :string_eq :boolean_and false :string_eq :integer_mult :string_parse_to_chars false false :string_indexof_char false 1 :string_concat :string_indexof_char :string_indexof_char :integer_quot :integer_add true :string_take true :string_take true :string_butlast true)), :runtime (0.003261456 0.003260412 0.0031833759999999986 0.003064344 0.0031217159999999996 0.0031457040000000005 0.0032126279999999986), :total-error 1, :amalgamated-error 1.022249636}
{:generation 108, :program (:string_eq :in2 :string_iterate (false :string_iterate (:string_remove_char false :string_take 1 :boolean_not :boolean_and 1 false :integer_add 1 false :integer_mult :boolean_or false :string_nth false false :integer_add :string_occurencesof_char :string_reverse :in1 :boolean_and :string_occurencesof_char false :integer_add) :string_indexof_char :string_concat :boolean_not :boolean_and :in1 true :string_replace_char :string_indexof_char true :string_reverse :string_indexof_char)), :runtime (0.003177447999999996 0.003223003999999998 0.003212996 0.0031592559999999987 0.0031371360000000017 0.003170724000000002 0.020015648), :total-error 1, :amalgamated-error 1.039096212}
{:generation 109, :program (:in2 :string_iterate (:string_length :string_replace_char :string_take :in2 :string_butlast false :string_butlast :string_from_char :boolean_and 2 :string_contains :boolean_and false :in1 :string_occurencesof_char :string_from_char :string_parse_to_chars :integer_quot false :string_butlast :integer_mult :string_indexof_char "abcdefghijklmnopqrstuvwxyz" false :string_take "abcdefghijklmnopqrstuvwxyz" :string_remove_char :string_contains :boolean_and :integer_subtract :integer_quot :string_replace_char true :integer_eq :string_indexof_char :string_rest 1 :string_drop :string_length :string_contains_char true 0)), :runtime (0.0032777919999999994 0.008092315999999997 0.0032674520000000014 0.0031444679999999997 0.0031934720000000006 0.0031192999999999993 0.0031935799999999997), :total-error 1, :amalgamated-error 1.02728838}
{:generation 110, :program (:in2 :string_eq :in2 :string_iterate (:string_from_char :string_remove_char false :in2 :string_eq :boolean_and :string_parse_to_chars :string_drop :boolean_and false :string_nth :string_parse_to_chars :string_butlast :string_replace_char :integer_quot false :string_nth :string_nth :string_eq :string_indexof_char :string_drop :string_drop :string_remove_char "abcdefghijklmnopqrstuvwxyz" :integer_eq :string_from_char "abcdefghijklmnopqrstuvwxyz" 2 2 :string_indexof_char :string_take :string_contains :string_indexof_char :integer_subtract :string_concat true true)), :runtime (0.0030913360000000005 0.003175512 0.0031561199999999984 0.0018851960000000004 0.001874888 0.0018826840000000012 0.0019346639999999978), :total-error 1, :amalgamated-error 1.0170004}
{:generation 111, :program (:string_iterate (:in2 :string_iterate (:string_indexof_char :string_contains :string_contains_char :integer_subtract :in2 :string_eq :string_butlast :string_parse_to_chars :string_drop :string_butlast :boolean_eq :string_length :string_occurencesof_char :string_indexof_char :integer_quot :string_concat :string_take :integer_mult :integer_eq :boolean_eq :string_contains :string_rest :boolean_and :string_butlast :string_length 1 :string_parse_to_chars 2 :string_contains_char :string_take :in2 true :string_contains true true :string_concat))), :runtime (0.020964275999999983 0.003161507999999997 0.003103740000000003 0.003239428000000001 0.003227699999999999 0.008200576 0.003114124), :total-error 1, :amalgamated-error 1.045011352}
{:generation 112, :program (false :in2 :string_iterate (:string_replace_char :string_nth :string_remove_char :string_contains false :integer_subtract false 0 :boolean_and 1 :string_from_char false :string_take false :string_eq :integer_quot :boolean_or :string_occurencesof_char :string_length :string_drop :string_drop :string_take :string_drop :string_contains_char false 2 :integer_eq false :integer_mult :string_nth :string_occurencesof_char true true :string_nth :boolean_not true :integer_eq :string_nth :integer_subtract :string_length)), :runtime (0.00308332 0.003154048000000001 0.0032960879999999995 0.0032220279999999983 0.003196519999999999 0.003140716 0.003268912000000001), :total-error 1, :amalgamated-error 1.022361632}
{:generation 113, :program (:in2 :integer_add :string_occurencesof_char :string_iterate (:string_eq :in2 :boolean_not :integer_quot :string_concat :string_contains :string_occurencesof_char :boolean_and :integer_add :integer_add false false :integer_quot :string_occurencesof_char :string_indexof_char :string_concat false 0 :string_occurencesof_char :in2 :integer_eq :in1 :boolean_and 1 1 :integer_add :string_indexof_char :string_from_char 1 1 :string_concat true :string_contains :string_contains_char true 2 :string_nth :string_parse_to_chars true)), :runtime (0.0031127439999999985 0.003220536 0.003179484 0.003218948000000001 0.0032440439999999993 0.002193632000000001 0.001853683999999999), :total-error 1, :amalgamated-error 1.020023072}
{:generation 114, :program (:string_eq :in2 :string_iterate (:boolean_not :string_from_char :boolean_not :integer_quot :in1 false :boolean_eq false :integer_eq :string_remove_char 1 :boolean_and :string_butlast :string_eq "abcdefghijklmnopqrstuvwxyz" :string_eq :string_drop :integer_mult "" :string_contains :integer_eq :string_drop :string_length :string_contains :integer_quot false :integer_add :string_eq :string_butlast :string_nth :string_replace_char :string_indexof_char :string_contains :string_take :string_nth :string_from_char :string_parse_to_chars "" true)), :runtime (0.027085808000000003 0.0031797719999999995 0.003142727999999999 0.0031057599999999978 0.05704026399999998 0.003254004000000002 0.003134959999999998), :total-error 1, :amalgamated-error 1.099943296}
